,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Materjal,Ehitusaasta,Lisaruumid,Küte,Sanitaar,Pliit,Side,Vannitube,Hind / m²,Katastritunnus,Energiamärgis,Parkimine,Katus,Ventilatsioon,Köögi pind,Rõdu,Rõdu pind,Kinnistu number,tasuline parkimine,tasuta parkimine,Lift,Lisanduvad kommunaalkulud,Parkimiskohti,Krunt,Lisainfo,Saadaval,Piirangud,maakond
168,7899322,"Roosi tn 13, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,43.3 m²,1,2,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",139000.0,,,,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,,,"elektriküte,kamin","pesumasin,dušš,boiler",elektripliit,,,3 210.16 €/m²,62510:019:3130,energiamärgis määramata,,,,,,,0,,jah,,,,,,,,parnu
169,2406876,"Ringi tn 37, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,44.5 m²,5,6,korteriomand,"turvauks,trepikoda lukus,videokaamerad","mööbel,külmik",128000.0,,,,"402 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,2004,,keskküte,"dušš,pesumasin",,"kaabel-TV,internet",,2 876.40 €/m²,62510:002:1900,,,,,,rõdu,9.90,0,,jah,jah,,,,,,,parnu
170,3474279,"Rääma tn 7d/2-6, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,38.7 m²,3,4,korteriomand,trepikoda lukus,,183000.0,,,,"575 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","kivimaja,betoonmaja",2023,,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV,telefon",1,4 728.68 €/m²,62401:001:0503,B,kindel parkimiskoht kinnistul,rullmaterjal,sundventilatsioon,,"rõdu,terrass",30.20,,,,jah,,,,Seileri Kvartal,,,parnu
171,2179166,"Rääma tn 7d/2-4, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,56.7 m²,2,4,korteriomand,trepikoda lukus,,240000.0,,,,"754 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","betoonmaja,kivimaja",2023,,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"internet,telefon,digi-TV",2,4 232.80 €/m²,62401:001:0503,B,kindel parkimiskoht kinnistul,rullmaterjal,sundventilatsioon,,"terrass,rõdu",30.50,,,,jah,,,,Seileri Kvartal,,,parnu
172,8565788,"Riia mnt 23, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,,62.1 m²,1,2,korteriomand,,,69000.0,,,,"217 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,,,,,puupliit,,,1 111.11 €/m²,62511:076:0002,energiamärgis määramata,,,,,,,0,,jah,,,,,,,,parnu
173,1199900,"Mai tn 1-5, Mai,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,92 m²,,2,kinnistu,naabrivalve,,159000.0,,,,"500 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1963,panipaik,põrandaküte,"boiler,dušš,saun",,,,1 728.26 €/m²,62513:050:0400,energiamärgis määramata,,,,,,,0,,,,,,,,,,parnu
174,1985148,"Rääma tn 7d/1-3, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,61.1 m²,2,3,korteriomand,trepikoda lukus,,239000.0,,,,"751 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","betoonmaja,kivimaja",2023,panipaik,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"internet,telefon,digi-TV",1,3 911.62 €/m²,62401:001:0503,B,kindel parkimiskoht kinnistul,rullmaterjal,sundventilatsioon,,"rõdu,terrass",30.64,,,,jah,,,,Seileri Kvartal,,,parnu
175,1672677,"Pärna tn 3,Lavassaare alev, Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,36.6 m²,1,2,korteriomand,"turvauks,trepikoda lukus",külmik,32000.0,,,,"101 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1960,,keskküte,"dušš,pesumasin",,internet,,874.32 €/m²,,,,,,,,,0,,,,,,,,,,parnu
176,6017284,"Karja tn 6,Lavassaare alev, Pärnu linn, Pärnu maakond",2022-10-23,,2,,37.7 m²,3,3,korteriomand,"trepikoda lukus,turvauks",,20000.0,,,,"63 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1969,,keskküte,"dušš,pesumasin",,,,530.50 €/m²,39501:001:0087,,,,,,,,0,,,,,,,,,,parnu
177,2835026,"Papiniidu tn 58, Mai, Papiniidu,Pärnu linn, Pärnu maakond",2022-10-23,uus viimistlus,3,2,58.4 m²,7,8,korteriomand,"trepikoda lukus,turvauks,videokaamerad",mööbel,219000.0,,,,"688 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2007,panipaik,keskküte,"dušš,tsentraalne kanalisatsioon,pesumasin",elektripliit,"digi-TV,internet",,3 750 €/m²,62513:178:0005,E,kindel parkimiskoht kinnistul,,,,kinnine rõdu,7.40,,,,jah,,,,,,,parnu
178,4672287,"Pärna tn 3,Lavassaare alev, Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,,36 m²,2,2,korteriomand,"turvauks,naabrivalve,trepikoda lukus","mööbel,külmik",32000.0,,,,"101 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1960,,keskküte,"pesumasin,dušš",,internet,,888.89 €/m²,,,,,,,,,0,,,,,,,,,,parnu
179,5079813,"Liilia tn 3, Eeslinn,Pärnu linn, Pärnu maakond",2022-10-23,,2,,78 m²,2,2,,,"mööbli võimalus,külmik",99000.0,,,,"311 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,,,"põrandaküte,kamin","dušš,boiler",,,,1 269.23 €/m²,62511:150:6750,,,,,,,,0,,jah,,,,,,,,parnu
180,3873948,"Kooli tn 69, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,47 m²,8,8,korteriomand,trepikoda lukus,mööbel,145000.0,,,,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2005,panipaik,keskküte,dušš,elektripliit,,1,3 085.11 €/m²,62513:167:0003,energiamärgis määramata,,,,,rõdu,,,,jah,jah,,,,,,,parnu
181,5622724,"Rõugu tn 28, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,46.6 m²,4,4,korteriomand,trepikoda lukus,,60000.0,,,,"189 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,keskküte,wc ja vannituba eraldi,elektripliit,,,1 287.55 €/m²,62502:054:7260,,,,,,,,669705,,,,,,4181 m²,,,,parnu
182,7091479,"Mai tn 1, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,,89 m²,,2,korteriomand,,"eraldi sissepääs,tööstusvool",160000.0,,,,"503 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1963,panipaik,ahjuküte,wc ja vannituba eraldi,,internet,,1 797.75 €/m²,62513:050:0400,energiamärgis määramata,,,,,"terrass,rõdu,kinnine rõdu",,,,,,Added_to_price,,3872 m²,http://www.arcovara.ee/319496,,,parnu
183,7569082,"Metsa tn 15a, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,66.9 m²,4,5,korteriomand,"trepikoda lukus,turvauks",mööbli võimalus,179900.0,,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2004,panipaik,keskküte,dušš,,,,2 689.09 €/m²,,energiamärgis määramata,,,,,rõdu,,0,,jah,jah,,,,,,,parnu
184,2059435,"Niidu tn 1c-12, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,,76 m²,3,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,179000.0,,,,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 355.26 €/m²,62517:064:0062,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,rõdu,4.00,,,,jah,,,,,,,parnu
185,6844393,"Niidu tn 1c-11, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,,67 m²,3,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,170000.0,,,,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 537.31 €/m²,62517:064:0062,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,rõdu,4.00,,,,jah,,,,,,,parnu
186,5031631,"Niidu tn 1c-6, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,,67 m²,2,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,167500.0,,,,"526 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 500 €/m²,62517:064:0062,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,rõdu,4.00,,,,jah,,,,,,,parnu
187,2102427,"Niidu tn 1c-15, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,47.2 m²,4,5,korteriomand,"turvauks,trepikoda lukus",,128000.0,,,,"402 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","kivimaja,betoonmaja,paneelmaja",2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,digi-TV,telefon",,2 711.86 €/m²,62517:064:0062,A,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,rõdu,4.00,,,,jah,,,,,,,parnu
188,2172883,"Mai tn 6a, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,82.3 m²,2,8,korteriomand,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus,külmik",185900.0,,,,"584 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2005,panipaik,keskküte,saun,,internet,,2 258.81 €/m²,62513:168:7030,D,,,,,rõdu,,0,,jah,jah,,,,,,,parnu
189,3555797,"Aisa tn 39-25, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,1,,20.7 m²,2,3,korteriomand,,,78900.0,,,,"248 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,3 811.59 €/m²,,A,,,,,rõdu,,0,,,,,,,,,,parnu
190,1478614,"Aisa tn 39-18, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,1,,30.7 m²,2,3,korteriomand,,,122500.0,,,,"385 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,3 990.23 €/m²,,A,,,,,rõdu,,0,,,,,,,,,,parnu
191,7247242,"Aisa tn 39-14, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,1,,38.1 m²,1,3,korteriomand,,,114000.0,,,,"358 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,2 992.13 €/m²,,A,,,,,,,0,,,,,,,,,,parnu
192,1214965,"Aisa tn 39-15, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,1,,41.6 m²,1,3,korteriomand,,,124500.0,,,,"391 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,2 992.79 €/m²,,A,,,,,,,0,,,,,,,,,,parnu
193,1029597,"Aisa tn 39-16, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,2,1,44.3 m²,1,3,korteriomand,,,132500.0,,,,"416 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,2 990.97 €/m²,,A,,,,,,,0,,,,,,,,,,parnu
194,7504043,"Aisa tn 39-7, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,1,,25.3 m²,1,3,korteriomand,,,96500.0,,,,"303 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2014,,,,,,1,3 814.23 €/m²,,A,,,,,,,0,,,,,,,,,,parnu
195,7946906,"Keskuse tn 1,Libatse küla, Põhja-Pärnumaa vald, Pärnu maakond",2022-10-23,valmis,3,1,56.8 m²,1,2,korteriomand,"trepikoda lukus,turvauks",,43500.0,,,,"137 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1968,kelder,"õhksoojuspump,elektriküte,põrandaküte","boiler,saun,dušš",puupliit,"internet,kaabel-TV",1,765.85 €/m²,,,,,,,,,,,jah,,,,,,,,parnu
196,5452329,"Papiniidu tn 52, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,1,,36 m²,7,8,korteriomand,,,126000.0,,,,"396 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,2006,,keskküte,"dušš,saun",elektripliit,,,3 500 €/m²,62513:178:0002,D,,,,,rõdu,,0,,jah,jah,,,,,,,parnu
197,7257014,"Papiniidu tn 33, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,65.2 m²,4,5,korteriomand,,,129000.0,,,,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1979,kelder,keskküte,"tsentraalne kanalisatsioon,dušš,vann",elektripliit,,1,1 978.53 €/m²,,energiamärgis määramata,tasuta parkimine,,,,rõdu,,,,,,,,,,,,parnu
198,4271529,"Laatsareti tn 13, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,1,1,22 m²,1,2,korteriomand,,"kinnine hoov,mööbel",62500.0,,,,"196 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,,,"õhksoojuspump,ahjuküte",,elektripliit,,1,2 840.91 €/m²,,energiamärgis määramata,,eterniit,,,terrass,,,,,,,,,,,,parnu
199,2832589,"Tallinna mnt 4, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,36.5 m²,4,4,korteriomand,trepikoda lukus,,83900.0,,,,"264 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1964,,keskküte,"dušš,boiler,vann",,,,2 298.63 €/m²,,E,,,,,,,1247805,,jah,,,,,,,,parnu
200,5164595,"Tulika tn 14, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,4,3,80.2 m²,4,5,korteriomand,,,109000.0,,,,"342 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1986,panipaik,,,elektripliit,,1,1 359.10 €/m²,62507:078:9310,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
201,1347958,"Papiniidu tn 52, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,69.5 m²,7,8,korteriomand,,,229900.0,,,,"722 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2006,panipaik,,,elektripliit,,1,3 307.91 €/m²,,D,,,,,rõdu,,0,,,,,,,,,,parnu
202,3543620,"Oja tn 116, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,48.3 m²,3,5,korteriomand,"turvauks,trepikoda lukus",külmik,115000.0,,,,"361 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1977,,keskküte,dušš,,internet,,2 380.95 €/m²,62506:055:3250,,,,,,,,0,,,,,,,,,,parnu
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parnu
204,7401327,"J. V. Jannseni tn 21, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,38.5 m²,2,3,korteriomand,"trepikoda lukus,turvauks","mööbli võimalus,külmik",87000.0,,,,"273 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1964,panipaik,keskküte,"pesumasin,dušš",,internet,,2 259.74 €/m²,62502:012:0560,,,,,,,,0,,jah,,,,,,,,parnu
205,3200742,"J. C. Wöhrmanni pst 12,Sindi linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,1,,20.7 m²,1,1,korteriomand,,,13500.0,,,,"42 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",palkmaja,,,,,puupliit,,,652.17 €/m²,74101:001:0054,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
206,1425182,"A. H. Tammsaare 34, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,46.8 m²,1,5,korteriomand,"turvauks,naabrivalve","mööbel,mööbli võimalus",129000.0,,,,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1968,,"keskküte,põrandaküte",dušš,,"kaabel-TV,internet",,2 756.41 €/m²,62501:001:0214,D,,,,,,,0,,jah,,,,,,,,parnu
207,6291699,"Kanali tn 2, Eeslinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,39.6 m²,3,4,korteriomand,trepikoda lukus,mööbli võimalus,82000.0,,,,"258 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1999,,,"pesumasin,dušš",,internet,,2 070.71 €/m²,62511:055:6230,E,,,,,,,,,,,Added_to_price,,2130 m²,http://www.arcovara.ee/318335,,,parnu
208,8230530,"Ringi tn 18, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,2,,52.6 m²,1,2,korteriomand,,,145000.0,,,,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",palkmaja,1920,,,"boiler,dušš",,"kaabel-TV,internet",,2 756.65 €/m²,62510:111:0003,E,,,,,,,0,,jah,,,,,,,,parnu
209,2236580,"Oja tn 71-13, Niidupargi elurajoon, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,76 m²,3,3,korteriomand,"trepikoda lukus,turvauks",,178500.0,,,,"561 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,panipaik,keskküte,"saun,dušš",,,1,2 348.68 €/m²,62517:064:0065,A,,,,,rõdu,,,jah,,,,17,,,,,parnu
210,9267960,"Niidu tn 1c-14, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,valmimisjärgus,3,2,57.3 m²,3,5,korteriomand,trepikoda lukus,mööbli võimalus,149500.0,,,,"470 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,dušš,,,,2 609.08 €/m²,62517:064:0062,A,,,,,rõdu,,,,,,,,,,,,parnu
211,2851820,"Niidu tn 1c-13, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,valmimisjärgus,2,1,46.6 m²,3,5,korteriomand,trepikoda lukus,mööbli võimalus,124000.0,,,,"390 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,dušš,,,,2 660.94 €/m²,62517:064:0062,A,,,,,rõdu,,,,,,,,,,,,parnu
212,1911688,"Pärna tn 10, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,san remont tehtud,2,1,39.9 m²,1,2,korteriomand,,,95000.0,,,,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1964,,,,puupliit,,,2 380.95 €/m²,,energiamärgis määramata,,,,,,,0,,,,,,,,,,parnu
213,7774158,"Niidu tn 1c-7, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,,76 m²,2,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,175000.0,,,,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 302.63 €/m²,,A,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,terrass,4.00,,,,jah,,,,,,,parnu
214,7210124,"Niidu tn 1c-19, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,,57.3 m²,4,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,152000.0,,,,"478 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 652.71 €/m²,,A,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,terrass,4.00,,,,jah,,,,,,,parnu
215,4295182,"Niidu tn 1c-14, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,,57.3 m²,3,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,149500.0,,,,"470 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,telefon,digi-TV",,2 609.08 €/m²,,A,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,terrass,4.00,,,,jah,,,,,,,parnu
216,5763302,"Niidu tn 1c-13, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,46.6 m²,3,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,124000.0,,,,"390 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"digi-TV,internet,telefon",,2 660.94 €/m²,,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,terrass,4.00,,,,jah,,,,,,,parnu
217,9035777,"Niidu tn 1c-5, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,47.2 m²,2,5,korteriomand,"videokaamerad,trepikoda lukus,turvauks",,122000.0,,,,"383 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"dušš,tsentraalne kanalisatsioon",,"digi-TV,telefon,internet",,2 584.75 €/m²,,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,terrass,4.00,,,,jah,,,,,,,parnu
218,4769803,"Niidu tn 1c-4, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,38.8 m²,1,5,korteriomand,"turvauks,videokaamerad,trepikoda lukus",,101000.0,,,,"317 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"internet,digi-TV,telefon",,2 603.09 €/m²,,A,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,terrass,10.20,,,,jah,,,,,,,parnu
219,6432191,"Niidu tn 1c-3, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,46.6 m²,1,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,119000.0,,,,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",,"digi-TV,internet,telefon",,2 553.65 €/m²,,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,terrass,23.00,,,,jah,,,,,,,parnu
220,7053614,"Niidu tn 1c-2, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,1,,32.3 m²,1,5,korteriomand,"trepikoda lukus,turvauks,videokaamerad",,88000.0,,,,"276 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,"dušš,tsentraalne kanalisatsioon",,"telefon,digi-TV,internet",,2 724.46 €/m²,,A,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,terrass,14.00,,,,jah,,,,,,,parnu
221,4169984,"Papiniidu tn 52, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,53.7 m²,6,9,korteriomand,,,179000.0,,,,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,panipaik,,,,,,3 333.33 €/m²,62513:178:0002,D,,,,,rõdu,,,,,,Added_to_price,,3370 m²,http://www.arcovara.ee/319317,,,parnu
222,4939007,"Niidu tn 1c-6, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,valmimisjärgus,3,2,67 m²,2,5,korteriomand,trepikoda lukus,mööbli võimalus,167500.0,,,,"526 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,dušš,,kaabel-TV,,2 500 €/m²,62517:064:0062,A,,,,,rõdu,,,,,jah,,,,,,,parnu
223,6912368,"Niidu tn 1c-15, Niidupargi elurajoon, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,47.2 m²,4,5,korteriomand,"turvauks,trepikoda lukus",,128000.0,,,,"402 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,dušš,,,1,2 711.86 €/m²,62517:064:0062,A,,,,,rõdu,,,jah,,,,24,,,,,parnu
224,5711225,"Laine tn 4a, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,43.5 m²,4,5,korteriomand,"trepikoda lukus,turvauks","mööbel,külmik",79000.0,,,,"248 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1992,,keskküte,dušš,,,,1 816.09 €/m²,62523:168:0710,F,,,,,,,0,,,,,,,,,,parnu
225,3223224,"Ristiku tn 10,Lihula linn, Pärnu maakond",2022-10-23,"vajab kapitaalremonti,vajab renoveerimist",3,2,67.7 m²,1,3,korteriomand,naabrivalve,,23000.0,,,,"72 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",plokkmaja,1983,"kelder,panipaik",keskküte,wc ja vannituba eraldi,,,1,339.73 €/m²,41201:004:0032,E,tasuta parkimine,eterniit,,8.00,rõdu,6.00,2471732,,,,,,,,,,parnu
