,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Lisaruumid,Küte,Sanitaar,Pliit,Seisukord,Lisaväärtused,Suve kommunaalid,Talve kommunaalid,Side,Kinnistu number,Krunt,tasuta parkimine,Ventilatsioon,Katus,Lisainfo,Lisanduvad kommunaalid,Lisanduvad kommunaalkulud,Tagatisraha,Maakleritasu,Parkimiskohti,tasuline parkimine,Piirangud,maakond
2697,"Keemikute tn 30, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,2,2,1,35.1,,,3,3,korteriomand,"trepikoda lukus,naabrivalve,turvauks",74900.0,E,kivimaja,1960,,tasuline parkimine,"kelder,panipaik",keskküte,"boiler,pesumasin,dušš",elektripliit,renoveeritud,mööbli võimalus,,,"internet,digi-TV,telefon",,,,sundventilatsioon,plekk,,,,,,,,,harju
2698,"Lõime tn 25a, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,39.1,,,3,4,korteriomand,trepikoda lukus,102900.0,F,paneelmaja,1960,,,,keskküte,"pesumasin,dušš,vann,boiler",,,"mööbel,külmik",,,internet,,,,,,,,,,,,,,harju
2699,"Videviku tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,64.6,,,4,4,korteriomand,"turvauks,trepikoda lukus",179000.0,E,kivimaja,1956,,,kelder,keskküte,"boiler,vann",elektripliit,,"mööbel,külmik",,,"kaabel-TV,internet",,,,,,,,,,,,,,harju
2700,"Mahtra tn 24, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,65.0,,,6,9,korteriomand,,125000.0,,paneelmaja,1982,jah,,,keskküte,wc ja vannituba eraldi,elektripliit,valmis,"mööbel,külmik",,,,,,,,,,,,,,,,,harju
2701,"Mahtra tn 24, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,65.0,,,6,9,,,125000.0,,paneelmaja,1982,jah,,,keskküte,wc ja vannituba eraldi,elektripliit,valmis,"mööbel,külmik",,,,,,,,,,,,,,,,,harju
2702,"Vikerlase tn 15, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,80.0,,,4,9,korteriomand,,205000.0,,,1982,jah,,,keskküte,"wc ja vannituba eraldi,vann",elektripliit,uusehitis,külmik,,,,,,,,,,,,,,,,,harju
2703,"Kullassepa tn 4, Vanalinn, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,3,2,,76.0,,,2,4,,,320000.0,,kivimaja,1953,,,,keskküte,pesumasin,elektripliit,valmis,"mööbel,külmik",,,,,,,,,,,,,,,,,harju
2704,"Bensiini tn 5, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,42.5,,,2,5,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",185000.0,D,kivimaja,2008,jah,garaaž,,"keskküte,põrandaküte","dušš,vann,pesumasin",elektripliit,valmis,"mööbel,külmik",110.00,190.00,"kaabel-TV,internet",,,,,,,,,,,,,,harju
2705,"Sääse tn 9, Mustamäe keskus, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,47.6,rõdu,3.00,5,5,korteriomand,"turvauks,trepikoda lukus",94000.0,D,,1971,,,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",gaasipliit,vajab renoveerimist,"mööbel,külmik",80.00,150.00,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
2706,"Kiili tn 20, Sääse, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,,47.3,,,4,13,,"turvauks,trepikoda lukus",109000.0,F,,1988,jah,,,keskküte,wc ja vannituba eraldi,,vajab renoveerimist,,,,,7330201,,,,,,,,,,,,,harju
2707,"Papli tn 7, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2022-10-30,3,2,,66.5,,,3,5,korteriomand,"turvauks,trepikoda lukus",53000.0,,kivimaja,1980,,,,keskküte,dušš,,vajab kapitaalremonti,,,,,,,,,,,,,,,,,,harju
2708,"Sitsi tn 17, MANUFAKTUURI KVARTAL, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,,37.2,,,1,5,korteriomand,"videokaamerad,turvauks,trepikoda lukus",105000.0,energiamärgis määramata,kivimaja,1985,,,,"keskküte,põrandaküte","vann,pesumasin",elektripliit,valmis,"mööbel,külmik",80.00,150.00,"kaabel-TV,internet",,,,,,,,,,,,,,harju
2709,"Sitsi tn 17, MANUFAKTUURI KVARTAL, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,37.2,,,1,5,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",105000.0,D,kivimaja,1985,,,,"keskküte,gaasiküte,põrandaküte","vann,pesumasin",elektripliit,renoveeritud,"mööbel,külmik",80.00,130.00,"kaabel-TV,internet",,,,,,,,,,,,,,harju
2710,"Kalevipoja tn 6, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,32.7,,,3,5,korteriomand,,81000.0,D,,1987,,,,,,,valmis,,,,,,,,,,,,,,,,,,harju
2711,"Uus tn 14, äärelinn, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2022-10-30,2,2,,46.2,,,3,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",50000.0,energiamärgis määramata,kivimaja,1971,,,,"elektriküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",elektripliit,renoveeritud,"mööbel,külmik",50.00,50.00,internet,,,,,,,,,,,,,,harju
2712,"Õismäe tee 134, Väike - Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,65.3,rõdu,8.00,7,17,korteriomand,,149000.0,D,paneelmaja,1980,jah,,,,"vann,pesumasin",,renoveeritud,mööbel,120.00,200.00,,,,,,,,,,,,,,,harju
2713,"Tallinna tn 42, Kesklinn, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2022-10-30,2,2,,67.3,,,1,1,korteriomand,trepikoda lukus,33650.0,energiamärgis määramata,puitmaja,1900,,,,,"dušš,boiler",puupliit,vajab kapitaalremonti,,,,,,,,,,,,,,,,,,harju
2714,"Kari tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,40.6,,,4,4,korteriomand,,95000.0,E,,,,,,,,,vajab kapitaalremonti,,,,,,,,,,,,,,,,,,harju
2715,"Keldrimäe tn 4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,65.8,,5.00,5,9,korteriomand,,199900.0,E,kivimaja,,,,,keskküte,,,valmis,,,,,,,,,,,,,,,,,,harju
2716,"Vasara tn 15-2, Keila linn, Harju maakond","Keila linn, Harju maakond",2022-10-30,4,3,1,84.4,rõdu,25.00,1,3,korteriomand,trepikoda lukus,225000.0,A,kivimaja,2022,,kindel parkimiskoht kinnistul,panipaik,keskküte,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,uusehitis,,,,internet,,,,sundventilatsioon,,https://www.vasara15.ee,,,,,,,,harju
2717,"Vindi tn 13, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,1,,1,28.0,,,4,5,,"turvauks,trepikoda lukus",82900.0,,kivimaja,,,tasuta parkimine,"kelder,panipaik",keskküte,"vann,pesumasin,boiler,tsentraalne kanalisatsioon,wc ja vannituba eraldi",gaasipliit,,mööbel,,,"digi-TV,telefon,internet",,,,,,,,,,,,,,harju
2718,"Kärneri tn 1/1, Rocca al Mare, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,108.0,,,7,8,korteriomand,,335000.0,E,paneelmaja,2007,,,panipaik,,,,valmis,,,,,,,,,,,,,,,,,,harju
2719,"Kärneri tn 1/1, Rocca al Mare, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,108.0,,,7,8,korteriomand,,335000.0,E,paneelmaja,2007,,,panipaik,,,,valmis,,,,,,,,,,,,,,,,,,harju
2720,"Ristiku tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,5,2,2,150.0,,,1,2,,,469000.0,energiamärgis määramata,puitmaja,1938,,,panipaik,,,,,,,,,,,,,,,,,,,,,,harju
2721,"Ringi tn 48, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,1,,,32.9,,,4,5,korteriomand,trepikoda lukus,70000.0,,kivimaja,,,,,keskküte,"pesumasin,dušš",elektripliit,renoveeritud,mööbel,,,,7583002,1691 m²,,,,,,,,,,,,harju
2722,"Järveotsa tee 13, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,1,67.37,rõdu,,8,9,korteriomand,"turvauks,trepikoda lukus,videokaamerad",118000.0,D,paneelmaja,1977,jah,tasuta parkimine,,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,"vajab kapitaalremonti,vajab renoveerimist,valmis",,,,internet,,,,,rullmaterjal,,,,,,,,,harju
2723,"Vesipapi tn 6-20, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,50.7,rõdu,9.00,4,8,korteriomand,,208000.0,A,,2024,jah,,,,"dušš,saun",,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2724,"Vesipapi tn 6-18, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,75.4,rõdu,9.00,4,8,korteriomand,,305000.0,A,,2024,jah,,,,"dušš,vann",,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2725,"Vesipapi tn 6-16, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,73.0,rõdu,9.00,4,8,korteriomand,,310000.0,A,,2024,jah,,,,"dušš,vann",,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2726,"Vesipapi tn 8-25, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,43.8,rõdu,9.00,4,13,korteriomand,,183000.0,A,,2024,jah,,,,dušš,,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2727,"Vesipapi tn 6-19, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,70.6,rõdu,9.00,4,8,korteriomand,,285000.0,A,,2024,jah,,,,"dušš,vann",,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2728,"Vesipapi tn 8-26, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,65.2,rõdu,9.00,4,13,korteriomand,,280000.0,A,,2024,jah,,,,dušš,,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2729,"Sikupilli tn 7, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,66.5,,,3,4,korteriomand,"turvauks,trepikoda lukus",136000.0,E,kivimaja,1960,,parkimiskoht puudub,"kelder,panipaik",keskküte,"pesumasin,wc ja vannituba eraldi,dušš",gaasipliit,vajab renoveerimist,kinnine hoov,,,,,,,,eterniit,,,,,,,,,harju
2730,"Paasiku tn 22, Katleri, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,49.6,rõdu,6.00,6,9,korteriomand,"videokaamerad,naabrivalve,trepikoda lukus,turvauks",112000.0,E,paneelmaja,1991,jah,,,keskküte,"vann,wc ja vannituba eraldi,dušš",elektripliit,vajab renoveerimist,külmik,,,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
2731,"Puhangu tn 10, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,16.4,,,4,5,kaasomand,trepikoda lukus,59500.0,D,paneelmaja,1970,,tasuta parkimine,,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,,mööbel,,,,,,,,bituumen,,,,,,,,,harju
2732,"Sitsi tn 5b, Manufaktuuri kvartal, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,19.4,,,2,2,korteriomand,,52000.0,energiamärgis määramata,puitmaja,1905,,tasuta parkimine,,"elektriküte,ahjuküte","dušš,pesumasin,tsentraalne kanalisatsioon,boiler",,,mööbel,,,,,,,,plekk,,,,,,,,,harju
2733,"Vesipapi tn 6-15, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,56.1,rõdu,9.00,4,8,korteriomand,,238000.0,A,,2024,jah,,,,dušš,,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2734,"Vesipapi tn 6-17, Löwenruh, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,49.3,rõdu,9.00,4,8,korteriomand,,208000.0,A,,2024,jah,,,,dušš,,uusehitis,,,,,12757650,,,,,,,,,,,,,harju
2735,"Roopa tn 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,2,82.2,rõdu,,2,4,korteriomand,,265000.0,E,kivimaja,2009,jah,parkimiskoht maa-aluses garaažis,"panipaik,garderoob",elektriküte,"saun,tsentraalne kanalisatsioon,vann,dušš,pesumasin,boiler",elektripliit,valmis,mööbel,,,"internet,digi-TV",,,,,,,,,,,,,,harju
2736,"Kärneri tn 3, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,4,1,92.3,rõdu,11.10,2,6,korteriomand,"trepikoda lukus,videokaamerad",285000.0,energiamärgis määramata,kivimaja,2008,jah,kindel parkimiskoht kinnistul,"kelder,panipaik,garderoob",keskküte,"saun,vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,renoveeritud,"kinnine hoov,mööbel,mööbli võimalus",,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
2737,"Narva mnt 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,73.9,,,2,5,korteriomand,,219000.0,D,kivimaja,1959,,,,,,gaasipliit,valmis,,,,,,,,,,,,,,,,,,harju
2738,"Pöörise tn 12, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,45.1,rõdu,,4,14,korteriomand,,170000.0,C,paneelmaja,2019,,,panipaik,,,elektripliit,uusehitis,,,,,0,,,,,,,,,,,,,harju
2739,"Suur-Karja tn 18, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,2,1,,51.8,,,5,6,korteriomand,"naabrivalve,trepikoda lukus,turvauks",220000.0,energiamärgis määramata,kivimaja,1918,,,,keskküte,"pesumasin,dušš,vann",elektripliit,valmis,külmik,,,,0,,,,,,,,,,,,,harju
2740,"Pae tn 44, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,37.9,,,2,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks",99900.0,F,kivimaja,1987,,,,keskküte,"pesumasin,dušš",elektripliit,valmis,külmik,,,,0,,jah,,,,,,,,,,,harju
2741,"Kivinuka tn  2, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,47.7,rõdu,,3,3,korteriomand,"trepikoda lukus,turvauks",174900.0,B,paneelmaja,2020,,,,"keskküte,elektriküte,põrandaküte","pesumasin,dušš",elektripliit,valmis,"mööbel,TV,külmik",,,"internet,kaabel-TV,telefon",,,,,,,"elekter,küte,vesi",,,,,,,harju
2742,"Lokuti tee 8, Lokuti küla, Saku vald, Harju maakond","Lokuti küla, Saku vald, Harju maakond",2022-10-30,2,1,1,31.3,,,1,2,korteriomand,,52000.0,F,kivimaja,,,,panipaik,,,,,,,,,,,,,,,,,,,,,,harju
2743,"Randla tn 11, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,,1,16.6,,,1,5,,,62900.0,energiamärgis määramata,kivimaja,1987,,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
2744,"Salme tn 26, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,38.5,,,3,3,,"turvauks,trepikoda lukus",157500.0,energiamärgis määramata,puitmaja,1915,,,,gaasiküte,"dušš,wc ja vannituba eraldi,saun,pesumasin",elektripliit,renoveeritud,külmik,,,internet,,704 m²,,,,,,,,,,,,harju
2745,"Rüütli tn 16-2, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,,,,984.2,,,,2,korteriomand,,1990000.0,energiamärgis määramata,kivimaja,1850,,,,,,,vajab kapitaalremonti,,,,,,,,,,,,,,,,,,harju
2746,"Päevalille tn 6-73, Rocca Towers, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,77.3,rõdu,,14,18,korteriomand,"trepikoda lukus,turvauks",359900.0,C,paneelmaja,2022,jah,,panipaik,"põrandaküte,keskküte",dušš,,uusehitis,,,,"internet,kaabel-TV",,,,,,,,,,,,jah,,harju
2747,"Päevalille tn 6-70, Rocca Towers, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,65.7,rõdu,,13,18,korteriomand,"trepikoda lukus,turvauks",324900.0,C,paneelmaja,2022,jah,,panipaik,"põrandaküte,keskküte",dušš,,uusehitis,,,,"kaabel-TV,internet",,,,,,,,,,,,jah,,harju
2748,"Päevalille tn 6-61, Rocca Towers, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,2,2,77.3,rõdu,,12,18,korteriomand,"trepikoda lukus,turvauks",329900.0,C,paneelmaja,2022,jah,,panipaik,"põrandaküte,keskküte",dušš,,uusehitis,,,,"internet,kaabel-TV",,,,,,,,,,,,jah,,harju
2749,"Kallasmaa tn 5, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,2,,1,40.9,,,1,4,korteriomand,"turvauks,trepikoda lukus",68000.0,,kivimaja,1965,,tasuta parkimine,kelder,keskküte,"vann,pesumasin,boiler",,vajab renoveerimist,,,,,,,,,eterniit,,,,,,,,,harju
2750,"Uuslinna tn 9, Uuslinn, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,87.2,rõdu,,3,5,korteriomand,,285000.0,C,paneelmaja,2015,,,panipaik,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
2751,"Majaka tn 11, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,41.8,,,4,5,korteriomand,"turvauks,videokaamerad,turvasüsteem,trepikoda lukus",115000.0,E,kivimaja,1961,,kindel parkimiskoht kinnistul,kelder,keskküte,"tsentraalne kanalisatsioon,dušš",,,,,,,,,,,bituumen,,,,,,,,,harju
2752,"Paadi tn 14a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,51.6,,,2,6,korteriomand,trepikoda lukus,219000.0,,kivimaja,2003,,,,"gaasiküte,keskküte",,elektripliit,valmis,,,,,16151201,2553 m²,,,,,,,,,,,,harju
2753,"Lennu tn 13, Ämari alevik, Lääne-Harju vald, Harju maakond","Ämari alevik, Lääne-Harju vald, Harju maakond",2022-10-30,4,3,1,107.8,rõdu,6.00,4,5,korteriomand,,64000.0,F,paneelmaja,1970,,"tasuta parkimine,kindel parkimiskoht kinnistul","kelder,panipaik,garderoob",keskküte,"vann,wc ja vannituba eraldi,dušš,pesumasin,boiler,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,valmis",mööbli võimalus,,,"internet,telefon,digi-TV",,,,,,,,,,,,,,harju
2754,"Pärnu mnt 130, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,133.0,,0.00,8,8,,turvauks,375000.0,D,kivimaja,2008,,,,keskküte,dušš,,uus viimistlus,,,,internet,,,,,,,,,,,,,,harju
2755,"Ümera tn 28, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,64.5,rõdu,4.60,,8,korteriomand,"naabrivalve,videokaamerad,trepikoda lukus",169000.0,C,kivimaja,2015,jah,,,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,valmis,külmik,,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
2756,"Paldiski mnt 75, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,,16.0,,,3,4,korteriomand,,49900.0,,kivimaja,,,,,keskküte,tsentraalne kanalisatsioon,,vajab kapitaalremonti,,,,"internet,digi-TV",,,,,,,,,,,,,,harju
2757,"Kotzebue tn 33, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,71.2,,,3,6,korteriomand,trepikoda lukus,325000.0,C,kivimaja,2014,,,kelder,keskküte,"vann,dušš",elektripliit,,"mööbel,külmik",,,"internet,kaabel-TV",,,,,,,,,,,,,,harju
2758,"Pikaliiva tn 34-16, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,45.6,rõdu,4.50,3,3,korteriomand,"turvauks,trepikoda lukus",193900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte","dušš,vann",,uusehitis,,,,,,,,,,,,,,,,,,harju
2759,"Orase tn 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,32.6,,,1,2,kaasomand,"naabrivalve,trepikoda lukus",146000.0,,puitmaja,1946,,,,elektriküte,pesumasin,,valmis,mööbel,,,"kaabel-TV,telefon,internet",1506901,,,,,,,,,,,,,harju
2760,"Pikaliiva tn 38-19, Rocca al Mare, Kakumäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,88.9,rõdu,9.10,3,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",299900.0,A,kivimaja,2022,jah,,,"gaasiküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,,,,,,,,,,,,,,,,harju
2761,"Pikaliiva tn 36-5, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,65.2,rõdu,9.10,1,3,korteriomand,"turvauks,trepikoda lukus",249900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte","dušš,vann",,uusehitis,,,,,,,,,,,,,,,,,,harju
2762,"Kotzebue tn 29, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,118.9,rõdu,2.20,2,3,korteriomand,"turvauks,trepikoda lukus",535000.0,D,kivimaja,2014,,,,"kamin,põrandaküte","dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,valmis,külmik,,,internet,,,,,,,,,,,,,,harju
2763,"Pikaliiva tn 34-18, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,67.2,rõdu,9.10,3,3,korteriomand,"turvauks,trepikoda lukus",253900.0,A,kivimaja,,jah,,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,,,,,,,,,,,,harju
2764,"Pikaliiva tn 34-5, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,64.9,rõdu,21.10,1,3,korteriomand,"turvauks,trepikoda lukus",248900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte",vann,,uusehitis,,,,,,,,,,,,,,,,,,harju
2765,"Pikaliiva tn 36-10, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,45.6,rõdu,4.50,2,,korteriomand,"turvauks,trepikoda lukus",189900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte",,,uusehitis,,,,,,,,,,,,,,,,,,harju
2766,"Pikaliiva tn 36-16, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,45.6,rõdu,4.60,3,3,korteriomand,"turvauks,trepikoda lukus",193900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,,,,,,,,,,,,harju
2767,"Sõle tn 65, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,56.1,,,1,3,korteriomand,trepikoda lukus,139000.0,energiamärgis määramata,kivimaja,1961,,,,keskküte,"vann,pesumasin,wc ja vannituba eraldi",,valmis,külmik,,,,,,,,,,,,,,,,,harju
2768,"Pikaliiva tn 38-9, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,45.6,rõdu,4.60,2,3,korteriomand,"turvauks,trepikoda lukus",189900.0,A,kivimaja,2022,jah,,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,,,,,,,,,,,,harju
