,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
3434,"Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,60.0,,,3,3,korteriomand,"trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",209000.0,C,palk-kivimaja,1902,,"kindel parkimiskoht kinnistul,tasuta parkimine","kamin,ahjuküte,gaasiküte,põrandaküte,elektriküte","vann,saun,pesumasin,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,valmis,uus viimistlus,uusehitis",,,panipaik,,,,"internet,digi-TV,telefon",plekk,,sundventilatsioon,,,,,,,,harju
3435,"E. Vilde tee 78, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,60.8,rõdu,2.50,5,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks","kinnine hoov,mööbel,mööbli võimalus",128000.0,D,paneelmaja,1967,,tasuta parkimine,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",gaasipliit,,,,"kelder,garderoob",,,,"internet,digi-TV",,,,,,,,,,,harju
3436,"M. Härma tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,64.3,klaasitud rõdu,,8,9,korteriomand,turvauks,mööbli võimalus,125000.0,E,paneelmaja,1980,jah,tasuta parkimine,keskküte,"wc ja vannituba eraldi,vann",elektripliit,uus viimistlus,,,,,,,,bituumen,,,,,,,,,,harju
3437,"Liinivahe tn 3-29, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,62.2,rõdu,4.10,3,4,korteriomand,,,264400.0,B,paneelmaja,2022,jah,parkimiskoht maa-aluses garaažis,keskküte,vann,,"valmis,uusehitis",,,"kelder,panipaik",,,,,,,sundventilatsioon,,,,,,,,harju
3438,"Liinivahe tn 3-15, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,94.3,"rõdu,klaasitud rõdu",4.30,4,4,korteriomand,,,377200.0,B,paneelmaja,2022,jah,parkimiskoht maa-aluses garaažis,keskküte,vann,,"valmis,uusehitis",,,"kelder,panipaik,garderoob",,,,,,,sundventilatsioon,,,,,,,,harju
3439,"Koorti 2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,33.0,rõdu,3.00,5,9,korteriomand,,mööbel,104000.0,D,paneelmaja,1980,jah,,,,,,,,,,,,,,,,,,,,,,,harju
3440,"Vilisuu tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,2,,35.7,rõdu,6.00,4,5,korteriomand,"turvauks,trepikoda lukus",mööbel,106900.0,D,paneelmaja,1982,,,,"dušš,vann",elektripliit,,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3441,"Muhu tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,53.2,rõdu,3.00,4,5,korteriomand,"turvauks,trepikoda lukus",mööbel,115990.0,,paneelmaja,,,,keskküte,"dušš,wc ja vannituba eraldi,vann",elektripliit,renoveeritud,,,,,,,"internet,kaabel-TV",,,,,,,,,,,harju
3442,"Kalevipoja tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,3,,67.0,rõdu,8.00,5,5,korteriomand,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",155000.0,D,paneelmaja,1987,,,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",elektripliit,,,,,,,,"telefon,internet,kaabel-TV",,,,,,,,,,,harju
3443,"Linnamäe tee 18, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,52.0,rõdu,2.00,2,5,korteriomand,,,130000.0,E,paneelmaja,1986,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
3444,"Pärnu mnt 129b, Kesklinn Kitseküla Uus Maailm, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,34.4,rõdu,6.00,3,5,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,127000.0,A,kivimaja,2022,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,35.00,70.00,643701,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3445,"Pronksi tn 6a, Kompassi, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-14,4,3,,89.5,rõdu,12.30,5,6,korteriomand,trepikoda lukus,"mööbel,külmik",435000.0,energiamärgis määramata,kivimaja,2018,jah,,"keskküte,põrandaküte","wc ja vannituba eraldi,vann,pesumasin",,uusehitis,,,panipaik,100.00,250.00,,,,,,,,,,,,,harju
3446,"Kopliranna tn 41, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,32.2,,,2,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",87600.0,,puitmaja,1914,,,elektriküte,"dušš,boiler,pesumasin",elektripliit,renoveeritud,,,,50.00,130.00,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3447,"Vene tn 19, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-14,1,1,,57.4,,,1,3,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",199700.0,,kivimaja,,,,keskküte,"dušš,pesumasin",,valmis,,,panipaik,,,,"telefon,internet,kaabel-TV",,,,,,,,,,,harju
3448,"Kopliranna tn 41, HEA INVESTEERING, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,32.2,,,2,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",87600.0,,puitmaja,1914,,,elektriküte,"dušš,boiler,pesumasin",elektripliit,renoveeritud,,,,50.00,130.00,,"telefon,internet",,,,,,,,,,,harju
3449,"Vene tn 19, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-14,1,1,,57.4,,,1,3,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",199700.0,,kivimaja,1940,,,keskküte,"dušš,pesumasin",,valmis,,,,,,,"telefon,internet",,,,,,,,,,,harju
3450,"Randla tn 8, PELGURANNA, HEA ASUKOHT, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,37.2,,,3,4,korteriomand,"turvauks,trepikoda lukus",,99000.0,D,,1961,,,keskküte,dušš,gaasipliit,renoveeritud,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3451,"Õismäe tee 134, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,65.2,,,9,17,korteriomand,trepikoda lukus,mööbel,128998.0,D,paneelmaja,1980,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",elektripliit,vajab renoveerimist,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3452,"Õismäe tee 134, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,65.2,,,9,17,korteriomand,trepikoda lukus,mööbel,128998.0,D,paneelmaja,1980,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",elektripliit,vajab renoveerimist,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3453,"Aiandi tn 7/3, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.6,rõdu,,2,6,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",169900.0,B,kivimaja,2022,jah,"tasuta parkimine,kindel parkimiskoht kinnistul,parkla",keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,"uusehitis,valmis",,,"kelder,panipaik,garderoob",,,,"internet,telefon,digi-TV",,,sundventilatsioon,,,,,,,,harju
3454,"Sulevi tn 11, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,95.7,,,,2,korteriomand,,,250000.0,energiamärgis määramata,kivimaja,2008,,,,,,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3455,"K. Kärberi tn 32, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,52.9,,,5,4,korteriomand,,,112500.0,D,,1984,,,,,,,,,,,,,,,,,,,,,,,,harju
3456,"Nelgi põik 2, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,1,1,,27.1,rõdu,7.00,2,2,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",133000.0,A,kivimaja,2022,,garaaž,keskküte,"dušš,pesumasin",elektripliit,uusehitis,,,panipaik,,,,"telefon,internet",,,,,,,,,,,harju
3457,"Kihnu tn 6, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,64.9,,,8,10,korteriomand,,,119900.0,E,paneelmaja,1991,jah,,keskküte,"dušš,vann",,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3458,"Uus-Maleva tn 1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,78.0,klaasitud rõdu,3.00,5,5,kinnistu,"trepikoda lukus,naabrivalve,turvauks","kinnine hoov,mööbli võimalus",195000.0,E,plokkmaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul",keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin",,renoveeritud,,,"panipaik,garderoob",,,,"digi-TV,internet",,,,,,,,,,,harju
3459,"Vasara tn 20, Vasara, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,58.0,,,4,5,kinnistu,"trepikoda lukus,turvauks,naabrivalve",mööbli võimalus,142000.0,E,"plokkmaja,kivimaja",,,tasuta parkimine,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin",,,,,,,,,"digi-TV,internet",,,,,,,,,,,harju
3460,"Uus-Maleva tn 1, Sirbi peatus, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,78.0,"klaasitud rõdu,rõdu,kinnine rõdu",3.00,5,5,kinnistu,"naabrivalve,trepikoda lukus,turvauks","kinnine hoov,mööbel",195000.0,E,plokkmaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul",keskküte,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin",elektripliit,renoveeritud,,,"panipaik,garderoob",,,,"internet,digi-TV",,,,,,,,,,,harju
3461,"Sõpruse pst 257, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,50.6,prantsuse rõdu,,6,8,korteriomand,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus,TV,külmik",160000.0,,betoonmaja,2003,jah,tasuta parkimine,keskküte,"dušš,pesumasin,vann,tsentraalne kanalisatsioon",elektripliit,"valmis,renoveeritud",kõik kommunaalteenused,590.00,panipaik,80.00,180.00,,"internet,digi-TV",,,sundventilatsioon,,,,,590.00,,,harju
3462,"Narva mnt 148, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,67.2,,,2,9,korteriomand,trepikoda lukus,,189000.0,C,paneelmaja,2008,jah,,keskküte,"dušš,vann,pesumasin",,valmis,,,,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3463,"Manufaktuuri tn 7/2-93, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,49.4,rõdu,6.40,2,6,korteriomand,,,200900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3464,"Manufaktuuri tn 7/2-94, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,80.9,rõdu,10.60,2,6,korteriomand,,,297900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3465,"Manufaktuuri tn 7/2-95, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,62.4,rõdu,4.50,2,6,korteriomand,,,239900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3466,"Manufaktuuri tn 7/2-97, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,34.8,,,2,6,korteriomand,,,141900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3467,"Manufaktuuri tn 7/2-98, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,39.8,rõdu,4.30,2,6,korteriomand,,,162900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3468,"Manufaktuuri tn 7/2-99, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,59.9,rõdu,6.30,2,6,korteriomand,,,233900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3469,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3470,"Manufaktuuri tn 7/2-103, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,64.8,rõdu,9.00,2,6,korteriomand,,,251900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3471,"Manufaktuuri tn 7/2-104, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,80.9,rõdu,21.50,2,6,korteriomand,,,299900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3472,"Manufaktuuri tn 7/2-105, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,48.4,rõdu,6.40,2,6,korteriomand,,,199900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3473,"Manufaktuuri tn 7/2-106, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,75.1,rõdu,11.70,2,6,korteriomand,,,285900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3474,"Manufaktuuri tn 7/2-109, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,61.8,rõdu,5.70,3,6,korteriomand,,,236900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3475,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3476,"Manufaktuuri tn 7/2-116, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,45.5,rõdu,5.10,3,6,korteriomand,,,187900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3477,"Manufaktuuri tn 7/2-111, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,34.8,,,3,6,korteriomand,,,143900.0,A,,2022,jah,,keskküte,,,uusehitis,,,panipaik,,,3784050,,,,,,,,,,,,harju
3478,"J. Koorti tn 6, UUS HIND!, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,49.8,,,7,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",107000.0,,paneelmaja,1980,jah,,keskküte,"vann,pesumasin,wc ja vannituba eraldi",elektripliit,vajab renoveerimist,,,,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3479,"Mooni tn 60, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,42.9,,,,,korteriomand,trepikoda lukus,,101000.0,E,kivimaja,,jah,,keskküte,,gaasipliit,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3480,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3481,"Mardi tn 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,44.0,,,2,7,korteriomand,trepikoda lukus,"kinnine hoov,mööbel,mööbli võimalus",199900.0,B,kivimaja,2019,jah,parkimiskoht maa-aluses garaažis,keskküte,"dušš,pesumasin",elektripliit,uusehitis,,,"panipaik,garderoob",,,,,,,sundventilatsioon,,,,,,,,harju
3482,"Vabaõhumuuseumi tee 4c, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,56.7,,,2,4,korteriomand,"turvauks,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",204000.0,,kivimaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"uusehitis,valmis",,,"panipaik,garderoob",,,,"telefon,digi-TV,internet",,,sundventilatsioon,,,,,,,,harju
3483,"Õismäe tee 48, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,65.2,,,17,16,korteriomand,trepikoda lukus,"mööbel,külmik",137900.0,,kivimaja,1988,,,keskküte,"wc ja vannituba eraldi,pesumasin,vann",,valmis,,,,,,,"internet,telefon",,,,,,,,,,,harju
3484,"Linnamäe tee 45, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,60.5,rõdu,3.00,4,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",118000.0,E,paneelmaja,1986,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,,,"internet,kaabel-TV",,,,,,,,,,,harju
3485,"Pärnu mnt 285/1-2, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,59.3,,,1,3,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,249060.0,B,kivimaja,2023,,,"põrandaküte,õhksoojuspump",vann,,uusehitis,,,"kelder,panipaik",,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3486,"Pärnu mnt 285/1-4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,72.7,,,2,3,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,316245.0,B,kivimaja,2023,,,"põrandaküte,õhksoojuspump",vann,,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3487,"Sõrmuse tee -, Jägala küla, Jõelähtme vald, Harju maakond","Jägala küla, Jõelähtme vald, Harju maakond",2023-01-14,5,4,,126.9,rõdu,18.00,,2,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,275000.0,A,kivimaja,2023,,,"kamin,põrandaküte,õhksoojuspump",saun,,uusehitis,,,,,,,,,,,,,,,,,,harju
3488,"Sõrmuse tee -, Jägala küla, Jõelähtme vald, Harju maakond","Jägala küla, Jõelähtme vald, Harju maakond",2023-01-14,5,4,,126.9,rõdu,18.00,,2,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,275000.0,A,kivimaja,2023,,,"kamin,põrandaküte,õhksoojuspump",saun,,uusehitis,,,,,,,,,,,,,,,,,,harju
3489,"Pärnu mnt 285/1-3, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,4,2,,110.4,,,1,3,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,441600.0,,kivimaja,2023,,,"põrandaküte,õhksoojuspump","vann,saun",,uusehitis,,,"kelder,panipaik",,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3490,"Pärnu mnt 285/1-5, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,128.2,,,2,3,kinnistu,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,532030.0,B,kivimaja,2023,,,"põrandaküte,õhksoojuspump","dušš,vann,saun",,uusehitis,,,"kelder,panipaik",,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3491,"Liikuri tn 41/3, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,34.9,,,1,8,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",134000.0,B,paneelmaja,2018,jah,,"keskküte,põrandaküte","dušš,pesumasin",,uusehitis,,,panipaik,80.00,140.00,0,"kaabel-TV,internet",,,,,,,,,,,harju
3492,"Narva mnt 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,127.6,,,6,8,korteriomand,trepikoda lukus,"mööbel,külmik",549000.0,energiamärgis määramata,kivimaja,2007,jah,,keskküte,"dušš,vann,pesumasin",elektripliit,valmis,,,,109.00,199.00,21622501,,,,,,,,,,,,harju
3493,"Piigipuu tn 4, Alliku küla, Saue vald, Harju maakond","Alliku küla, Saue vald, Harju maakond",2023-01-14,5,4,3,153.0,"prantsuse rõdu,terrass",24.00,,,korteriomand,"turvauks,naabrivalve",eraldi sissepääs,452800.0,C,kivimaja,2020,,"tasuta parkimine,kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis","gaasiküte,põrandaküte","boiler,vann,saun,tsentraalne kanalisatsioon,dušš",,uus viimistlus,,,panipaik,,,,internet,,,sundventilatsioon,,,,,,,,harju
3494,"Kadaka tee 165, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,30.1,,,4,5,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",79900.0,D,paneelmaja,1965,,,keskküte,"vann,pesumasin",gaasipliit,valmis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3495,"Kuusiku tee 5, Loo alevik, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,2,1,1,46.7,,,2,5,korteriomand,,,119000.0,C,kivimaja,1987,,,keskküte,,,valmis,,,,,,,,,,,,,,,,,,harju
3496,"Priisle tee 1, Pirita, Kose, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,3,2,66.9,rõdu,6.30,8,11,korteriomand,"videokaamerad,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",235000.0,B,,2022,jah,"kindel parkimiskoht kinnistul,parkimiskoht garaažis","keskküte,põrandaküte","pesumasin,wc ja vannituba eraldi,dušš",elektripliit,uusehitis,,,"panipaik,garderoob",,,,"digi-TV,internet",,,,,,,,,,,harju
3497,"Vana-Lõuna tn 39, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,75.7,,,,,korteriomand,,,269000.0,energiamärgis määramata,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3498,"Saku tn 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,26.4,,,2,4,korteriomand,,,72900.0,E,kivimaja,1960,,,keskküte,pesumasin,,,,,,,,,,,,,,,,,,,,harju
3499,"Mahtra tn 72, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,4,4,1,82.0,klaasitud rõdu,3.60,9,9,korteriomand,"videokaamerad,turvasüsteem,turvauks,naabrivalve,trepikoda lukus","eraldi sissepääs,mööbel",155000.0,,,,jah,"tasuta parkimine,kindel parkimiskoht kinnistul","keskküte,põrandaküte","saun,pesumasin,wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",elektripliit,"valmis,renoveeritud,uus viimistlus",,,garderoob,,,,"internet,digi-TV",,,"konditsioneer,sundventilatsioon",,,,,,,,harju
3500,"Võistluse tn 21, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,27.0,,,1,4,,"trepikoda lukus,turvauks",mööbli võimalus,97000.0,energiamärgis määramata,paneelmaja,,,,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš,boiler",elektripliit,,,,garderoob,,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
3501,"Vindi tn 13, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,28.0,,,4,5,,,mööbel,79500.0,,kivimaja,,,tasuta parkimine,keskküte,"vann,boiler,pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi",gaasipliit,,,,kelder,,,,,,,,,,,,,,,harju
3502,"M. Härma tn 1-1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,3,,65.0,rõdu,3.00,1,9,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,99900.0,C,paneelmaja,1980,jah,,elektriküte,dušš,,renoveeritud,,,,79.00,145.00,10167601,"telefon,internet,kaabel-TV",,,,,,,,,,,harju
