,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
915,"Puhangu tn 8, Štroomi Rand Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,16.0,,,2,5,korteriomand,"turvauks,trepikoda lukus",mööbel,46900.0,,paneelmaja,,,tasuta parkimine,keskküte,"dušš,pesumasin,boiler,tsentraalne kanalisatsioon",elektripliit,,,,,,,,"digi-TV,internet",,,,,,,,,,,harju
916,"Kivimurru tn 11, Sikupilli Ülemiste, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,43.0,rõdu,,4,5,korteriomand,"trepikoda lukus,turvauks",mööbel,92900.0,,paneelmaja,,,tasuta parkimine,keskküte,"pesumasin,wc ja vannituba eraldi,vann,tsentraalne kanalisatsioon",gaasipliit,vajab renoveerimist,,,panipaik,,,,"internet,digi-TV",,,,,,,,,,,harju
917,"Loitsu tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,65.1,,,4,9,korteriomand,,,119000.0,D,,1981,,,,,,valmis,,,,,,,,,http://www.arcovara.ee/322612,,4500 m²,,,,,,,harju
918,"Loitsu tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.7,,,4,9,korteriomand,,,109000.0,D,,1981,,,,,,renoveeritud,,,,,,,,,http://www.arcovara.ee/322611,,4500 m²,,,,,,,harju
919,"Amburi tn 9, Amburi, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,1,36.7,,,2,2,kinnistu,"turvauks,naabrivalve,trepikoda lukus",mööbel,95000.0,,,,,tasuta parkimine,,"vann,tsentraalne kanalisatsioon,pesumasin",gaasipliit,,,,,,,,"internet,digi-TV",,,sundventilatsioon,,,,,,,,harju
920,"Mustamäe tee 147, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,43.2,,,8,9,korteriomand,,,87000.0,D,paneelmaja,1969,,,,,,vajab renoveerimist,,,,,,,,,http://www.arcovara.ee/322609,,,,,,,,,harju
921,"Lõime tn 20, Kopli, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,13.1,,,4,4,korteriomand,,,33900.0,D,kivimaja,1952,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
922,"Jaama tn 10/1, Lagedi alevik, Rae vald, Harju maakond","Lagedi alevik, Rae vald, Harju maakond",2023-01-14,3,2,1,66.1,rõdu,,2,3,korteriomand,,külmik,189000.0,C,kivimaja,2018,,,,dušš,,uusehitis,,,panipaik,,,5310950,,,,,,,,,,,,harju
923,"Luha tn 7, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,1,,1,32.7,,,5,5,korteriomand,,,65000.0,energiamärgis määramata,paneelmaja,1983,,,,,elektripliit,,,,,,,,,,,,,,,,,,,harju
924,"Akadeemia tee 6, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,30.0,,,3,5,korteriomand,"turvauks,trepikoda lukus",külmik,75300.0,D,paneelmaja,1963,,,keskküte,"dušš,vann",gaasipliit,vajab kapitaalremonti,,,,60.00,165.00,,"kaabel-TV,internet",,,,,,,,,,,harju
925,"Pärnu mnt 127c, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,83.3,kinnine rõdu,4.10,1,5,,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",350000.0,A,paneelmaja,2022,jah,garaaž,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,pesumasin",,uusehitis,,,,,190.00,,internet,,,,1427 m²,,,,,,,harju
926,"Sääse tn 1, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.1,"klaasitud rõdu,rõdu",,7,9,korteriomand,"trepikoda lukus,naabrivalve",,92900.0,,kivimaja,1971,jah,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon,dušš",elektripliit,valmis,,,,,,,"internet,digi-TV",,,,,,,,,,,harju
927,"Kuusiku tee 18, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,1,,1,32.7,rõdu,3.80,1,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",99500.0,D,kivimaja,2016,,tasuta parkimine,keskküte,"dušš,pesumasin",elektripliit,valmis,,,kelder,,,,"internet,digi-TV",,,,,,,,,,,harju
928,"Kivi tn 3, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2023-01-14,3,1,1,62.0,klaasitud rõdu,3.00,5,5,korteriomand,"turvauks,trepikoda lukus",mööbli võimalus,58000.0,D,kivimaja,1988,,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon",elektripliit,san remont tehtud,,,kelder,,,,internet,eterniit,,,,,,,,,,harju
929,"Õismäe tee 37, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,1,46.9,,,4,5,korteriomand,trepikoda lukus,mööbel,86500.0,E,paneelmaja,1974,,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,"vajab kapitaalremonti,valmis",,,panipaik,,,,"internet,digi-TV",,,,,,,,,,,harju
930,"Kadaka tee 193, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,51.9,,,4,4,korteriomand,,,199000.0,B,paneelmaja,2016,,,,,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
931,"Majaka tn 21, Sikupilli, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,39.7,,,1,4,korteriomand,,,135000.0,F,kivimaja,1961,,,,,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
932,"Sepa tn 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,,,73.5,terrass,,1,5,korteriomand,"turvauks,trepikoda lukus","mööbel,TV,külmik",319900.0,B,,2019,jah,,,"vann,pesumasin",,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,http://www.arcovara.ee/322607,,,,,,,,,harju
933,"Aiandi tee 4, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,2,1,,59.9,rõdu,,3,3,korteriomand,,mööbel,137000.0,energiamärgis määramata,kivimaja,1988,,,keskküte,dušš,,,,,,,,,,,,,,,,,,,,harju
934,"Priisle tee 4/2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,30.7,,,2,9,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",mööbel,110000.0,D,kivimaja,2007,jah,,keskküte,"dušš,pesumasin",,uusehitis,,,garderoob,,,,,,,,,,,,,,,harju
935,"Vasara tn 15-19, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,62.5,rõdu,,3,3,korteriomand,,,170000.0,A,kivimaja,2022,,,keskküte,dušš,,uusehitis,,,,,,,"telefon,internet",,,,,,,,,,,harju
936,"Põhja tn 10a, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,2,1,,47.9,rõdu,,2,5,korteriomand,,,85000.0,B,kivimaja,,,,keskküte,dušš,,,,,kelder,,,,"telefon,internet",,,,,,,,,,,harju
937,"E. Vilde tee 78-78, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,1,46.6,,,2,5,korteriomand,,,107000.0,D,paneelmaja,1967,,,,,gaasipliit,vajab renoveerimist,,,panipaik,,,,,,,,,,,,,,,harju
938,"Sõpruse pst 188, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,43.2,,,6,9,korteriomand,,,98000.0,E,paneelmaja,1970,jah,,keskküte,"wc ja vannituba eraldi,vann",,,,,,,,,,,,,,,,,,,,harju
939,"Ristiku tn 51, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,23.2,,,2,2,korteriomand,"turvauks,trepikoda lukus",mööbel,77900.0,energiamärgis määramata,puitmaja,1912,,"kindel parkimiskoht kinnistul,tasuta parkimine","gaasiküte,põrandaküte","dušš,pesumasin",elektripliit,san remont tehtud,,,,,,,"digi-TV,internet",plekk,,,,,,,,,,harju
940,"Vilisuu tn 13, Laagna, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,64.9,rõdu,4.00,2,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",112000.0,,paneelmaja,1982,jah,,keskküte,"dušš,pesumasin",elektripliit,,,,,,,,internet,,,,,,,,,,,harju
941,"Lastekodu tn 22, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,30.4,,,1,5,,,"mööbel,mööbli võimalus",97500.0,,kivimaja,,,,,"tsentraalne kanalisatsioon,pesumasin,dušš",,,,,kelder,,,,"digi-TV,internet",,,,,,,,,,,harju
942,"Raua tn 26, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,,1,55.1,rõdu,,4,4,korteriomand,"turvauks,trepikoda lukus",kinnine hoov,186000.0,,kivimaja,,,,keskküte,,,renoveeritud,,,,,,,"internet,telefon",,,,,,,,,,,harju
943,"Vanemuise tn 69a, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,62.0,klaasitud rõdu,4.00,4,4,korteriomand,"trepikoda lukus,turvauks",kinnine hoov,144900.0,E,kivimaja,1980,,tasuta parkimine,õhksoojuspump,"tsentraalne kanalisatsioon,saun,vann,pesumasin,boiler",elektripliit,renoveeritud,,,panipaik,,,,"telefon,digi-TV,internet",bituumen,,,,,,,,,,harju
944,"Vana-Kalamaja tn 45, NUTIKODU, TERRASS 104M2, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,4,2,211.0,terrass,104.00,1,4,korteriomand,"turvasüsteem,videokaamerad,turvauks,trepikoda lukus","kinnine hoov,mööbel",580000.0,B,kivimaja,2015,,parkimiskoht maa-aluses garaažis,"põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš,pesumasin,vann",elektripliit,uusehitis,,,"kelder,panipaik,garderoob",,,,"digi-TV,internet",,,sundventilatsioon,,,,,,,,harju
945,"Sooja tn 2/2, Saue linn, Harju maakond","Saue linn, Harju maakond",2023-01-14,2,1,1,34.0,rõdu,6.00,5,5,,"turvauks,trepikoda lukus","mööbel,TV,külmik",119000.0,energiamärgis määramata,,2019,jah,kindel parkimiskoht kinnistul,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"uus viimistlus,valmis,uusehitis",,450.00,,,,,"internet,digi-TV",,,,,,,,450.00,,,harju
946,"Ehitajate tee 72, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.7,,,1,5,korteriomand,"turvasüsteem,trepikoda lukus,turvauks","mööbel,mööbli võimalus",107000.0,D,paneelmaja,1967,,tasuta parkimine,keskküte,"dušš,tsentraalne kanalisatsioon,pesumasin",elektripliit,renoveeritud,,,"kelder,panipaik",,,8392601,"digi-TV,internet",bituumen,,,,,,,,,,harju
947,"Kristjan Kärberi 60, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,32.8,rõdu,,8,9,korteriomand,"turvauks,trepikoda lukus",külmik,112000.0,C,paneelmaja,1985,jah,,,dušš,,renoveeritud,,,,,,,internet,,http://www.arcovara.ee/322606,,,,,,,,,harju
948,"Õismäe tee 74, HEA PAKKUMINE, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,33.0,rõdu,3.00,7,9,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",85900.0,E,paneelmaja,1976,jah,,keskküte,"dušš,vann,pesumasin",elektripliit,renoveeritud,,,,90.00,140.00,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
949,"Kastani tee 6-2, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,56.0,rõdu,12.20,1,4,korteriomand,trepikoda lukus,,187900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
950,"Kastani tee 6-16, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,62.7,rõdu,7.60,4,4,korteriomand,trepikoda lukus,,183900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
951,"Niine tn 6, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,60.4,,,2,3,korteriomand,,,260000.0,energiamärgis määramata,puitmaja,1885,,,,,,,,,,,,,,,,,,,,,,,,harju
952,"Kastani tee 6-29, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,3,,59.5,rõdu,7.10,2,4,korteriomand,trepikoda lukus,,179900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
953,"Kastani tee 6-7, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,59.5,rõdu,7.10,2,4,korteriomand,trepikoda lukus,,179900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
954,"Kastani tee 6-40, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,62.7,rõdu,7.60,4,4,korteriomand,trepikoda lukus,,183900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
955,"Kastani tee 6-3, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,2,1,,39.8,rõdu,12.90,1,4,korteriomand,trepikoda lukus,,141900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
956,"Kastani tee 8-4, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.4,rõdu,19.10,1,4,korteriomand,trepikoda lukus,,223920.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
957,"Kastani tee 8-7, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,59.5,rõdu,7.10,2,4,korteriomand,trepikoda lukus,,179900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
958,"Kastani tee 8-11, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,62.7,rõdu,7.60,3,4,korteriomand,trepikoda lukus,,181900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
959,"Kastani tee 8-21, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.0,rõdu,19.20,1,4,korteriomand,trepikoda lukus,,213900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
960,"Kastani tee 8-22, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.4,rõdu,19.10,1,4,korteriomand,trepikoda lukus,,223900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
961,"Kastani tee 8-31, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.3,rõdu,7.10,3,4,korteriomand,trepikoda lukus,,205900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
962,"Kastani tee 8-33, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,2,1,,39.8,rõdu,7.60,3,4,korteriomand,trepikoda lukus,,138900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,,,,,,,,,,,,,,,,harju
963,"Kastani tee 8-37, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.8,rõdu,7.30,4,4,korteriomand,trepikoda lukus,,218900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
964,"Kastani tee 10-11, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,62.7,rõdu,7.60,3,4,korteriomand,trepikoda lukus,,181900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
965,"Kastani tee 10-15, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.3,rõdu,7.10,3,4,korteriomand,trepikoda lukus,,205900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
966,"Kastani tee 10-21, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,4,3,,76.0,rõdu,19.20,1,4,korteriomand,trepikoda lukus,,213900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
967,"Kastani tee 10-30, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,62.7,rõdu,7.60,2,4,korteriomand,trepikoda lukus,,179900.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
968,"Luste tn 5, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,46.0,,,2,2,korteriomand,"turvauks,trepikoda lukus",,82900.0,,puitmaja,,,tasuta parkimine,ahjuküte,"dušš,boiler",,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
969,"Pilliroo tn 28C-2, Alliku, Alliku küla, Saue vald, Harju maakond","Alliku küla, Saue vald, Harju maakond",2023-01-14,2,1,1,49.3,rõdu,4.30,1,3,korteriomand,trepikoda lukus,,197900.0,B,kivimaja,2022,jah,kindel parkimiskoht kinnistul,"gaasiküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,,,https://www.uusnomme.ee/hinnad-ja-plaanid,sundventilatsioon,,,,,,,,harju
970,"Pilliroo tn 28C-6, Alliku, Alliku küla, Saue vald, Harju maakond","Alliku küla, Saue vald, Harju maakond",2023-01-14,2,1,1,45.6,rõdu,4.30,2,3,korteriomand,trepikoda lukus,,190400.0,B,kivimaja,2022,jah,kindel parkimiskoht kinnistul,"gaasiküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,,,https://www.uusnomme.ee/hinnad-ja-plaanid,sundventilatsioon,,,,,,,,harju
971,"Ehitajate tee 72, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,1,43.8,rõdu,,5,5,korteriomand,"trepikoda lukus,turvauks",,105000.0,D,paneelmaja,1967,,tasuta parkimine,,"tsentraalne kanalisatsioon,vann,pesumasin",gaasipliit,renoveeritud,,,kelder,,,,internet,,,,,hüpoteek,,,,,,harju
972,"Lepa tee 3, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,2,1,1,39.8,rõdu,7.60,4,4,korteriomand,"trepikoda lukus,turvauks",,134900.0,B,kivimaja,2022,jah,"varjualune,tasuta parkimine,kindel parkimiskoht kinnistul",keskküte,"tsentraalne kanalisatsioon,vann",,uusehitis,,,,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
973,"J. Koorti tn 2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,1,1,64.9,klaasitud rõdu,2.70,2,9,korteriomand,"turvauks,naabrivalve,trepikoda lukus","mööbel,TV,külmik",122500.0,D,paneelmaja,1980,jah,"kindel parkimiskoht kinnistul,tasuta parkimine",keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,vann,pesumasin",elektripliit,renoveeritud,,490.00,garderoob,,,,digi-TV,,,,,,,,490.00,,,harju
974,"Astangu tn 32, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,91.1,,3.00,1,5,korteriomand,trepikoda lukus,,185000.0,C,paneelmaja,1987,,tasuta parkimine,keskküte,wc ja vannituba eraldi,,san remont tehtud,,,"kelder,garderoob",,,,internet,,,,,,,,,,,harju
975,"Kütise tn 13, Saue linn, Harju maakond","Saue linn, Harju maakond",2023-01-14,4,3,1,76.4,rõdu,,3,3,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",170000.0,E,kivimaja,1975,,kindel parkimiskoht kinnistul,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,valmis,,,kelder,,,,"internet,digi-TV",,,,,,,,,,,harju
976,"Narva mnt 57/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,96.9,"terrass,rõdu",12.50,4,4,korteriomand,"trepikoda lukus,naabrivalve,turvauks","eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",299000.0,,kivimaja,2016,,kindel parkimiskoht kinnistul,"põrandaküte,keskküte,gaasiküte","wc ja vannituba eraldi,vann,pesumasin,tsentraalne kanalisatsioon,dušš",elektripliit,uusehitis,,,"panipaik,garderoob",,,,"internet,digi-TV",plekk,,,,,,,,,,harju
977,"Arbu tn 1a, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,51.2,"kinnine rõdu,rõdu",,5,9,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",105000.0,D,paneelmaja,1983,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin,wc ja vannituba eraldi,vann",elektripliit,vajab renoveerimist,,,garderoob,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
978,"Mustamäe tee 118, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,44.2,"rõdu,kinnine rõdu",,1,5,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",95000.0,E,paneelmaja,1964,,tasuta parkimine,keskküte,"pesumasin,dušš,vann,tsentraalne kanalisatsioon",gaasipliit,vajab kapitaalremonti,,,garderoob,,,,"telefon,internet,digi-TV",,,,,,,,,,,harju
979,"K. Kärberi tn 43, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.8,"rõdu,kinnine rõdu",,3,9,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",94000.0,D,paneelmaja,1985,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi,dušš,pesumasin",elektripliit,vajab kapitaalremonti,,,garderoob,,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
980,"Priisle tee 4/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,52.0,rõdu,,7,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",152000.0,D,paneelmaja,2006,jah,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,uusehitis,,,garderoob,,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
981,"Kivila tn 34, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.6,"rõdu,kinnine rõdu",,4,9,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",122000.0,D,paneelmaja,1980,jah,tasuta parkimine,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin,dušš,vann",elektripliit,renoveeritud,,,garderoob,,,,"internet,telefon,digi-TV",,,,,,,,,,,harju
982,"Kivila tn 34, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,4,,,79.6,"rõdu,kinnine rõdu",,4,9,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",152000.0,D,paneelmaja,1980,jah,tasuta parkimine,keskküte,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš,pesumasin",elektripliit,"san remont tehtud,vajab renoveerimist",,,garderoob,,,,"internet,telefon,digi-TV",,,,,,,,,,,harju
