,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud
2608,"valmis,uus viimistlus,renoveeritud",3.0,2.0,75.1,2.0,3.0,korteriomand,"trepikoda lukus,videokaamerad,turvauks",225000.0,,betoonmaja,2007.0,"gaasiküte,põrandaküte,keskküte","tsentraalne kanalisatsioon,vann,pesumasin",1.0,mööbli võimalus,"panipaik,garderoob",elektripliit,"digi-TV,internet,telefon",12.1,,,,,,rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,,,,,,,,
2609,renoveeritud,2.0,1.0,49.8,1.0,9.0,,"trepikoda lukus,turvauks",110000.0,E,paneelmaja,1984.0,keskküte,,1.0,,,elektripliit,"digi-TV,internet",4.0,,,,,,klaasitud rõdu,tasuta parkimine,,,,,,,,,,,
2610,valmis,1.0,1.0,32.9,8.0,9.0,korteriomand,,99000.0,E,paneelmaja,1978.0,"põrandaküte,keskküte",dušš,,,panipaik,,internet,,,,,0,jah,rõdu,,,,,,jah,,,,,,
2611,valmis,1.0,1.0,35.5,1.0,2.0,korteriomand,trepikoda lukus,75000.0,F,puitmaja,1914.0,elektriküte,"boiler,dušš",,mööbli võimalus,panipaik,,,,,,,0,,,,,,,,,,,jah,,,
2612,valmis,3.0,2.0,66.6,5.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",131000.0,D,,1989.0,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin,wc ja vannituba eraldi",1.0,,kelder,elektripliit,"internet,digi-TV",7.5,,,,,,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2613,renoveeritud,3.0,2.0,74.3,1.0,4.0,korteriomand,"turvasüsteem,turvauks,trepikoda lukus",265000.0,energiamärgis määramata,betoonmaja,2005.0,"keskküte,põrandaküte","vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin",1.0,mööbel,"panipaik,garderoob",elektripliit,,,,,,,,terrass,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,,,,,,,,
2614,"vajab renoveerimist,vajab kapitaalremonti",2.0,,51.4,3.0,8.0,korteriomand,"turvauks,trepikoda lukus",102000.0,E,kivimaja,1995.0,keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš,vann,pesumasin",,"kinnine hoov,mööbel,mööbli võimalus","kelder,panipaik",elektripliit,"digi-TV,internet,telefon",,,,,,jah,klaasitud rõdu,kindel parkimiskoht kinnistul,bituumen,,,,,sundventilatsioon,,,,,
2615,valmis,4.0,3.0,97.2,4.0,4.0,,turvauks,398000.0,B,paneelmaja,2016.0,,"dušš,saun",1.0,"mööbel,külmik",,,,,,,,,,rõdu,garaaž,,,,,,,,,,,
2616,,1.0,,32.7,1.0,9.0,,,87000.0,E,paneelmaja,1988.0,,dušš,1.0,mööbel,,,,,,,,,,,,,,,,,,,,,,
2617,valmis,2.0,1.0,48.0,2.0,3.0,,,67000.0,C,kivimaja,,,"dušš,pesumasin",1.0,külmik,,,,,,,,,,,,,,,,,,,,,,
2618,vajab renoveerimist,2.0,1.0,50.5,2.0,3.0,,,53000.0,energiamärgis määramata,kivimaja,1962.0,keskküte,"dušš,pesumasin",1.0,mööbel,,elektripliit,,0.0,,,,,,,,,,,,,,,,,,
2619,renoveeritud,3.0,,65.7,5.0,5.0,korteriomand,trepikoda lukus,207000.0,energiamärgis määramata,kivimaja,2002.0,,"saun,boiler",,,,elektripliit,,8.6,,,,,,rõdu,tasuta parkimine,,,,,,konditsioneer,,,,,
2620,renoveeritud,3.0,2.0,61.8,,1.0,kinnistu,turvauks,159500.0,energiamärgis määramata,kivimaja,1981.0,"ahjuküte,tahkekütus,põrandaküte","dušš,boiler,pesumasin",1.0,"mööbli võimalus,külmik",kelder,elektripliit,"kaabel-TV,internet",,,,,,,,,,,,,jah,,2.0,,,,
2621,valmis,2.0,1.0,47.7,3.0,3.0,korteriomand,,195000.0,D,puitmaja,1934.0,gaasiküte,vann,1.0,,,,,,,,,,,,,,,,,jah,,,,"vesi,küte,gaas,elekter",,
2622,valmis,2.0,1.0,47.7,3.0,3.0,korteriomand,,195000.0,D,puitmaja,1934.0,gaasiküte,vann,1.0,,,,,,,,,,,,,,,,,jah,,,,"vesi,küte,gaas,elekter",,
2623,valmis,2.0,,53.2,2.0,5.0,korteriomand,"trepikoda lukus,turvauks",134900.0,D,,1984.0,,"wc ja vannituba eraldi,pesumasin,vann",,"mööbel,külmik",,,internet,,,,,,,"kinnine rõdu,rõdu",,,,Added_to_price,http://www.arcovara.ee/319932,,,,,,,
2624,renoveeritud,2.0,1.0,43.1,4.0,9.0,korteriomand,,110000.0,E,paneelmaja,1971.0,,,1.0,,,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
2625,uus viimistlus,2.0,1.0,52.0,6.0,7.0,korteriomand,"videokaamerad,trepikoda lukus,turvauks,turvasüsteem",260000.0,energiamärgis määramata,kivimaja,2007.0,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",1.0,"eraldi sissepääs,mööbel",garderoob,elektripliit,internet,,,,,,jah,,"parkimiskoht maa-aluses garaažis,parkimiskoht garaažis",,,,,,"konditsioneer,kliimaseade",,,,,
2626,"uus viimistlus,renoveeritud",2.0,2.0,54.0,5.0,5.0,,"turvauks,trepikoda lukus",135900.0,,paneelmaja,,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",1.0,mööbel,garderoob,elektripliit,"internet,digi-TV",8.0,,,,,,"klaasitud rõdu,rõdu",,,,,,,,,,,,
2627,"uus viimistlus,renoveeritud",1.0,1.0,32.8,7.0,9.0,,"turvauks,trepikoda lukus",106900.0,,paneelmaja,,keskküte,"tsentraalne kanalisatsioon,vann",1.0,mööbel,panipaik,elektripliit,"internet,digi-TV",4.0,,,,,jah,klaasitud rõdu,,,,,,,,,,,,
2628,"uus viimistlus,renoveeritud",1.0,1.0,32.8,4.0,9.0,,"turvauks,trepikoda lukus",107900.0,,paneelmaja,,keskküte,"tsentraalne kanalisatsioon,vann",1.0,mööbel,panipaik,elektripliit,"internet,digi-TV",6.0,,,,,jah,klaasitud rõdu,,,,,,,,,,,,
2629,"uus viimistlus,renoveeritud",2.0,2.0,52.8,4.0,5.0,,"trepikoda lukus,turvauks",139900.0,,paneelmaja,,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",1.0,mööbel,"kelder,garderoob",elektripliit,"digi-TV,internet",4.0,,,,,,klaasitud rõdu,,,,,,,,,,,,
2630,uus viimistlus,5.0,4.0,127.8,5.0,5.0,,turvauks,430000.0,D,kivimaja,1932.0,,"dušš,saun,pesumasin",1.0,"mööbel,külmik",,elektripliit,,0.0,,,,,,,,,,,,,,,,,,
2631,,3.0,2.0,93.5,8.0,8.0,korteriomand,"turvauks,trepikoda lukus,turvasüsteem",265000.0,B,kivimaja,1971.0,keskküte,"wc ja vannituba eraldi,vann,dušš,tsentraalne kanalisatsioon",1.0,kinnine hoov,"kelder,panipaik,garderoob",gaasipliit,,,,,,,jah,,kindel parkimiskoht kinnistul,bituumen,,,,,sundventilatsioon,,,,,
2632,,2.0,1.0,93.5,8.0,8.0,korteriomand,"turvauks,trepikoda lukus,turvasüsteem",265000.0,B,kivimaja,1971.0,keskküte,"wc ja vannituba eraldi,vann,dušš,tsentraalne kanalisatsioon",1.0,kinnine hoov,"kelder,panipaik,garderoob",gaasipliit,,,,,,,jah,,kindel parkimiskoht kinnistul,bituumen,,,,,sundventilatsioon,,,,,
2633,,4.0,3.0,93.5,8.0,8.0,korteriomand,"turvauks,trepikoda lukus,turvasüsteem",265000.0,B,kivimaja,1971.0,keskküte,"wc ja vannituba eraldi,vann,dušš,tsentraalne kanalisatsioon",1.0,kinnine hoov,"kelder,panipaik,garderoob",gaasipliit,,,,,,,jah,,kindel parkimiskoht kinnistul,bituumen,,,,,sundventilatsioon,,,,,
2634,"renoveeritud,valmis",2.0,,49.2,2.0,9.0,korteriomand,"trepikoda lukus,turvasüsteem,turvauks",108000.0,E,"betoonmaja,paneelmaja",1986.0,keskküte,"vann,tsentraalne kanalisatsioon",,,,elektripliit,"digi-TV,internet",,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2635,renoveeritud,4.0,3.0,135.0,1.0,3.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",299900.0,energiamärgis määramata,kivimaja,1997.0,,"boiler,dušš,pesumasin,saun",2.0,"tööstusvool,külmik","kelder,panipaik",,"kaabel-TV,internet",,,,,,,rõdu,,,1620 m²,,,jah,"konditsioneer,kliimaseade",1.0,,,,
2636,uusehitis,4.0,3.0,106.4,3.0,3.0,korteriomand,,461159.94,B,kivimaja,2022.0,,,2.0,,,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
2637,uusehitis,2.0,1.0,44.3,3.0,3.0,korteriomand,trepikoda lukus,148500.0,A,kivimaja,2022.0,"keskküte,põrandaküte","tsentraalne kanalisatsioon,dušš",1.0,,panipaik,elektripliit,internet,6.0,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,sundventilatsioon,,,,,
2638,vajab kapitaalremonti,3.0,,59.9,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",119000.0,E,paneelmaja,1946.0,"keskküte,gaasiküte","wc ja vannituba eraldi,dušš",,,,gaasipliit,,0.0,,,,0,,rõdu,,,,,,jah,,,,,,
2639,uusehitis,3.0,2.0,64.8,6.0,9.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",150000.0,D,paneelmaja,1987.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,pesumasin",,,,elektripliit,"kaabel-TV,telefon,internet",6.0,,,,,jah,rõdu,,,,,,,,,,,,
2640,,2.0,2.0,43.1,,9.0,korteriomand,"turvauks,trepikoda lukus",119900.0,,paneelmaja,1989.0,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,,,,"kaabel-TV,telefon,internet",4.0,,,,,jah,rõdu,,,,,,,,,,,,
2641,,2.0,2.0,43.0,7.0,9.0,korteriomand,,90000.0,D,paneelmaja,1980.0,,,,,,,,4.0,,,,,jah,rõdu,,,,,,,,,,,,
2642,uus viimistlus,3.0,2.0,66.2,3.0,5.0,korteriomand,"trepikoda lukus,turvauks",195000.0,energiamärgis määramata,paneelmaja,1984.0,keskküte,"vann,boiler,wc ja vannituba eraldi,tsentraalne kanalisatsioon",1.0,,"kelder,garderoob",elektripliit,"internet,digi-TV",2.0,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
2643,uusehitis,3.0,2.0,64.6,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",319900.0,A,kivimaja,2022.0,"põrandaküte,keskküte",dušš,1.0,,panipaik,,"kaabel-TV,internet",,,,,,jah,rõdu,,,,,,,,,jah,,,
2644,,4.0,3.0,79.8,5.0,9.0,korteriomand,,185000.0,E,paneelmaja,1980.0,,,1.0,,,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
2645,valmis,4.0,3.0,118.8,2.0,2.0,korteriomand,,325000.0,energiamärgis määramata,kivimaja,2006.0,,,2.0,,panipaik,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
2646,valmis,3.0,1.0,64.8,3.0,6.0,korteriomand,,390000.0,energiamärgis määramata,,1918.0,,,1.0,,,gaasipliit,,,,,,,,,,,,,,,,,,,,
2647,valmis,2.0,1.0,46.2,4.0,5.0,korteriomand,,124900.0,D,kivimaja,1972.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
2648,valmis,2.0,1.0,49.6,5.0,9.0,korteriomand,,99900.0,energiamärgis määramata,paneelmaja,1987.0,,,1.0,,panipaik,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
2649,vajab kapitaalremonti,1.0,,32.7,2.0,5.0,korteriomand,turvauks,71900.0,E,paneelmaja,1983.0,keskküte,vann,,,,elektripliit,,,,,,,,rõdu,,,1948 m²,,,,,,,,,
2650,,2.0,1.0,56.5,2.0,7.0,,,177000.0,E,paneelmaja,2008.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2651,renoveeritud,4.0,3.0,182.2,8.0,8.0,,turvauks,350000.0,D,,2008.0,keskküte,saun,1.0,külmik,,,,,,,,,,,,,,,,,,,,,,
2652,uusehitis,3.0,2.0,118.9,2.0,3.0,,,265000.0,,kivimaja,2006.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2653,uusehitis,1.0,1.0,40.5,3.0,5.0,,turvauks,169000.0,B,kivimaja,2022.0,,dušš,1.0,"mööbel,külmik",,elektripliit,,,,,,,,,garaaž,,,,,,,,,,,
2654,valmis,4.0,,81.6,2.0,3.0,,,315000.0,energiamärgis määramata,puitmaja,1934.0,"gaasiküte,põrandaküte","dušš,vann",,külmik,,,,,,,,,,,,,,,,,,,,,,
2655,uusehitis,3.0,1.0,63.8,10.0,14.0,,,219900.0,C,paneelmaja,2016.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2656,uusehitis,3.0,2.0,73.1,2.0,3.0,,turvauks,299000.0,B,paneelmaja,2018.0,,"dušš,saun,pesumasin",1.0,"mööbel,külmik",,elektripliit,internet,,,,,,,,,,,,,,,,,,,
2657,renoveeritud,1.0,,33.2,4.0,7.0,,turvauks,132700.0,,kivimaja,2007.0,,"dušš,pesumasin",1.0,"mööbel,külmik",,elektripliit,,,,,,,,,,,,,,,,,,,,
2658,uus viimistlus,2.0,1.0,39.1,17.0,30.0,,"turvamees,turvauks",199000.0,,kivimaja,2006.0,gaasiküte,"dušš,pesumasin,vann",1.0,mööbel,,,internet,,,,,,,,,,,,,,,,,,,
2659,uusehitis,2.0,1.0,69.1,5.0,7.0,,"turvauks,trepikoda lukus",285000.0,C,kivimaja,2014.0,"keskküte,põrandaküte","dušš,pesumasin,vann",1.0,mööbel,,,internet,,,,,,jah,,,,,,,,,,,,,
2660,,3.0,2.0,59.4,3.0,3.0,korteriomand,"turvauks,naabrivalve,trepikoda lukus",186000.0,E,kivimaja,2004.0,gaasiküte,"pesumasin,tsentraalne kanalisatsioon,vann",1.0,mööbli võimalus,,elektripliit,"digi-TV,internet",8.0,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
2661,san remont tehtud,2.0,1.0,47.4,2.0,5.0,korteriomand,trepikoda lukus,95000.0,D,paneelmaja,,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,vann",1.0,,kelder,elektripliit,internet,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
2662,renoveeritud,2.0,1.0,46.2,1.0,5.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",99000.0,energiamärgis määramata,paneelmaja,1985.0,keskküte,"wc ja vannituba eraldi,dušš,pesumasin,vann",,"mööbel,külmik",,elektripliit,internet,,,100.0,195.0,,,,,,,,,,,,,,,
2663,vajab renoveerimist,1.0,1.0,32.8,9.0,9.0,korteriomand,"turvauks,trepikoda lukus",82000.0,E,kivimaja,1991.0,keskküte,"dušš,pesumasin",,,,elektripliit,internet,,,,,12146401,jah,rõdu,,,1262 m²,,,,sundventilatsioon,,,,,
2664,valmis,2.0,,52.7,6.0,8.0,korteriomand,"trepikoda lukus,turvauks",153000.0,D,paneelmaja,2006.0,keskküte,"pesumasin,vann",1.0,"mööbel,mööbli võimalus","panipaik,garderoob",elektripliit,"internet,digi-TV",,,,,,jah,prantsuse rõdu,tasuta parkimine,,,,,,,,,,,
2665,uusehitis,4.0,3.0,87.0,3.0,3.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",310000.0,,paneelmaja,2020.0,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",2.0,"mööbel,külmik",panipaik,elektripliit,"digi-TV,internet",,,,,,,rõdu,"tasuta parkimine,parkimiskoht maa-aluses garaažis",,,,,,,,,,,
2666,"valmis,vajab renoveerimist",2.0,1.0,43.2,5.0,9.0,korteriomand,"naabrivalve,trepikoda lukus",92500.0,D,paneelmaja,,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš",1.0,,,elektripliit,"internet,digi-TV",,,,,,jah,rõdu,tasuta parkimine,,,,,,,,,,,
2667,renoveeritud,2.0,1.0,36.2,5.0,5.0,korteriomand,,123000.0,energiamärgis määramata,kivimaja,,,,,,,elektripliit,,,,,,0,,,,,,,,,,,,,,
2668,vajab renoveerimist,3.0,2.0,54.3,1.0,1.0,korteriomand,naabrivalve,168000.0,energiamärgis määramata,puitmaja,,"ahjuküte,elektriküte,kombineeritud küte","tsentraalne kanalisatsioon,pesumasin,boiler,dušš",1.0,"eraldi sissepääs,kinnine hoov",panipaik,,"internet,telefon,digi-TV",,,,,,,,tasuta parkimine,plekk,543 m²,,,,,,,,,
2669,vajab renoveerimist,3.0,2.0,54.6,1.0,1.0,korteriomand,"trepikoda lukus,naabrivalve",168000.0,energiamärgis määramata,puitmaja,,ahjuküte,"pesumasin,tsentraalne kanalisatsioon",,"eraldi sissepääs,kinnine hoov",panipaik,elektripliit,"telefon,digi-TV,internet",,,,,,,,tasuta parkimine,plekk,,,,,sundventilatsioon,,,,,
2670,,2.0,1.0,43.6,3.0,5.0,korteriomand,,115000.0,E,paneelmaja,1987.0,,,1.0,,panipaik,gaasipliit,,,,,,,,rõdu,,,,,,,,,,,,
2671,,3.0,2.0,64.5,4.0,9.0,korteriomand,,137000.0,E,kivimaja,1994.0,,,1.0,,panipaik,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
2672,,3.0,2.0,48.3,3.0,4.0,korteriomand,,113000.0,E,kivimaja,1964.0,,,1.0,,panipaik,gaasipliit,,,,,,,,,,,,,,,,,,,,
2673,uusehitis,3.0,2.0,65.9,1.0,3.0,korteriomand,,245000.0,B,kivimaja,2022.0,,,1.0,,panipaik,,,,,,,,,,,,,,,,,,,,,
2674,,3.0,2.0,68.9,5.0,5.0,korteriomand,,325000.0,B,kivimaja,2016.0,,,1.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
2675,,,,183.5,2.0,6.0,,,799000.0,E,,1936.0,keskküte,,,,,,,,,,,,,,,,,,,,"sundventilatsioon,kliimaseade",,,,,
2676,,3.0,,58.9,3.0,3.0,korteriomand,,139000.0,,paneelmaja,1978.0,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin",,,kelder,,"digi-TV,internet",,,,,,,,tasuta parkimine,rullmaterjal,,,,,,,,,,
2677,uusehitis,2.0,1.0,41.5,2.0,4.0,korteriomand,alarmsüsteem,174900.0,B,kivimaja,2021.0,põrandaküte,dušš,1.0,,,,"kaabel-TV,internet",,,,,,jah,rõdu,garaaž,,,,,,,,,,,
2678,vajab kapitaalremonti,3.0,2.0,66.5,5.0,5.0,,"turvauks,trepikoda lukus",109000.0,F,paneelmaja,1987.0,keskküte,"wc ja vannituba eraldi,vann",1.0,,,elektripliit,,,,,,,,rõdu,,,888 m²,,,,,,,,,
2679,renoveeritud,2.0,1.0,68.5,1.0,3.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",215000.0,energiamärgis määramata,kivimaja,2007.0,"põrandaküte,gaasiküte","dušš,vann,pesumasin",,"kinnine hoov,mööbli võimalus",,elektripliit,"telefon,internet",,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2680,valmis,3.0,2.0,52.7,4.0,5.0,korteriomand,"videokaamerad,trepikoda lukus",119500.0,energiamärgis määramata,paneelmaja,1988.0,keskküte,dušš,,"mööbel,külmik",,,internet,,,,,0,,rõdu,,,,,,jah,,,,,,
2681,"uus viimistlus,valmis,renoveeritud",1.0,1.0,16.6,1.0,5.0,korteriomand,"turvauks,turvamees,naabrivalve,videokaamerad,trepikoda lukus",62900.0,energiamärgis määramata,,,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš",1.0,"kinnine hoov,mööbel",,elektripliit,"internet,telefon,digi-TV",,,,,,,,kindel parkimiskoht kinnistul,,,,,,,,,,,
2682,uusehitis,3.0,2.0,65.1,1.0,5.0,korteriomand,,219900.0,B,paneelmaja,2014.0,,,1.0,,panipaik,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
2683,valmis,3.0,,80.3,2.0,2.0,korteriomand,trepikoda lukus,229000.0,energiamärgis määramata,kivimaja,2008.0,"keskküte,gaasiküte","wc ja vannituba eraldi,saun,dušš,pesumasin",,"mööbel,mööbli võimalus,külmik",panipaik,,,,,,,,,rõdu,,,,Added_to_price,http://www.arcovara.ee/319226,,kliimaseade,,,,,
2684,valmis,2.0,,49.4,1.0,2.0,korteriomand,trepikoda lukus,174000.0,C,kivimaja,2017.0,,"dušš,pesumasin",,külmik,panipaik,,,,,,,,,terrass,,,,Added_to_price,http://www.arcovara.ee/319920,,,,,,,
2685,uusehitis,2.0,2.0,39.8,3.0,4.0,,,149990.0,B,kivimaja,2022.0,,,2.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
2686,uusehitis,2.0,1.0,36.2,1.0,4.0,korteriomand,,135000.0,A,kivimaja,1963.0,,,1.0,,panipaik,,,,,,,,,,,,,,,,,,,,,
2687,vajab renoveerimist,1.0,1.0,11.6,5.0,5.0,korteriomand,,39900.0,D,kivimaja,1970.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2688,uus viimistlus,3.0,2.0,59.2,5.0,5.0,korteriomand,,162000.0,D,kivimaja,1970.0,,,1.0,,panipaik,gaasipliit,,,,,,,,,,,,,,,,,,,,
2689,renoveeritud,3.0,2.0,66.5,5.0,5.0,korteriomand,,148000.0,E,paneelmaja,1992.0,,,1.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
2690,renoveeritud,2.0,1.0,47.0,1.0,2.0,korteriomand,,135000.0,energiamärgis määramata,kivimaja,,,,1.0,,panipaik,,,,,,,,,,,,,,,,,,,,,
2691,valmis,2.0,1.0,43.0,5.0,9.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",119900.0,D,paneelmaja,1974.0,keskküte,"wc ja vannituba eraldi,pesumasin,dušš,vann",,"mööbel,mööbli võimalus,külmik",,elektripliit,"kaabel-TV,internet",0.0,,,,0,jah,rõdu,,,,,,jah,,,,,,
2692,uus viimistlus,2.0,1.0,50.5,3.0,19.0,,"turvauks,trepikoda lukus",189000.0,D,kivimaja,2003.0,keskküte,"wc ja vannituba eraldi,vann,pesumasin",1.0,"mööbel,külmik",,,internet,,,,,,jah,,,,1388 m²,,,,,,,,,
2693,uus viimistlus,1.0,1.0,33.0,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",95000.0,E,paneelmaja,1977.0,keskküte,boiler,1.0,,kelder,elektripliit,internet,,,,,,,,tasuta parkimine,,,,,,,,,,,
2694,renoveeritud,2.0,,58.4,2.0,2.0,korteriomand,turvauks,219000.0,G,kivimaja,1962.0,"põrandaküte,keskküte","dušš,vann,boiler,saun",,"mööbel,mööbli võimalus",panipaik,elektripliit,"internet,telefon",,,,,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,,,,,,
2695,renoveeritud,2.0,1.0,50.0,3.0,9.0,korteriomand,"turvauks,trepikoda lukus",132000.0,,paneelmaja,1977.0,keskküte,"vann,tsentraalne kanalisatsioon",1.0,mööbli võimalus,,elektripliit,internet,2.0,,,,,jah,rõdu,tasuta parkimine,bituumen,,,,,,,,,,
2696,,2.0,,38.7,4.0,4.0,,,115000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,valmis,3.0,,66.0,4.0,5.0,,,149000.0,D,,1982.0,keskküte,dušš,,,,,,,,,,,,rõdu,,,,,,,,,,,,
2698,,1.0,,37.0,1.0,4.0,,,115000.0,F,kivimaja,1940.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
2699,vajab renoveerimist,3.0,2.0,64.9,5.0,9.0,,"turvauks,trepikoda lukus",129000.0,,paneelmaja,1990.0,keskküte,"wc ja vannituba eraldi,vann",1.0,mööbel,,elektripliit,,,,,,,,kinnine rõdu,,,,,,,,,,,,
2700,uusehitis,2.0,1.0,40.5,3.0,5.0,,turvauks,169000.0,B,kivimaja,2022.0,,dušš,1.0,"mööbel,külmik",,elektripliit,,,,,,,,,garaaž,,,,,,,,,,,
2701,uusehitis,2.0,1.0,59.2,1.0,2.0,,turvauks,230000.0,,puitmaja,1995.0,,dušš,1.0,,,,,,,,,,,,,,,,,,,,,,,
2702,uusehitis,4.0,3.0,139.8,3.0,6.0,,,620000.0,energiamärgis määramata,,2019.0,keskküte,saun,2.0,"mööbel,külmik",,,,10.0,,,,,,klaasitud rõdu,,,,,,,,,,,,
2703,,3.0,,76.6,-1.0,3.0,,,189000.0,E,puitmaja,1931.0,gaasiküte,"dušš,wc ja vannituba eraldi",,,,,,0.0,,,,,,,,,,,,,,,,,,
2704,uusehitis,3.0,2.0,100.5,1.0,3.0,,turvauks,399000.0,B,kivimaja,2017.0,,"dušš,saun,pesumasin",1.0,"mööbel,külmik",,,internet,0.0,,,,,,,garaaž,,,,,,,,,,,
2705,valmis,3.0,2.0,84.2,1.0,3.0,,turvauks,238000.0,C,puitmaja,1952.0,,"dušš,pesumasin",2.0,"mööbel,külmik",,gaasipliit,internet,0.0,,,,,,,,,,,,,,,,,,
2706,valmis,3.0,2.0,99.0,5.0,5.0,,turvauks,179900.0,D,paneelmaja,1978.0,keskküte,dušš,1.0,,,elektripliit,internet,6.8,,,,,,,,,,,,,,,,,,
2707,uusehitis,3.0,2.0,93.7,3.0,5.0,,turvauks,390000.0,energiamärgis määramata,paneelmaja,2018.0,keskküte,"vann,dušš,pesumasin",2.0,"mööbel,külmik",,,internet,5.0,,,,,,rõdu,garaaž,,,,,,,,,,,
2708,valmis,4.0,3.0,99.0,5.0,5.0,,turvauks,179900.0,D,paneelmaja,1978.0,keskküte,dušš,1.0,,,elektripliit,internet,6.8,,,,,,,,,,,,,,,,,,
2709,renoveeritud,3.0,2.0,65.0,9.0,9.0,korteriomand,"turvasüsteem,trepikoda lukus,turvauks",135000.0,D,paneelmaja,,keskküte,"wc ja vannituba eraldi,vann,tsentraalne kanalisatsioon",1.0,,,elektripliit,"digi-TV,internet,telefon",,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2710,renoveeritud,2.0,1.0,43.0,6.0,9.0,korteriomand,,113000.0,D,paneelmaja,,keskküte,"tsentraalne kanalisatsioon,vann",1.0,,,gaasipliit,"telefon,digi-TV,internet",,,,,,jah,,tasuta parkimine,,,,,,,,,,,
2711,renoveeritud,2.0,1.0,50.0,,,korteriomand,"turvauks,turvasüsteem,trepikoda lukus",125000.0,D,paneelmaja,,keskküte,,1.0,,,elektripliit,"internet,telefon,digi-TV",,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2712,renoveeritud,2.0,1.0,50.0,7.0,9.0,korteriomand,"turvasüsteem,turvauks,trepikoda lukus",125000.0,D,paneelmaja,,keskküte,,1.0,,,elektripliit,"internet,digi-TV,telefon",,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
2713,valmis,3.0,2.0,73.2,1.0,4.0,korteriomand,,179500.0,C,kivimaja,2007.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
2714,,3.0,2.0,80.1,2.0,9.0,,,389000.0,B,,2019.0,,,1.0,,panipaik,,,,,,,,,,,,,,,,,,,,,
