,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Energiamärgis,Ehitusaasta,Lift,Küte,Sanitaar,Pliit,Vannitube,Turvasüsteem,Materjal,Side,Ventilatsioon,Omandiõigus,Lisanduvad kommunaalkulud,Lisanduvad kommunaalid,Parkimiskohti,tasuta parkimine,Lisaruumid,tasuline parkimine,Tagatisraha,Krunt,Kinnistu number,Maakleritasu,Parkimine,Katus,Piirangud,Lisainfo,maakond
909,"Tina tn 21,Kadriorg, Tallinn, Harju maakond",2022-10-24,,3,2,92.0,rõdu,,2,7,,1190.0,,,C,2008,,,,elektripliit,2,,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
910,"3. liin 6, Kopli liinid,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,53.1,,,1,3,"mööbel,külmik",1050.0,80.00,190.00,B,2020,,"keskküte,elektriküte,gaasiküte,põrandaküte","dušš,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,harju
911,"Roseni tn 10, SÜDALINN,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uusehitis,valmis,uus viimistlus",2,1,46.2,,,4,7,"mööbel,TV,külmik",750.0,,,energiamärgis määramata,2007,jah,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,1,"trepikoda lukus,turvauks,videokaamerad",kivimaja,"internet,digi-TV",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,750.00,,,750.00,parkimiskoht maa-aluses garaažis,rullmaterjal,,,harju
912,"Kallasmaa tn 3,Maardu linn, Harju maakond",2022-10-24,renoveeritud,2,2,35.1,,,4,5,"mööbel,mööbli võimalus,TV,külmik",400.0,75.00,125.00,,1970,,elektriküte,"boiler,dušš,tsentraalne kanalisatsioon,pesumasin",elektripliit,1,"trepikoda lukus,naabrivalve",kivimaja,"digi-TV,internet",,korteriomand,,,,,,,400.00,,,400.00,tasuta parkimine,,,,harju
913,"Tartu mnt, Kadriorg, BOOKED!,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,,14.0,,,1,2,"mööbel,külmik",320.0,,,,,,keskküte,"dušš,pesumasin",elektripliit,,turvauks,,,,,,,,,,,320.00,,,,,,,,harju
914,"Lai tn, Kesklinn , Suur-Kloostri,Vanalinn, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,79.4,,,1,4,"mööbel,külmik",1200.0,,,,2021,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,saun,pesumasin",elektripliit,,"videokaamerad,turvauks",kivimaja,,,,,,,,kelder,,,,,,,,,,harju
915,"Lai tn, Kesklinn , Suur-Kloostri,Vanalinn, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,79.4,,,1,4,"mööbel,külmik",1200.0,,,,,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,saun,pesumasin",elektripliit,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV",,,,,,,kelder,,,,,,,,,,harju
916,"Tartu mnt 84a, Fahle maja,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,156.0,,,3,4,"mööbel,külmik",2100.0,,,F,,,keskküte,"dušš,vann,pesumasin",elektripliit,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,0.00,,,,,,,,harju
917,"Puuvilla tn 7, Sitsi,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,san remont tehtud",2,,47.2,,,2,5,"mööbel,külmik",430.0,60.00,150.00,D,1983,,keskküte,"vann,tsentraalne kanalisatsioon",elektripliit,,turvauks,kivimaja,,,korteriomand,,kõik kommunaalteenused,,,,,430.00,,,430.00,tasuta parkimine,,,,harju
918,"Pikk tn 37,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,51.0,,,2,4,,800.0,,,energiamärgis määramata,1940,,,,,1,,kivimaja,,,,,,,,,,,,,,,,,,harju
919,"Ristiku tn 15, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,30.0,,,2,3,"mööbel,külmik",490.0,60.00,80.00,,1940,,gaasiküte,"dušš,pesumasin",gaasipliit,,"turvauks,trepikoda lukus",,internet,,,,,,,,,,,,,,,,,harju
920,"Ehitajate tee 19,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,,,30.4,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
921,"Juurdeveo tn 10,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,,29.1,,,4,4,,450.0,,,E,1964,,,,,,,kivimaja,,,korteriomand,Added_to_price,,,,,,,,,,,,,http://www.arcovara.ee/319969,harju
922,"Pikk tn 30,Vanalinn, Tallinn, Harju maakond",2022-10-24,valmis,3,2,63.0,,,3,4,"mööbel,külmik",1300.0,190.00,270.00,,,,keskküte,"dušš,vann,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
923,"Kentmanni tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,105.9,rõdu,10.00,3,14,"mööbel,külmik",2500.0,,,B,2015,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
924,"Tartu mnt 30, Sibulaküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,73.7,rõdu,2.00,4,4,"mööbel,külmik",790.0,,,D,1957,,keskküte,"dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
925,"Kiikri tn 2/2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,66.0,rõdu,16.40,2,5,"mööbel,külmik",1500.0,,,B,2018,jah,"keskküte,põrandaküte","vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
926,"Pikk tn 15,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,1,25.6,,,2,3,"mööbel,külmik",550.0,30.00,85.00,energiamärgis määramata,1636,,keskküte,"dušš,boiler,pesumasin",gaasipliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
927,"Lasnamäe tn 4A,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,63.2,rõdu,46.30,13,13,"mööbel,külmik",1490.0,80.00,180.00,B,2018,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
928,"Kopli tee 30,Peetri alevik, Rae vald, Harju maakond",2022-10-24,uusehitis,2,1,48.2,,,1,3,"mööbel,külmik",850.0,,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,14201650,,,,,,harju
929,"Suur-Patarei tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,131.9,rõdu,120.00,6,6,"mööbel,külmik",3000.0,,,energiamärgis määramata,2011,jah,põrandaküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
930,"Kiikri tn 3,Kadriorg, Tallinn, Harju maakond",2022-10-24,valmis,3,2,74.6,rõdu,17.50,3,5,"mööbel,külmik",1290.0,,,B,2017,jah,"keskküte,põrandaküte","dušš,vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
931,"Kopli tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,71.6,rõdu,4.40,4,6,"mööbel,külmik",1390.0,,,B,2017,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,videokaamerad,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
932,"Vene tn 1, Vanalinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,68.5,,,6,6,"mööbel,külmik",790.0,120.00,200.00,,1920,,gaasiküte,"vann,pesumasin",elektripliit,,"naabrivalve,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
933,"J. Vilmsi tn 22,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,59.7,,,2,6,"mööbel,külmik",600.0,,,C,2000,jah,gaasiküte,"vann,pesumasin",gaasipliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
934,"Kiikri tn 2/2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,80.2,rõdu,22.10,5,5,"mööbel,külmik",2200.0,,,B,2018,jah,"keskküte,põrandaküte","dušš,vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
935,"Kalaranna tn 8/11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,72.5,rõdu,4.20,3,5,"mööbel,külmik",1800.0,,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
936,"Poordi tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,103.7,rõdu,62.30,6,6,"mööbel,külmik",2700.0,,,A,2016,jah,"keskküte,põrandaküte,maaküte","dušš,vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
937,"Raua tn 1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,49.2,rõdu,,4,7,külmik,550.0,,,D,,jah,keskküte,"pesumasin,dušš,vann",,,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
938,"Tornimäe tn 7, Maakri,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,48.5,,,14,30,,720.0,,,energiamärgis määramata,2006,,,,,1,,,,,korteriomand,,,,,,,,,0,,,,,,harju
939,"Koidu tn 75,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,54.2,,,3,3,"mööbel,külmik",520.0,,,energiamärgis määramata,1956,,"keskküte,põrandaküte","vann,boiler,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
940,"Raua tn 32,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis,uus viimistlus,renoveeritud",3,,99.0,rõdu,,2,5,"kinnine hoov,mööbli võimalus,Lemmikloomad lubatud,külmik",1000.0,,,,,,"põrandaküte,keskküte","saun,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,dušš",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"internet,digi-TV",sundventilatsioon,korteriomand,,,,,"panipaik,garderoob",,1000.00,,,1000.00,"parkimiskoht garaažis,tasuta parkimine",,,,harju
941,"Vabaõhumuuseumi tee 77a/2,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,56.8,terrass,20.10,1,2,"eraldi sissepääs,külmik",1150.0,,,B,2022,,"põrandaküte,õhksoojuspump","vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,1,"turvauks,naabrivalve",betoonmaja,"internet,digi-TV",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,1150.00,,,,kindel parkimiskoht kinnistul,,,,harju
942,"Metsa tn,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,30.0,,,3,3,kinnine hoov,450.0,,,,,,"elektriküte,kamin","dušš,pesumasin,wc ja vannituba eraldi,boiler,tsentraalne kanalisatsioon",elektripliit,1,trepikoda lukus,puitmaja,"internet,digi-TV",,korteriomand,,"vesi,elekter",,,panipaik,,450.00,,,450.00,kindel parkimiskoht kinnistul,plekk,,,harju
943,"Järve tn 50, Järve,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,80.9,,,1,3,,750.0,,,F,1955,,,,gaasipliit,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
944,"Suur-Patarei tn 2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,67.8,,,5,6,mööbel,750.0,,,energiamärgis määramata,2011,jah,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,garaaž,,,,harju
945,"Liikuri tn 38, Kadriorg,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,47.4,,,5,5,"mööbel,külmik",550.0,,,energiamärgis määramata,1985,,,"dušš,pesumasin",elektripliit,,trepikoda lukus,,,,korteriomand,,,,,,,,,,,,,,,harju
946,"E. Vilde tee 96,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,1,,11.4,,,2,5,mööbel,240.0,35.00,65.00,D,,,keskküte,"tsentraalne kanalisatsioon,vann,boiler",elektripliit,,"trepikoda lukus,turvamees,videokaamerad,turvauks",plokkmaja,"digi-TV,internet",,korteriomand,,,,,,,240.00,,,200.00,tasuta parkimine,,,VAATA VIRTUAALTUURI 360,harju
947,"Paekaare tn 40,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,1,32.0,,,3,9,"mööbel,külmik",490.0,40.00,90.00,D,1978,jah,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",paneelmaja,"telefon,internet,kaabel-TV",,korteriomand,,,,,,,490.00,,,,,,,,harju
948,"Vilde tee 108,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,san remont tehtud,2,1,43.2,,,6,9,"mööbel,külmik",450.0,70.00,145.00,E,1969,jah,keskküte,"wc ja vannituba eraldi,vann,pesumasin",gaasipliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,450.00,,,,,,,,harju
949,"Liivalaia tn 26,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,41.3,,,1,5,"mööbel,külmik",600.0,60.00,150.00,energiamärgis määramata,1961,,keskküte,"dušš,boiler,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
950,"Liivalaia tn 26,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,41.3,,,1,5,"mööbel,külmik",600.0,60.00,150.00,energiamärgis määramata,1961,,keskküte,"dušš,boiler,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
951,"Gonsiori tn 5,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,54.9,,,4,5,"mööbel,külmik",650.0,100.00,200.00,E,1958,,keskküte,"dušš,boiler,pesumasin",gaasipliit,,"naabrivalve,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
952,"Linnamäe tee 38b, Priisle,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,49.7,,,1,5,"mööbel,külmik",600.0,,,C,2018,,keskküte,"dušš,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
953,"Sõpruse pst 196,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,san remont tehtud,1,,14.0,rõdu,,3,9,külmik,250.0,,,E,,jah,keskküte,"pesumasin,wc ja vannituba eraldi,vann",gaasipliit,,"turvauks,trepikoda lukus",paneelmaja,"digi-TV,telefon,internet",,korteriomand,,,,,,,,,,,tasuta parkimine,,,,harju
954,"Tööstuse tn 39, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uusehitis,valmis",3,2,62.5,rõdu,3.00,1,3,"kinnine hoov,mööbel,TV,külmik",,80.00,160.00,,2020,,gaasiküte,"vann,wc ja vannituba eraldi,pesumasin",elektripliit,1,trepikoda lukus,,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,1100.00,,,,"parkimiskoht maa-aluses garaažis,tasuta parkimine,parkimiskoht garaažis",,,,harju
955,"Vabaõhumuuseumi tee, LAEV,BOOKED!,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,98.3,rõdu,83.20,5,8,külmik,1600.0,,,B,2017,jah,"põrandaküte,maaküte","dušš,wc ja vannituba eraldi,pesumasin",elektripliit,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,,,,,,,,,,,,,,garaaž,,,,harju
956,"Kitsas tn 14,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,5,3,133.5,"terrass,klaasitud rõdu",15.00,2,2,"eraldi sissepääs,kinnine hoov,mööbel,TV,külmik",1200.0,100.00,270.00,,,,"ahjuküte,elektriküte,kombineeritud küte,õhksoojuspump,põrandaküte","pesumasin,dušš,wc ja vannituba eraldi","elektripliit,puupliit",1,"trepikoda lukus,naabrivalve",,"internet,digi-TV",,kinnistu,,kõik kommunaalteenused,,,"panipaik,garderoob",,2400.00,,,1200.00,"parkla,garaaž,parkimiskoht garaažis,kindel parkimiskoht kinnistul,tasuta parkimine",,,,harju
957,"Põhja tn 20,Keila linn, Harju maakond",2022-10-24,renoveeritud,3,2,56.4,,,3,4,,700.0,,,energiamärgis määramata,1969,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
958,"Kaarli pst 5,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,72.1,,,2,4,"mööbel,külmik",850.0,,,energiamärgis määramata,,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,82401,,,,,,harju
959,"Paldiski mnt 82d, SOODSAD KULUD - MAAKÜTE,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,57.2,,,2,5,"kinnine hoov,mööbel,mööbli võimalus,TV,külmik",895.0,,,,,jah,"keskküte,maaküte","dušš,pesumasin",,1,"turvauks,trepikoda lukus",kivimaja,"telefon,internet",,korteriomand,,,,,panipaik,,,,,,"garaaž,kindel parkimiskoht kinnistul,tasuta parkimine",,,,harju
960,"Rae tn 13,Paldiski linn, Harju maakond",2022-10-24,renoveeritud,2,1,46.7,,,1,5,"mööbel,külmik",420.0,40.00,100.00,C,1961,,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
961,"Vanakuu tn 7, Pikaliiva,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,48.0,,,2,4,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
962,"Gonsiori tn 5, SÜDALINN,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,55.3,,,5,5,"kinnine hoov,mööbel,külmik",550.0,,,E,1958,,keskküte,"vann,pesumasin,tsentraalne kanalisatsioon,boiler,wc ja vannituba eraldi",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",,korteriomand,,kõik kommunaalteenused,,,,,550.00,,,550.00,kindel parkimiskoht kinnistul,,,,harju
963,"Linnamäe tee 11,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,49.4,rõdu,,5,9,"mööbel,külmik",550.0,,,D,1989,jah,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,1,trepikoda lukus,paneelmaja,internet,,,,,,,,,,3288 m²,,,,,,,harju
964,"Pärnu mnt 123a, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,37.8,,,2,4,külmik,575.0,130.00,250.00,D,,,keskküte,"vann,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,575.00,,,,,,,,harju
965,"Kalaranna tn 8/4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,52.9,rõdu,,3,4,mööbel,1100.0,,,B,2021,jah,"keskküte,õhksoojuspump,põrandaküte","dušš,pesumasin",elektripliit,,"trepikoda lukus,videokaamerad,turvauks",kivimaja,,"sundventilatsioon,kliimaseade",korteriomand,,,,,panipaik,,,,19468450,,,,,,harju
966,"Lastekodu tn 22,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,,22.1,,,5,5,mööbel,450.0,,,F,1983,,keskküte,"pesumasin,dušš",elektripliit,,"trepikoda lukus,turvauks",,,sundventilatsioon,korteriomand,,,,,,,,1682 m²,4897901,,,,,,harju
967,"Peterburi tee 16,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,43.5,rõdu,,3,5,"mööbel,külmik",550.0,,,energiamärgis määramata,1967,,keskküte,"pesumasin,dušš",,1,turvauks,paneelmaja,,,korteriomand,,,,,,,550.00,,,550.00,tasuta parkimine,eterniit,,,harju
968,"Lätte tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,60.0,,,1,3,,800.0,,,C,1932,,,,elektripliit,1,,,,,korteriomand,,,,,,,,,,,,,,,harju
969,"Kivi tn 4,Paldiski linn, Harju maakond",2022-10-24,,3,2,65.2,,,2,2,külmik,300.0,,,energiamärgis määramata,,,keskküte,vann,,1,turvauks,kivimaja,,,korteriomand,,,,jah,,,,,,,,,,,harju
970,"J. Sütiste tee 36,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,,43.4,,,1,5,"mööbel,külmik",450.0,90.00,180.00,,,,keskküte,"pesumasin,vann",,,"trepikoda lukus,turvauks",,"internet,digi-TV",,korteriomand,,kõik kommunaalteenused,,,,,450.00,,,450.00,tasuta parkimine,,,,harju
971,"Tartu mnt 16a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,,100.0,"rõdu,kinnine rõdu",,6,10,"eraldi sissepääs,mööbel,külmik",900.0,,,G,,jah,gaasiküte,"pesumasin,dušš,saun,vann",,,"turvauks,trepikoda lukus",,internet,,korteriomand,Added_to_price,,,,panipaik,,,,,,,,,http://www.arcovara.ee/319954,harju
972,"Luha tn 19, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,62.7,rõdu,2.00,2,5,"mööbel,külmik",650.0,100.00,270.00,energiamärgis määramata,,,"põrandaküte,keskküte","dušš,pesumasin",elektripliit,,"trepikoda lukus,naabrivalve,turvauks",kivimaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
973,"Liikuri tn 10,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,,65.0,rõdu,,7,10,"mööbel,TV,külmik",475.0,100.00,250.00,,,jah,keskküte,"pesumasin,wc ja vannituba eraldi",ELECTRIC_STOVE,,"trepikoda lukus,turvauks",kivimaja,,,korteriomand,Added_to_price,,,,,,475.00,,,475.00,,,,,harju
974,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,valmis,uusehitis,renoveeritud",3,2,66.9,rõdu,6.30,7,11,"mööbel,külmik",800.0,,,B,,jah,,"pesumasin,tsentraalne kanalisatsioon,vann",elektripliit,,"turvauks,trepikoda lukus,videokaamerad,turvasüsteem",,"telefon,digi-TV,internet",,korteriomand,,,,,panipaik,,,,,,"parkimiskoht maa-aluses garaažis,tasuta parkimine",,,,harju
975,"Alvari tn 33, Loopealse,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,4,4,82.5,,,1,6,külmik,700.0,150.00,200.00,D,,,elektriküte,"dušš,wc ja vannituba eraldi,saun,boiler,pesumasin",elektripliit,,trepikoda lukus,paneelmaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
976,"Vabaduse pst,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,3,110.0,,,,2,,950.0,100.00,300.00,,,,,,,,,,,,,,,,,,,,,595501,,,,,,harju
977,",Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,,110.0,,,1,,mööbel,950.0,100.00,300.00,,,,õhksoojuspump,"dušš,vann,boiler,pesumasin",,,,,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
978,"Volta tn 12,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,2,2,29.0,,,2,1,mööbel,450.0,,,,1932,,gaasiküte,"dušš,wc ja vannituba eraldi,pesumasin",elektripliit,,"naabrivalve,trepikoda lukus",puitmaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,436701,,,,,,harju
979,"Järve tn 2,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,46.0,,,17,18,mööbel,790.0,,,C,2021,jah,"keskküte,gaasiküte,põrandaküte","dušš,pesumasin",,,"turvauks,trepikoda lukus",,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,20165701,,garaaž,,,,harju
980,"Volta tn 12,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,2,2,40.9,,,1,1,mööbel,550.0,,,,1932,,gaasiküte,"dušš,wc ja vannituba eraldi,pesumasin",elektripliit,,"naabrivalve,trepikoda lukus",puitmaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,436701,,,,,,harju
981,"Helmiku tee 67, Pirita-Kose,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,38.2,rõdu,10.00,2,2,"mööbel,külmik",480.0,,,,,,,"dušš,boiler,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,0.00,,,,,,,,harju
982,"Liivalaia tn 26, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,,43.3,,,3,5,"mööbel,külmik",630.0,,,E,1952,,keskküte,"dušš,pesumasin",gaasipliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
983,"Tina tn 21,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,92.0,rõdu,,2,7,,1190.0,,,C,2008,,,,elektripliit,2,,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
984,"Vesivärava tn 40,Kadriorg, Tallinn, Harju maakond",2022-10-24,valmis,3,2,80.0,,,1,3,,1950.0,,,energiamärgis määramata,2018,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
