,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Katus,Küte,Pliit,Side,Ventilatsioon,Rõdu,Rõdu pind,Omandiõigus,Lisanduvad kommunaalid,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Maakleritasu,Kinnistu number,Parkimine,Lisaruumid,Sanitaar,Lisainfo,Piirangud,Krunt,Lisanduvad kommunaalkulud,tasuline parkimine,tasuta parkimine,maakond
750,"Staapli tn 4, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,2,95.8,4,6,,,2800.0,B,paneelmaja,2018,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
751,"Andruse põik 3, Rannamõisa küla, Harku vald, Harju maakond","Rannamõisa küla, Harku vald, Harju maakond",2023-01-13,,3,2,1,84.5,1,3,,,650.0,energiamärgis määramata,kivimaja,2007,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
752,"E. Vilde tee 52, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,1,65.2,3,9,,,600.0,energiamärgis määramata,,1972,,,,elektripliit,,,,,,,,,,,,,,,,,,,,,harju
753,"Veerise tn 20, Haabersti, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,57.3,2,3,,,550.0,D,kivimaja,2008,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
754,"Kivimurru tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,41.3,1,2,,,550.0,energiamärgis määramata,puitmaja,,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
755,"Tina tn 7, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,72.1,3,5,,,1350.0,energiamärgis määramata,,,,,,elektripliit,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
756,"Seebi tn 36C, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,41.9,9,12,,,620.0,B,kivimaja,2017,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
757,"Luise tn 27/1, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,42.8,1,2,,,600.0,energiamärgis määramata,puitmaja,2014,,,,,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
758,"Männiku tee 7-2, Liiva, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,2,53.1,1,3,,,1350.0,C,puitmaja,2022,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
759,"Männiku tee 7-4, Liiva, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,32.9,2,3,,,850.0,C,puitmaja,2022,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
760,"Männiku tee 7-3, Liiva, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,47.7,2,3,,,1200.0,C,puitmaja,2022,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
761,"Põhja tn 12b, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-13,uusehitis,3,,1,59.3,4,5,,,690.0,B,paneelmaja,2022,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
762,"Põhja tn 12b, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-13,uusehitis,3,,1,58.4,4,5,,,660.0,B,paneelmaja,2022,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
763,"ODA tn. 4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,1,85.3,2,4,,,1500.0,energiamärgis määramata,kivimaja,2020,,,,elektripliit,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
764,"Pikk tn 62, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,uus viimistlus,2,1,1,24.6,1,1,,,600.0,energiamärgis määramata,kivimaja,,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
765,"Spordi tn 28, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,3,1,78.7,2,3,,,780.0,energiamärgis määramata,kivimaja,1962,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
766,"Roo tn 10, Pelgulinna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,54.5,1,2,,,850.0,F,puitmaja,1951,,,,gaasipliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
767,"Sõle tn 18, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,,1,12.0,3,5,,,240.0,energiamärgis määramata,kivimaja,1963,,,,elektripliit,,,,,kinnistu,,,,,,0,,panipaik,,,,,,,,harju
768,"Ringi tn 29, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-13,san remont tehtud,1,1,1,32.0,2,5,"turvauks,trepikoda lukus,naabrivalve","mööbel,mööbli võimalus,TV,külmik",300.0,energiamärgis määramata,paneelmaja,1973,,,keskküte,,"internet,telefon,digi-TV",,rõdu,1.00,korteriomand,kõik kommunaalteenused,50.00,100.00,,,,tasuta parkimine,"kelder,garderoob","tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin,vann",,,,,,,harju
769,"Trapi tee 3, Männiku küla, Saku vald, Harju maakond","Männiku küla, Saku vald, Harju maakond",2023-01-13,valmis,1,1,1,16.0,1,2,"turvasüsteem,trepikoda lukus,videokaamerad,turvauks,naabrivalve","eraldi sissepääs,kinnine hoov,mööbel,TV",360.0,E,kivimaja,1978,,kivikatus,keskküte,,"internet,digi-TV",,,0.00,,,0.00,0.00,0.00,0.00,,tasuta parkimine,,"tsentraalne kanalisatsioon,dušš",,,,,,,harju
770,"Sõpruse pst 15, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,"uus viimistlus,renoveeritud,valmis",4,2,,100.0,1,1,,"eraldi sissepääs,kinnine hoov,mööbli võimalus,külmik",1100.0,energiamärgis määramata,,1962,,,õhk-vesi soojuspump,elektripliit,,,,,korteriomand,kõik kommunaalteenused,,,1100.00,1100.00,,,"panipaik,garderoob",,,,,,,,harju
771,"Tatari tn 20, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,84.1,4,4,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",1000.0,D,puitmaja,1900,,,keskküte,elektripliit,"digi-TV,internet",,,,korteriomand,,150.00,300.00,1000.00,500.00,101037018,tasuline parkimine,,"pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,harju
772,"Tornimäe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,52.6,18,30,"turvamees,turvasüsteem,videokaamerad,turvauks,trepikoda lukus",mööbel,1050.0,,betoonmaja,,jah,,,elektripliit,"telefon,digi-TV,internet","sundventilatsioon,konditsioneer",,,korteriomand,,,,,,,"parkimiskoht maa-aluses garaažis,parkimiskoht garaažis",garderoob,"pesumasin,dušš",,,,,,,harju
773,"Tartu mnt 56, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,66.4,5,8,"turvamees,trepikoda lukus","mööbel,TV,külmik",850.0,C,paneelmaja,2016,jah,,gaasiküte,elektripliit,,,rõdu,,korteriomand,kõik kommunaalteenused,,,850.00,1020.00,,,panipaik,"pesumasin,dušš",,,,,,,harju
774,"Toom-Kuninga tn 15, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,65.5,2,8,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1150.0,B,kivimaja,,jah,,"keskküte,põrandaküte",,"kaabel-TV,internet",,,,korteriomand,,,,,,,,panipaik,"vann,pesumasin",,,,,,,harju
775,"K. Kärberi tn 48, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,65.0,2,9,"turvauks,trepikoda lukus","mööbel,TV,külmik",500.0,C,paneelmaja,,jah,,keskküte,elektripliit,"digi-TV,internet",,klaasitud rõdu,4.50,korteriomand,,,,,,,tasuta parkimine,,"dušš,pesumasin",,,,,,,harju
776,"Purde tn 7, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,,,69.7,1,2,,"mööbel,külmik",850.0,energiamärgis määramata,,1961,,,ahjuküte,,,,,,korteriomand,,,,,,,,panipaik,"wc ja vannituba eraldi,vann,pesumasin",http://www.arcovara.ee/322201,,,,,,harju
777,"Kuninga tn 1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,,,182.3,2,3,trepikoda lukus,mööbel,2500.0,energiamärgis määramata,,,,,"elektriküte,kamin",,,,,,,,,,,,,,,"dušš,vann,saun",,,,,,,harju
778,"Jahu tn 1/1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,53.0,2,6,"turvauks,trepikoda lukus","mööbel,TV,külmik",650.0,E,paneelmaja,2000,jah,plekk,keskküte,elektripliit,internet,,,,korteriomand,"kõik kommunaalteenused,vesi,elekter,küte",120.00,,650.00,650.00,,"parkimiskoht maa-aluses garaažis,kindel parkimiskoht kinnistul",garderoob,"pesumasin,saun,dušš,tsentraalne kanalisatsioon",,,,,,,harju
779,"Rataskaevu tn 22, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,valmis,2,2,,94.8,,3,turvauks,mööbel,1000.0,energiamärgis määramata,kivimaja,1825,,,keskküte,,"telefon,internet",,,,korteriomand,,,,,,,,,"dušš,vann",,,,,,,harju
780,"Rataskaevu tn 22, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,2,,94.8,,3,turvauks,mööbel,1000.0,energiamärgis määramata,kivimaja,1825,,,keskküte,,"telefon,internet",,,,korteriomand,,,,,,,,,"dušš,vann",,,,,,,harju
781,"Õismäe tee 83, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,46.8,1,5,"turvauks,trepikoda lukus","mööbel,külmik",480.0,D,paneelmaja,1975,,,keskküte,elektripliit,internet,,,,korteriomand,,,,,,,,"kelder,garderoob","vann,pesumasin",,,,,,,harju
782,"Noorkuu tn 6, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,52.2,2,4,turvauks,mööbel,650.0,energiamärgis määramata,kivimaja,2018,,,keskküte,,internet,,rõdu,,korteriomand,,,,,,,,"panipaik,garderoob",dušš,,,,,,,harju
783,"J. Köleri tn 6, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,55.0,1,4,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",550.0,energiamärgis määramata,kivimaja,2005,,,"gaasiküte,põrandaküte",,"kaabel-TV,internet",,rõdu,,korteriomand,,,,,,,,"kelder,panipaik","dušš,vann,saun,pesumasin",,,,,,,harju
784,"Lesta tn 26, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,68.8,2,3,"turvauks,trepikoda lukus","mööbel,külmik",600.0,F,kivimaja,2007,jah,,"gaasiküte,põrandaküte",elektripliit,internet,,rõdu,,korteriomand,,,,,,,garaaž,panipaik,"dušš,saun,pesumasin",,,2957 m²,,,,harju
785,"Äkke tn 5, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,,,34.1,1,4,"turvauks,trepikoda lukus","mööbel,külmik",500.0,B,kivimaja,2021,,,"gaasiküte,põrandaküte",elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,,,,,,,garderoob,"dušš,pesumasin",,,,,,,harju
786,"Redise tn 6, Laagri alevik, Saue vald, Harju maakond","Laagri alevik, Saue vald, Harju maakond",2023-01-13,san remont tehtud,2,1,,52.4,2,5,trepikoda lukus,külmik,500.0,C,paneelmaja,,,,keskküte,,"kaabel-TV,telefon,internet",,,,korteriomand,,,,,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,6356 m²,,,,harju
787,"Rataskaevu tn 22, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,94.8,,3,turvauks,mööbel,1000.0,energiamärgis määramata,kivimaja,1825,,,keskküte,,"telefon,internet",,,,korteriomand,,,,,,,,,"dušš,vann",,,,,,,harju
788,"Pärnu mnt 25, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,,67.2,5,5,"videokaamerad,turvauks,trepikoda lukus",külmik,700.0,energiamärgis määramata,kivimaja,1963,,,"gaasiküte,põrandaküte",elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,garderoob,"dušš,vann,pesumasin",,,,,,,harju
789,"Lahepea tn 15, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,,,60.7,3,4,trepikoda lukus,"mööbel,külmik",1050.0,A,kivimaja,2022,jah,,,,,,rõdu,,korteriomand,,,,,,,garaaž,panipaik,dušš,http://www.arcovara.ee/322106,,,,,,harju
790,"Heina tn 53, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,42.6,1,2,"turvauks,trepikoda lukus","mööbel,külmik",500.0,E,puitmaja,1939,,,elektriküte,puupliit,"kaabel-TV,telefon,internet",,,,korteriomand,,,,,,,,panipaik,"boiler,pesumasin",,,,,,,harju
791,"Ehitajate tee 86, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,43.2,5,9,trepikoda lukus,"mööbel,külmik",500.0,C,,,jah,,,gaasipliit,"kaabel-TV,internet",,rõdu,0.00,korteriomand,,,,,,,,,"vann,pesumasin",,,,,,,harju
792,"Sakala tn 20, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,81.2,2,8,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",890.0,E,kivimaja,2005,jah,,,,internet,,rõdu,11.50,,,,,,,,,,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,,335 m²,,,,harju
793,"Vabriku tn 34, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,50.0,1,2,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",520.0,energiamärgis määramata,puitmaja,1946,,,"gaasiküte,ahjuküte",gaasipliit,internet,,,,,,,,,,,,"kelder,panipaik","dušš,vann,pesumasin",,,785 m²,,,,harju
794,"Vilisuu tn 2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,"renoveeritud,uus viimistlus",2,2,1,52.6,3,5,"turvauks,trepikoda lukus","mööbel,TV,külmik",650.0,E,paneelmaja,1982,,eterniit,keskküte,elektripliit,,,klaasitud rõdu,3.50,korteriomand,kõik kommunaalteenused,80.00,160.00,650.00,650.00,,tasuta parkimine,,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
795,"Jakobi tn 16, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,40.0,2,3,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks,videokaamerad","kinnine hoov,mööbel,mööbli võimalus,külmik",600.0,B,palk-kivimaja,2021,,kivi,keskküte,elektripliit,"internet,telefon,digi-TV",,,,korteriomand,kõik kommunaalteenused,40.00,65.00,600.00,500.00,,kindel parkimiskoht kinnistul,"kelder,panipaik,garderoob","dušš,pesumasin",,,,,,,harju
796,"Vesse tn 4, Lasnamägi, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,,,40.0,1,2,"videokaamerad,turvauks","mööbel,mööbli võimalus,külmik",180.0,energiamärgis määramata,kivimaja,1962,,,gaasiküte,elektripliit,,,,,kinnistu,,,,360.00,,,tasuta parkimine,,"dušš,wc ja vannituba eraldi",,,,,,,harju
797,"Astangu 191, Aurora park, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,48.9,5,8,,mööbel,650.0,,paneelmaja,2017,jah,,,,,,rõdu,6.50,korteriomand,,,,0.00,,,,panipaik,,,,,,,,harju
798,"Astangu tn 19, Aurora park, Haabersti, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,76.3,7,8,turvauks,"mööbel,külmik",850.0,,paneelmaja,2018,jah,,"keskküte,põrandaküte",gaasipliit,internet,,rõdu,6.50,korteriomand,,90.00,180.00,850.00,,,,panipaik,"vann,pesumasin",,,,,,,harju
799,"Laki tn 24, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,1,,14.0,4,4,,mööbel,320.0,,kivimaja,2019,,,,,,,,,korteriomand,,50.00,90.00,,,,,,,,,,,,,harju
800,"Pirita tee, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,67.5,6,16,,,800.0,,paneelmaja,2003,,,,,,,rõdu,9.80,korteriomand,,,,,,,garaaž,,,,,,,,,harju
801,"Tuukri tn 1b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,,,32.9,6,6,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",650.0,B,kivimaja,2019,jah,,keskküte,,"kaabel-TV,internet",,,,korteriomand,,60.00,90.00,650.00,,,,,"dušš,pesumasin",,,,,,,harju
802,"Ehitajate tee 35-7, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,43.3,2,5,turvauks,külmik,550.0,,paneelmaja,,,,keskküte,elektripliit,,,,,korteriomand,,60.00,120.00,,,,,,"vann,pesumasin",,,,,,,harju
803,"Õismäe tee 32, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,49.5,2,9,,,450.0,E,paneelmaja,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
804,"Teaduse tn 12, Saku alevik, Harju maakond","Saku alevik, Harju maakond",2023-01-13,,2,1,1,50.1,4,5,,,500.0,energiamärgis määramata,kivimaja,1995,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
805,"Liivalaia tn 28, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,51.3,1,5,,,650.0,E,kivimaja,1952,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
806,"Tulika tn 52, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,48.2,1,4,"turvauks,trepikoda lukus","mööbel,külmik",800.0,E,kivimaja,1961,,,keskküte,gaasipliit,,,,,,,,,,,,,,"dušš,boiler,pesumasin",,,1378 m²,,,,harju
807,"Luise tn 25, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,54.7,1,3,,,600.0,D,puitmaja,2015,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
808,"Keemia tn 3a, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,1,19.6,1,2,,,325.0,energiamärgis määramata,puitmaja,1940,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
809,"Kesk-Ameerika tn 7, Uus Maailm, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,53.1,1,5,,,635.0,energiamärgis määramata,kivimaja,2006,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
810,"Priisle tee 4/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,,30.7,6,8,trepikoda lukus,"mööbel,külmik",445.0,D,kivimaja,2007,jah,,,,,,,,korteriomand,,,,,,,,,"dušš,pesumasin",http://www.arcovara.ee/322110,,5776 m²,,,,harju
811,"Paekaare tee 12, Lubja küla, Viimsi vald, Harju maakond","Lubja küla, Viimsi vald, Harju maakond",2023-01-13,,2,1,1,28.8,2,2,,,360.0,energiamärgis määramata,,1948,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
812,"Päevalille tn 6, Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,35.2,5,18,"turvauks,trepikoda lukus,videokaamerad","mööbel,mööbli võimalus,TV,külmik",640.0,C,kivimaja,2022,jah,rullmaterjal,"põrandaküte,keskküte",elektripliit,"digi-TV,internet",sundventilatsioon,,,korteriomand,"elekter,kõik kommunaalteenused,küte,vesi",,,640.00,640.00,,"garaaž,tasuline parkimine,muu",,"tsentraalne kanalisatsioon,dušš,pesumasin",,,,,,,harju
813,"Odra tn 12/2, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,50.0,2,3,,,690.0,B,puitmaja,1940,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
814,"Hiiu tn 29, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,3,2,,61.7,2,2,trepikoda lukus,"mööbel,külmik",520.0,energiamärgis määramata,puitmaja,,,,,puupliit,"kaabel-TV,telefon,internet",,,,korteriomand,,,,,,,,"panipaik,garderoob","dušš,wc ja vannituba eraldi,boiler,pesumasin",,,2367 m²,,,,harju
815,"Sütiste tee 44, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,,60.0,2,5,"turvauks,trepikoda lukus","mööbel,külmik",200.0,,paneelmaja,,,,keskküte,elektripliit,"telefon,internet",,,,korteriomand,,65.00,65.00,285.00,,,,,"dušš,pesumasin",,,,,,,harju
816,"Pelguranna tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,,,25.8,2,5,"turvauks,trepikoda lukus","mööbel,külmik",520.0,B,kivimaja,2022,jah,,"keskküte,põrandaküte",,"kaabel-TV,internet",,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
817,"Tõnismägi 2, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,1,1,75.9,6,6,"turvauks,trepikoda lukus","mööbel,külmik",860.0,D,kivimaja,1960,jah,,keskküte,elektripliit,,,,,korteriomand,,,,,,,,,"dušš,boiler,pesumasin",,,,,,,harju
818,"Sõle tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,1,1,,12.0,3,5,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",330.0,,kivimaja,1963,,,"keskküte,põrandaküte",elektripliit,"kaabel-TV,internet",,,,,,30.00,50.00,330.00,,,,,"dušš,boiler,pesumasin",,,,,,,harju
819,"Järveotsa tee 2, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,52.0,1,9,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",550.0,,paneelmaja,,jah,plekk,keskküte,elektripliit,"digi-TV,internet",sundventilatsioon,,,korteriomand,kõik kommunaalteenused,,,550.00,550.00,,tasuta parkimine,"panipaik,garderoob","tsentraalne kanalisatsioon,dušš,pesumasin",,,,,,,harju
820,"Kallasmaa tn 3, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-13,renoveeritud,1,1,1,34.0,5,5,,"mööbel,TV,külmik",330.0,energiamärgis määramata,kivimaja,,,,elektriküte,,"internet,digi-TV",,,,kaasomand,,,,330.00,330.00,,tasuta parkimine,garderoob,"vann,tsentraalne kanalisatsioon,boiler,pesumasin",,,,,,,harju
821,"Tuvi tn 18, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,69.0,5,5,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",795.0,energiamärgis määramata,kivimaja,1930,,,keskküte,elektripliit,internet,,,,korteriomand,"küte,elekter,vesi,kõik kommunaalteenused",120.00,270.00,795.00,790.00,,,"panipaik,garderoob","vann,tsentraalne kanalisatsioon,pesumasin",,,,,,,harju
822,"Õismäe tee 135, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,renoveeritud",3,2,1,68.6,2,5,"trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus,külmik",650.0,,paneelmaja,1977,,,keskküte,elektripliit,"digi-TV,internet",,"klaasitud rõdu,rõdu",,korteriomand,,,,,,,tasuta parkimine,kelder,"tsentraalne kanalisatsioon,pesumasin,dušš,vann",,,,,,,harju
