,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Katus,Küte,Pliit,Side,Ventilatsioon,Rõdu,Rõdu pind,Omandiõigus,Lisanduvad kommunaalid,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Maakleritasu,Kinnistu number,Parkimine,Lisaruumid,Sanitaar,Lisainfo,Piirangud,Krunt,Lisanduvad kommunaalkulud,tasuline parkimine,tasuta parkimine,maakond
672,"Õle tn 1, Pelgulinna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,1,90.0,4,4,,,1200.0,energiamärgis määramata,puitmaja,1885,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
673,"Koskla tn 3, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,43.6,1,5,,,420.0,energiamärgis määramata,,1974,,,,gaasipliit,,,,,,,,,,,0,,,,,,,,,,harju
674,"Järve tn 2, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,58.3,8,19,,,700.0,C,paneelmaja,2022,,,,,,,,,,,,,,,,,panipaik,,,,,,,,harju
675,"Talli tn 4, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,5,4,2,115.0,2,5,,,2100.0,B,,,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
676,"Karusmarja tn 4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,1,51.65,2,1,,,500.0,energiamärgis määramata,kivimaja,,,,,elektripliit,,,,,,,,,,,,,,,,,,,,,harju
677,"Tartu mnt 84a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,48.8,14,14,,,590.0,F,kivimaja,2007,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
678,"Päevalille tn 4, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,39.9,11,15,,,650.0,B,paneelmaja,2021,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
679,"Sõjakooli tn 14, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,48.0,4,5,,,750.0,B,paneelmaja,2022,,,,,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
680,"Kärneri tn 1/1, Rocca al Mare, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,3,2,108.0,7,8,,,990.0,E,paneelmaja,2007,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
681,"Pikk tn 37, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,51.0,2,4,,,800.0,energiamärgis määramata,kivimaja,1940,,,,,,,,,,,,,,,,,,,,,,,,,harju
682,"Kollane tn 4, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,72.2,2,6,,,920.0,C,kivimaja,2008,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
683,"Ahju tn 5, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,3,1,70.0,2,3,,,850.0,energiamärgis määramata,kivimaja,,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
684,"Lõime tn 16, Sitsi, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,50.4,2,3,,,600.0,E,kivimaja,1951,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
685,"Vibu tn 14, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,1,106.0,2,4,,,1350.0,B,kivimaja,2014,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
686,"Õismäe tee 48, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,67.9,10,16,,,560.0,energiamärgis määramata,paneelmaja,1979,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
687,"A.H.Tammsaare tee 63, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,46.7,4,5,,,525.0,D,paneelmaja,1970,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
688,"Energia tn 6, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,39.4,2,5,,,510.0,E,paneelmaja,1962,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
689,"Pärnu maantee 76, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,40.3,5,5,,,490.0,E,kivimaja,1963,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
690,"Kotermaa tn 13, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,71.0,1,4,,,850.0,B,paneelmaja,2022,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
691,"Vilmsi 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,1,103.4,2,6,,,2100.0,D,kivimaja,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
692,"Faehlmanni tn 1, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,3,2,165.0,2,4,,,1500.0,energiamärgis määramata,kivimaja,1939,,,,elektripliit,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
693,"Kloostrimetsa tee 56a/1-2, Kloostrimetsa, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,51.0,2,3,,,800.0,B,kivimaja,2022,,,,,,,,,,,,,,,,,,,,,,,,,harju
694,"Möldre tee 10, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,57.8,1,3,,,500.0,D,,2004,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
695,"Idapõllu tee 7, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2023-01-13,valmis,2,1,1,38.6,1,3,,,490.0,B,kivimaja,2008,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
696,"Vabaõhumuuseumi tee 4b, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,56.5,3,4,,,550.0,energiamärgis määramata,paneelmaja,2003,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
697,"Ranna tee 46a, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,47.4,2,3,,,600.0,C,kivimaja,2014,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
698,"Paldiski mnt. 16, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,2,1,1,46.1,3,9,,,500.0,E,kivimaja,1978,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
699,"Liivalaia tn 42, Sibulaküla, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,1,24.7,5,5,,,400.0,F,kivimaja,1962,,,,gaasipliit,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
700,"Puhangu tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,,16.3,4,5,"turvauks,trepikoda lukus","mööbel,TV,külmik",350.0,energiamärgis määramata,paneelmaja,,,,keskküte,,"kaabel-TV,internet",,,,korteriomand,,,,,,,,,"dušš,boiler,pesumasin",,,,,,,harju
701,"Sõpruse pst 194, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,43.9,1,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",550.0,D,paneelmaja,1970,,,keskküte,elektripliit,"telefon,internet,kaabel-TV",,,,korteriomand,,60.00,120.00,550.00,,,,panipaik,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
702,"Narva mnt 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,62.5,5,7,"turvauks,trepikoda lukus","kinnine hoov,mööbel,TV,külmik",900.0,D,kivimaja,1948,jah,,keskküte,elektripliit,internet,,,,korteriomand,,0.00,0.00,900.00,500.00,,tasuta parkimine,,"tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,vann",,,,,,,harju
703,"Aiandi tn 7/1, Mustamäe linnaosa, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,42.1,6,9,"trepikoda lukus,turvauks","kinnine hoov,mööbel,külmik",580.0,B,plokkmaja,2022,jah,bituumen,"põrandaküte,keskküte",elektripliit,"digi-TV,internet",,rõdu,3.50,korteriomand,kõik kommunaalteenused,60.00,140.00,580.00,580.00,,kindel parkimiskoht kinnistul,garderoob,"tsentraalne kanalisatsioon,pesumasin,dušš",,,,,,,harju
704,"Kalevipoja põik 2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,2,,,49.0,6,9,"videokaamerad,trepikoda lukus,turvauks","mööbel,TV,külmik",430.0,,,,jah,,keskküte,elektripliit,"digi-TV,internet",,kinnine rõdu,,korteriomand,,,,,,,tasuta parkimine,,"wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon,vann",,,,,,,harju
705,"Mustamäe tee 137, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,uus viimistlus,renoveeritud",2,,,49.0,2,9,"turvauks,turvasüsteem,trepikoda lukus","mööbel,külmik",500.0,,paneelmaja,,jah,,"põrandaküte,keskküte",elektripliit,"digi-TV,telefon,internet",,"rõdu,kinnine rõdu",2.50,korteriomand,,,,,,,tasuta parkimine,,"pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,harju
706,"Lembitu tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,2,1,51.4,3,5,"turvauks,trepikoda lukus","kinnine hoov,mööbel,külmik",560.0,F,kivimaja,1958,,,keskküte,gaasipliit,internet,,,,korteriomand,"küte,elekter,gaas,vesi,kõik kommunaalteenused",60.00,135.00,560.00,560.00,,tasuline parkimine,,"boiler,pesumasin,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",,,,,,,harju
707,"N/A, N/A",N/A,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
708,"Tartu mnt 16, Maakri, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,,41.5,7,11,"turvauks,trepikoda lukus","mööbel,külmik",750.0,energiamärgis määramata,paneelmaja,1994,jah,,gaasiküte,,,,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
709,"Suur-Patarei tn 17, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,,30.0,2,2,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",500.0,D,puitmaja,1885,,,elektriküte,elektripliit,"telefon,internet,kaabel-TV",,,,korteriomand,,30.00,70.00,500.00,,,,panipaik,"dušš,boiler,pesumasin",,,,,,,harju
710,"Jõe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,,,,30.0,3,10,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",500.0,C,kivimaja,2005,jah,,keskküte,elektripliit,internet,,,,korteriomand,,60.00,100.00,,,,,,"dušš,pesumasin",,,,,,,harju
711,"Narva mnt 5, Jõhvi linn, Ida-Viru maakond","Jõhvi linn, Ida-Viru maakond",2023-01-13,renoveeritud,1,,,38.7,2,4,trepikoda lukus,"mööbel,külmik",300.0,C,kivimaja,1962,,,keskküte,elektripliit,,,,,korteriomand,,,,,,,,,"dušš,boiler,pesumasin",,,,,,,harju
712,"Tallinna mnt 31, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-13,renoveeritud,2,1,,39.5,5,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",450.0,energiamärgis määramata,kivimaja,1965,,,"keskküte,põrandaküte",,"kaabel-TV,internet",,,,korteriomand,,50.00,140.00,,,,,kelder,"dušš,vann,pesumasin",,,,,,,harju
713,"Mahtra tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,,,47.0,5,5,"trepikoda lukus,naabrivalve,turvauks","mööbel,Lemmikloomad lubatud,külmik",500.0,,paneelmaja,,,,,elektripliit,,,,,korteriomand,kõik kommunaalteenused,,,500.00,500.00,,,,"pesumasin,vann",,,,,,,harju
714,"Kotzebue tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,,12.4,2,2,,"mööbel,külmik",330.0,,kivimaja,,,,keskküte,elektripliit,internet,,,,,,,,,,,,,"boiler,pesumasin,dušš",,,,,,,harju
715,"Koidutähe tee 58, Veibri küla, Luunja vald, Tartu maakond","Veibri küla, Luunja vald, Tartu maakond",2023-01-13,valmis,2,1,1,60.5,3,3,"turvauks,naabrivalve,trepikoda lukus","mööbel,TV,külmik",500.0,D,paneelmaja,2008,,,gaasiküte,elektripliit,"digi-TV,telefon,internet",sundventilatsioon,rõdu,6.00,korteriomand,"kõik kommunaalteenused,küte,elekter,vesi,gaas",,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine",garderoob,"wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon,dušš,saun",,,,,,,harju
716,"Tööstuse tn 47a, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,"uusehitis,uus viimistlus",1,,1,21.3,4,6,"turvauks,trepikoda lukus",mööbel,420.0,D,kivimaja,2008,,,keskküte,elektripliit,,,,,,,,,,,,tasuta parkimine,,,,,,,,,harju
717,"Sõle tn 58, Kopli, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,,12.0,2,5,,,270.0,,,,,,,,,,,,,,,,270.00,270.00,,,,,,,,,,,harju
718,"Päevalille tn, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,32.2,12,17,,külmik,495.0,C,paneelmaja,2022,jah,,"põrandaküte,keskküte",elektripliit,"internet,digi-TV,telefon",sundventilatsioon,rõdu,2.00,korteriomand,,,,,,,,,"dušš,tsentraalne kanalisatsioon",,,,,,,harju
719,"Pärnu mnt 110, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,,49.0,10,15,turvauks,"mööbel,külmik",490.0,D,kivimaja,2006,jah,,"keskküte,gaasiküte",,internet,,rõdu,,,,,,,,,garaaž,,"dušš,pesumasin",,,,,,,harju
720,"Risti tn 13, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,58.4,2,2,turvauks,mööbel,550.0,energiamärgis määramata,kivimaja,1935,,,,puupliit,"telefon,internet",,,,korteriomand,,,,,,,,panipaik,dušš,,,,,,,harju
721,"Risti tn 13, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,,,58.4,2,2,turvauks,mööbel,550.0,energiamärgis määramata,kivimaja,1935,,,,puupliit,"telefon,internet",,,,korteriomand,,,,,,,,panipaik,dušš,,,,,,,harju
722,"Tüve tn 14, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,,2,,,48.6,4,5,,mööbel,550.0,C,paneelmaja,1979,,,,,,,,,,,,,,,,,,,,,,,,,harju
723,"Tartu mnt 69a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,40.2,2,4,trepikoda lukus,"mööbel,külmik",700.0,B,kivimaja,2018,jah,,"gaasiküte,põrandaküte",,internet,,rõdu,8.40,,,,,,,,,panipaik,"dušš,pesumasin",,,1329 m²,,,,harju
724,"Raua tn 4, Raua, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,85.5,3,6,,,900.0,energiamärgis määramata,kivimaja,1924,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
725,"Tornimäe tn 7, Maakri, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,48.5,14,30,,,650.0,energiamärgis määramata,,2006,,,,,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
726,"Kangelaste prospekt 10, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-13,"renoveeritud,valmis",3,2,1,62.8,4,9,turvauks,mööbel,370.0,,kivimaja,,jah,,keskküte,gaasipliit,,,kinnine rõdu,,korteriomand,,,,,,,tasuta parkimine,,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",,,,,,,harju
727,"Järve tn 2, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,46.4,3,19,"turvasüsteem,turvauks,trepikoda lukus","mööbel,külmik",700.0,C,betoonmaja,2022,jah,,kombineeritud küte,elektripliit,"digi-TV,internet",sundventilatsioon,,,korteriomand,,,,780.00,,,muu,panipaik,"dušš,pesumasin",,,,,,,harju
728,"Tornimäe tn 7, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,uus viimistlus",3,2,1,63.6,6,30,,"mööbel,TV,külmik",800.0,energiamärgis määramata,betoonmaja,2006,jah,,"põrandaküte,keskküte",,"digi-TV,internet","kliimaseade,sundventilatsioon",,,korteriomand,,,,800.00,960.00,,tasuline parkimine,"panipaik,garderoob","dušš,pesumasin",,,,,,,harju
729,"A. Weizenbergi tn 14, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,66.5,1,3,,"kinnine hoov,mööbel,mööbli võimalus,külmik",790.0,G,puitmaja,1913,,plekk,"ahjuküte,põrandaküte,gaasiküte",elektripliit,"internet,digi-TV",,,,korteriomand,"gaas,elekter,küte,vesi,kõik kommunaalteenused",150.00,200.00,790.00,790.00,,kindel parkimiskoht kinnistul,"panipaik,garderoob","tsentraalne kanalisatsioon,dušš,pesumasin",,,,,,,harju
730,"Moonalao tn 7, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,44.0,3,4,,,575.0,B,paneelmaja,2018,,,,elektripliit,,,,,,,,,,,0,,panipaik,,,,,,,,harju
731,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,4,3,2,105.6,1,4,"videokaamerad,trepikoda lukus","mööbel,külmik",2500.0,E,kivimaja,2011,jah,,"gaasiküte,põrandaküte",elektripliit,,,,,,,,,,,,,panipaik,"dušš,vann,saun,pesumasin",,,,,,,harju
732,"Kaupmehe tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,3,2,2,95.7,5,6,"turvauks,trepikoda lukus","mööbel,külmik",1500.0,E,kivimaja,1936,jah,,"keskküte,põrandaküte",elektripliit,internet,,,,,,,,,,,,,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
733,"Valge tn 18, ILUS VAADE,TERASS 43m2, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,50.0,2,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",750.0,B,kivimaja,2007,jah,,"keskküte,gaasiküte",elektripliit,"internet,kaabel-TV",,rõdu,43.00,korteriomand,,80.00,120.00,750.00,,,garaaž,panipaik,"vann,pesumasin",,,,,,,harju
734,"Mahtra tn 2, Mustakivi, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,,32.6,5,5,"turvauks,trepikoda lukus","mööbel,külmik",390.0,,,,,,keskküte,,"kaabel-TV,internet",,rõdu,4.00,korteriomand,,80.00,140.00,340.00,,,,panipaik,"vann,pesumasin",,,,,,,harju
735,"Müürivahe tn 31, Vanalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,1,45.0,2,3,"trepikoda lukus,naabrivalve","kinnine hoov,mööbel,külmik",500.0,,kivimaja,,,,"elektriküte,kamin",elektripliit,"internet,digi-TV",,prantsuse rõdu,1.00,korteriomand,"vesi,elekter",20.00,170.00,500.00,500.00,,parkimiskoht puudub,,"saun,pesumasin,dušš",,,,,,,harju
736,"Odra tn 10/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,1,22.0,1,2,trepikoda lukus,"eraldi sissepääs,kinnine hoov,mööbel,TV,külmik",1100.0,energiamärgis määramata,puitmaja,,,,elektriküte,elektripliit,internet,,,,korteriomand,,,,100.00,,,kindel parkimiskoht kinnistul,,dušš,Uuri lisaks ja broneeri!,,,,,,harju
737,"Krati tee 1, Tallinn, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-13,,2,1,1,25.0,1,2,"trepikoda lukus,videokaamerad",,590.0,C,kivimaja,2020,,,,elektripliit,,,,,,kõik kommunaalteenused,75.00,75.00,,,,,,dušš,,,,,,,harju
738,"Krati tee 1, Kesklinn, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-13,,1,,1,15.0,1,2,"trepikoda lukus,videokaamerad",,515.0,C,kivimaja,2020,,,,elektripliit,,,,,,,45.00,45.00,,0.00,,,,dušš,,,,,,,harju
739,"Sääse tn 14-82, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,51.4,10,10,,,700.0,B,,2019,,,keskküte,,,,rõdu,9.00,korteriomand,,80.00,100.00,650.00,,,,,,,,,,,,harju
740,"Järveotsa tee 2, Väike-Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,1,61.7,7,9,,,620.0,E,paneelmaja,1982,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
741,"Faehlmanni 1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,3,2,165.0,2,4,,,1500.0,energiamärgis määramata,kivimaja,1939,,,,elektripliit,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
742,"Õle tn 25, Pelgulinna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,1,16.8,1,2,,,410.0,energiamärgis määramata,,,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
743,"Kuldnoka tn 9, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,1,59.1,4,9,,,650.0,energiamärgis määramata,paneelmaja,1973,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
744,"Kuklase tn 16, Sääse, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,40.4,1,8,,,625.0,B,kivimaja,2017,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
745,"Pirita tee 26/B, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,4,3,1,93.9,1,4,,,1850.0,B,kivimaja,2019,,,,,,,,,,,,,,,,,,,,,,,,,harju
746,"Tartu mnt 84a, Ülemistejärve, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,47.9,11,14,,,600.0,F,kivimaja,2004,,,,,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
747,"Paljandi tn 2, Kakumäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,2,88.2,3,4,,,900.0,C,kivimaja,2006,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
748,"A. Weizenbergi tn 29, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,50.0,3,4,,,730.0,G,,2001,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
749,"Suur-Kloostri tn 18, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,,2,1,1,40.0,2,3,,,600.0,energiamärgis määramata,kivimaja,,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
