,Üldinfo,aadress,date,ID,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Hoone,Katastritunnus,Energiamärgis,Materjal,Ehitusaasta,Lisaruumid,Tehnosüsteemid,Küte,Sanitaar,Pliit,Side,Parkimine,Lisainfo,Ventilatsioon,Köögi pind,Lift,Katus,Kinnistu number,tasuta parkimine,Krunt,Suve kommunaalid,Talve kommunaalid,tasuline parkimine,Saadaval,Lisanduvad kommunaalid,Tagatisraha,KM,Sihtotstarve,Parkimiskohti,Lisanduvad kommunaalkulud,Maakleritasu,Piirangud
664,Üldinfo,"Anni tn 5,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1424557,,1,1,1,32.7 m²,rõdu,,3,5,korteriomand,,,85 000 €,2 599.39 €/m²,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:311:0580,energiamärgis määramata,paneelmaja,1982,,Tehnosüsteemid,keskküte,,elektripliit,,,,,,,bituumen,,,,,,,,,,,,,,,
665,Üldinfo,"Pärnu mnt 48,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6461514,,3,1,1,57.9 m²,,,5,6,korteriomand,,,200 000 €,3 454.23 €/m²,"628 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:107:0008,energiamärgis määramata,kivimaja,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Üldinfo,"Kase tn 68, Maarjamäe,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,3863570,,2,1,1,58.9 m²,,,2,5,korteriomand,,,195 000 €,3 310.70 €/m²,"613 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78402:201:5040,E,paneelmaja,2006,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
667,Üldinfo,"Kadaka tee 191b,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,9090135,uusehitis,2,1,1,41.5 m²,,,2,4,korteriomand,"turvasüsteem,trepikoda lukus",,182 900 €,4 407.23 €/m²,"575 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,,2021,panipaik,Tehnosüsteemid,põrandaküte,dušš,,"kaabel-TV,internet",,,,,jah,,,,,,,,,,,,,2,,,
668,Üldinfo,"Kaluri tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,1798167,valmis,1,,,15.8 m²,,,1,2,korteriomand,,,45 000 €,2 848.10 €/m²,"141 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,,1946,,Tehnosüsteemid,elektriküte,,,,,http://www.arcovara.ee/317005,,,,,,,,,,,,,,,,,Added_to_price,,
669,Üldinfo,"Räägu tn 10,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,5881783,valmis,2,1,,49.9 m²,rõdu,,4,4,korteriomand,"turvauks,naabrivalve,trepikoda lukus",külmik,199 900 €,4 006.01 €/m²,"628 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:0426,energiamärgis määramata,paneelmaja,2010,,Tehnosüsteemid,"põrandaküte,elektriküte,keskküte",dušš,,kaabel-TV,,,,,,,25510501,jah,,,,,,,,,,,,,
670,Üldinfo,"J. Sütiste tee 41-213,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,9101867,renoveeritud,3,2,1,66.8 m²,"rõdu,kinnine rõdu",,9,9,korteriomand,"trepikoda lukus,naabrivalve",mööbel,159 900 €,2 393.71 €/m²,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,,,Tehnosüsteemid,keskküte,,gaasipliit,"internet,digi-TV,telefon",,,,,jah,,,,,,,,30.06.2022,,,,,,,,
671,Üldinfo,"Rohu tn 14,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4860793,renoveeritud,3,2,,70.2 m²,,,5,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",225 000 €,3 205.13 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:803:2470,energiamärgis määramata,kivimaja,1938,panipaik,Tehnosüsteemid,"põrandaküte,gaasiküte","boiler,pesumasin,dušš",elektripliit,"internet,kaabel-TV,telefon",,,,,,,,jah,,70,120,,,,,,,,,,
672,Üldinfo,"Linnamäe tee 49,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1879733,,3,2,1,66 m²,kinnine rõdu,3,8,9,korteriomand,"turvauks,trepikoda lukus",,118 000 €,1 787.88 €/m²,"371 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,paneelmaja,,,Tehnosüsteemid,,"wc ja vannituba eraldi,vann,tsentraalne kanalisatsioon",,"digi-TV,internet,telefon",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
673,Üldinfo,"Randla tn 16,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,7924593,,2,1,,37.1 m²,,,3,4,korteriomand,"trepikoda lukus,turvauks",,92 000 €,,"289 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,,,Tehnosüsteemid,keskküte,"boiler,dušš,tsentraalne kanalisatsioon,vann",gaasipliit,"internet,digi-TV,telefon",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
674,Üldinfo,"Paldiski mnt 75, Merimetsa,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,4784426,,1,,1,15 m²,,,1,5,,,,44 000 €,2 933.33 €/m²,"138 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,F,kivimaja,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Üldinfo,"Juurdeveo tn 25b,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1222162,valmis,2,1,1,53.7 m²,,,3,4,korteriomand,,,215 000 €,4 003.72 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:0432,C,kivimaja,2018,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Üldinfo,"Järveotsa tee,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,1061649,valmis,1,1,1,32.9 m²,,,9,9,korteriomand,trepikoda lukus,mööbli võimalus,86 750 €,2 636.78 €/m²,"273 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1978,,Tehnosüsteemid,keskküte,vann,elektripliit,"internet,kaabel-TV",,,,,jah,,,jah,,,,,,"elekter,vesi,küte",,,,,,,
677,Üldinfo,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,8420580,valmis,2,1,1,62.9 m²,,,7,7,korteriomand,"trepikoda lukus,turvauks","mööbel,TV,külmik",225 000 €,3 577.11 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,kivimaja,1948,,Tehnosüsteemid,"keskküte,gaasiküte","vann,pesumasin,dušš",elektripliit,"kaabel-TV,internet",,,,,jah,,101016339,jah,,,,,,,,,,,,,
678,Üldinfo,"Pärnu mnt 110,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4868355,valmis,1,,,32.8 m²,,,11,15,korteriomand,"naabrivalve,trepikoda lukus",,139 000 €,4 237.80 €/m²,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:118:0008,D,kivimaja,2006,,Tehnosüsteemid,keskküte,"pesumasin,dušš",elektripliit,"kaabel-TV,internet",,,sundventilatsioon,,,,18230501,,3207 m²,,,,,,,,,,,,
679,Üldinfo,"Vabaduse pst 193a,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2599411,renoveeritud,2,1,1,36.9 m²,,,2,2,,"turvauks,trepikoda lukus",,122 900 €,3 330.62 €/m²,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,1949,,Tehnosüsteemid,"õhksoojuspump,elektriküte","boiler,tsentraalne kanalisatsioon,dušš",elektripliit,"internet,digi-TV",kindel parkimiskoht kinnistul,Virtuaaltuuri link,,,,,,,,,,,,,,,,,,,
680,Üldinfo,"Vabaduse pst 193a,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,3792857,renoveeritud,2,1,1,36.9 m²,,,2,2,,"trepikoda lukus,turvauks",,122 900 €,3 330.62 €/m²,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,1949,,Tehnosüsteemid,"elektriküte,õhksoojuspump","dušš,tsentraalne kanalisatsioon,boiler",elektripliit,"digi-TV,internet",kindel parkimiskoht kinnistul,Virtuaaltuuri link,,,,,,,,,,,,,,,,,,,
681,Üldinfo,"Pärnu mnt 110, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,7234659,valmis,3,2,,83 m²,rõdu,,14,15,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",268 000 €,3 228.92 €/m²,"842 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,2006,,Tehnosüsteemid,keskküte,"vann,wc ja vannituba eraldi,dušš,pesumasin",,internet,,,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
682,Üldinfo,"Mahtra tn 15,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2984336,,3,2,,65 m²,kinnine rõdu,2,8,9,,"trepikoda lukus,naabrivalve,turvauks",mööbel,139 000 €,,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:310:0003,,,,,Tehnosüsteemid,keskküte,"pesumasin,wc ja vannituba eraldi,vann",,,,VAATA VIRTUAALTUURI 360°,,20,jah,,,,,,,,,,,,,,,,
683,Üldinfo,"J. V. Jannseni tn 21,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,6546552,renoveeritud,5,3,2,153 m²,rõdu,14,,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus","kinnine hoov,mööbli võimalus,külmik",309 000 €,2 019.61 €/m²,"971 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,puitmaja,1938,panipaik,Tehnosüsteemid,"kombineeritud küte,õhksoojuspump,kamin,õhk-vesi soojuspump","vann,dušš,pesumasin,wc ja vannituba eraldi,boiler",elektripliit,"internet,telefon","tasuta parkimine,kindel parkimiskoht kinnistul",,,,,plekk,,jah,,,,,,,,,,,,,
684,Üldinfo,"Liinivahe tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4825741,uusehitis,4,3,1,86.1 m²,rõdu,,4,3,korteriomand,,,336 000 €,3 902.44 €/m²,"1 056 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,paneelmaja,2022,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Üldinfo,"Roopa tn 7, Kassisaba,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,3996104,valmis,5,4,1,129.8 m²,rõdu,,1,4,korteriomand,,,434 000 €,3 343.61 €/m²,"1 364 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:108:0160,F,kivimaja,1997,,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
686,Üldinfo,"Tungla tn 14, Kivimäe,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,3105469,valmis,3,2,1,65.7 m²,,,4,5,korteriomand,,,156 900 €,2 388.13 €/m²,"493 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78404:407:6270,G,kivimaja,1978,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
687,Üldinfo,"Kooli tn 14,Tabasalu alevik, Harku vald, Harju maakond",5/27/2022,6775802,,2,1,1,46.5 m²,rõdu,,5,5,korteriomand,,,119 000 €,2 559.14 €/m²,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,19801:002:7390,energiamärgis määramata,kivimaja,1986,,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
688,Üldinfo,"Mahtra tn 68,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1836956,vajab renoveerimist,3,2,1,64.9 m²,rõdu,4,2,9,korteriomand,trepikoda lukus,,123 000 €,1 895.22 €/m²,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:310:0680,,paneelmaja,1982,,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,vann",elektripliit,,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,jah,bituumen,,,,,,,,,,,,,,,
689,Üldinfo,"J. Koorti tn 4,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5306698,valmis,3,2,1,64.7 m²,kinnine rõdu,,8,9,korteriomand,"turvauks,trepikoda lukus",külmik,125 500 €,1 939.72 €/m²,"394 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1980,panipaik,Tehnosüsteemid,keskküte,"vann,dušš,wc ja vannituba eraldi",elektripliit,"kaabel-TV,internet,telefon",,,,,jah,,,,,,,,,,,,,,,,
690,Üldinfo,"Liivaoaja 1b,Kadriorg, Tallinn, Harju maakond",5/27/2022,3177606,valmis,3,2,1,84.6 m²,,,1,4,korteriomand,"turvauks,turvasüsteem,trepikoda lukus",,336 000 €,3 971.63 €/m²,"1 056 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,,2006,panipaik,Tehnosüsteemid,keskküte,"vann,dušš,saun",elektripliit,"internet,kaabel-TV,telefon",,,,,jah,,,,,,,,,,,,,,,,
691,Üldinfo,"Keldrimäe tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4589533,valmis,3,2,1,65.8 m²,rõdu,,2,9,korteriomand,"trepikoda lukus,turvauks",,225 000 €,3 419.45 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,,1977,,Tehnosüsteemid,"keskküte,põrandaküte","dušš,vann",elektripliit,"kaabel-TV,internet,telefon",,,,,jah,,,,,,,,,,,,,,,,
692,Üldinfo,"Tare tn 4,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5704527,,3,2,1,71 m²,,,2,2,korteriomand,,,229 000 €,3 225.35 €/m²,"719 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:110:1110,energiamärgis määramata,puitmaja,1928,,Tehnosüsteemid,"elektriküte,kamin","tsentraalne kanalisatsioon,wc ja vannituba eraldi,boiler,vann",,,kindel parkimiskoht kinnistul,,,,,plekk,,,,,,,,,,,,,,,
693,Üldinfo,"Kadaka pst 138, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,7114043,uusehitis,2,1,1,45.5 m²,rõdu,,3,7,korteriomand,,,185 000 €,4 065.93 €/m²,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:502:0285,C,kivimaja,2014,,,,,,,,,,,,,0,,,,,,,,,,,,,,
694,Üldinfo,"Nabra tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,9087655,san remont tehtud,1,1,1,20.7 m²,,,1,2,korteriomand,,,74 999 €,3 623.14 €/m²,"236 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,puitmaja,1919,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
695,Üldinfo,"Rivi tn 4,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,4399274,valmis,2,1,,35.3 m²,,,1,5,korteriomand,trepikoda lukus,,103 000 €,2 917.85 €/m²,"324 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:702:0290,D,kivimaja,1984,,Tehnosüsteemid,"elektriküte,õhksoojuspump",dušš,elektripliit,internet,,,"sundventilatsioon,kliimaseade",,,,,,4044 m²,,,,,,,,,,,,
696,Üldinfo,"E. Vilde tee 88,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,9103600,renoveeritud,2,1,1,30 m²,,,1,5,korteriomand,"trepikoda lukus,turvauks,videokaamerad",,102 000 €,,"320 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,paneelmaja,,kelder,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,"telefon,digi-TV,internet",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
697,Üldinfo,"Kuldnoka tn 10,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,4047136,"san remont tehtud,renoveeritud,valmis",2,1,1,52.7 m²,kinnine rõdu,,5,5,korteriomand,trepikoda lukus,mööbel,139 000 €,2 637.57 €/m²,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:0772,D,paneelmaja,1987,,Tehnosüsteemid,keskküte,"pesumasin,dušš",gaasipliit,"internet,digi-TV",tasuta parkimine,,,,,bituumen,10075301,,,,,,04.07.2022,,,,,,,,
698,Üldinfo,"K. Kärberi tn 47,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,4180001,,1,1,1,32.6 m²,"rõdu,kinnine rõdu",3.4,4,9,korteriomand,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus",86 900 €,2 665.64 €/m²,"273 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,1985,panipaik,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,pesumasin,vann",elektripliit,"internet,digi-TV",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
699,Üldinfo,"Ehitajate tee 23a, HILJUTI RENOVEERITUD,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8404067,"renoveeritud,uus viimistlus,valmis",2,1,1,44 m²,rõdu,3,2,5,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",124 900 €,2 838.64 €/m²,"392 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1969,panipaik,Tehnosüsteemid,keskküte,"vann,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"telefon,internet,digi-TV","tasuta parkimine,kindel parkimiskoht kinnistul",,,6,,bituumen,,jah,,80,170,,,,,,,,,,
700,Üldinfo,"Ehitajate tee 23a, HILJUTI RENOVEERITUD,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8404067,"renoveeritud,uus viimistlus,valmis",2,1,1,44 m²,rõdu,3,2,5,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",124 900 €,2 838.64 €/m²,"392 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1969,panipaik,Tehnosüsteemid,keskküte,"vann,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"telefon,internet,digi-TV","tasuta parkimine,kindel parkimiskoht kinnistul",,,6,,bituumen,,jah,,80,170,,,,,,,,,,
701,Üldinfo,"Maakri tn 36,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5886461,valmis,2,1,1,46.3 m²,,,11,19,korteriomand,,,210 000 €,4 535.64 €/m²,"660 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,kivimaja,2003,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
702,Üldinfo,"Ehitajate tee 23a, RENOVEERITUD!,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6101666,"valmis,renoveeritud,uus viimistlus",2,1,1,44 m²,rõdu,,2,5,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",124 900 €,2 838.64 €/m²,"392 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1969,panipaik,Tehnosüsteemid,keskküte,"dušš,vann,pesumasin,tsentraalne kanalisatsioon",,"digi-TV,internet,telefon",tasuta parkimine,,,6,,rullmaterjal,,,,,,,,,,,,,,,
703,Üldinfo,"Päevalille tn 4,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,1271312,uus viimistlus,2,1,1,47.1 m²,rõdu,4.9,14,15,korteriomand,"trepikoda lukus,turvauks",,199 000 €,4 225.05 €/m²,"625 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,paneelmaja,2021,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","tsentraalne kanalisatsioon,dušš",elektripliit,"internet,digi-TV",parkimiskoht garaažis,Virtuaaltuuri link:,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
704,Üldinfo,"Pärnu mnt 80,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1805468,valmis,3,,,60.6 m²,,,2,7,korteriomand,"turvauks,trepikoda lukus",külmik,199 000 €,3 283.83 €/m²,"625 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,,1986,,Tehnosüsteemid,,"dušš,pesumasin",,internet,,http://www.arcovara.ee/316981,,,jah,,,,,,,,,,,,,,Added_to_price,,
705,Üldinfo,"E. Vilde tee 92,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,9247659,uus viimistlus,2,,,43 m²,klaasitud rõdu,,4,9,kinnistu,"turvauks,trepikoda lukus,naabrivalve",mööbli võimalus,121 000 €,,"380 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,,,Tehnosüsteemid,keskküte,,gaasipliit,,tasuta parkimine,,konditsioneer,,jah,,,,,,,,,,,,,,,,
706,Üldinfo,"Viieaia tee,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6702796,,2,1,1,43.3 m²,rõdu,,2,3,,,,169 990 €,3 925.87 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,A,kivimaja,2022,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
707,Üldinfo,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1630987,,2,1,1,41.4 m²,rõdu,,3,11,,,,169 990 €,4 106.04 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,kivimaja,2022,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Üldinfo,"Viieaia tee 11/1,Laiaküla, Viimsi vald, Harju maakond",5/27/2022,6997282,,2,1,1,43.3 m²,rõdu,,2,3,,,,169 990 €,3 925.87 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,A,kivimaja,2022,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
709,Üldinfo,"Tulika tn 1, Madara tn,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,1110165,renoveeritud,1,1,1,20.8 m²,,,2,3,korteriomand,"trepikoda lukus,naabrivalve","kinnine hoov,mööbel",85 000 €,4 086.54 €/m²,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:0992,E,puitmaja,1937,"kelder,panipaik",Tehnosüsteemid,kombineeritud küte,"tsentraalne kanalisatsioon,pesumasin,dušš,boiler",elektripliit,"internet,digi-TV","tasuta parkimine,kindel parkimiskoht kinnistul",,,,,plekk,19708001,,,,,,,,,,,,,,
710,Üldinfo,"Priisle tee 4/1,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3710496,"uusehitis,renoveeritud,valmis",3,1,1,65.3 m²,"klaasitud rõdu,rõdu",,7,8,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",196 000 €,3 001.53 €/m²,"616 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,,garderoob,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,"telefon,digi-TV,internet","kindel parkimiskoht kinnistul,tasuta parkimine",,sundventilatsioon,,jah,plekk,,,,,,,,,,,,,,,
711,Üldinfo,"E. Vilde tee 134,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1695796,renoveeritud,2,1,1,43.5 m²,rõdu,,5,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",111 500 €,2 563.22 €/m²,"350 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,,"kelder,garderoob",Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,dušš",gaasipliit,"internet,digi-TV,telefon",tasuta parkimine,,sundventilatsioon,,,rullmaterjal,,,,,,,,,,,,,,,
712,Üldinfo,"Mahtra tn,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,7569542,"valmis,vajab renoveerimist",1,,,32.9 m²,rõdu,,8,9,korteriomand,"trepikoda lukus,turvauks",mööbel,87 000 €,2 644.38 €/m²,"273 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1983,panipaik,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,"internet,digi-TV",tasuta parkimine,,,,jah,rullmaterjal,,,,,,,,,,,,,,,
713,Üldinfo,"Padriku tee 4/6,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,6551358,,2,1,1,55.3 m²,rõdu,,2,4,korteriomand,,,175 000 €,3 164.56 €/m²,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,,2005,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
