,Üldinfo,aadress,date,ID,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Hoone,Katastritunnus,Energiamärgis,Materjal,Ehitusaasta,Lisaruumid,Tehnosüsteemid,Küte,Sanitaar,Pliit,Side,Parkimine,Lisainfo,Ventilatsioon,Köögi pind,Lift,Katus,Kinnistu number,tasuta parkimine,Krunt,Suve kommunaalid,Talve kommunaalid,tasuline parkimine,Saadaval,Lisanduvad kommunaalid,Tagatisraha,KM,Sihtotstarve,Parkimiskohti,Lisanduvad kommunaalkulud,Maakleritasu,Piirangud
714,Üldinfo,"Liikuri tn 38,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3278242,renoveeritud,4,3,,72.2 m²,,,5,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbli võimalus,külmik",225 000 €,3 116.34 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:303:0180,,kivimaja,1985,panipaik,Tehnosüsteemid,keskküte,"pesumasin,vann,dušš",elektripliit,"telefon,kaabel-TV,internet",,,,,,,,jah,,100,200,,,,,,,,,,
715,Üldinfo,"Asula tn 9,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1601848,"san remont tehtud,valmis",2,2,1,35.4 m²,,,2,3,korteriomand,"trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",124 500 €,3 516.95 €/m²,"391 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:118:0006,E,"kivimaja,plokkmaja,paneelmaja,betoonmaja",1950,,Tehnosüsteemid,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV","kindel parkimiskoht kinnistul,tasuta parkimine",,,6,,plekk,,,,,,,,,,,,,,,
716,Üldinfo,"Kalaranna tn 23-2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,2827059,uusehitis,2,,,59.5 m²,,,1,,korteriomand,,,305 000 €,5 126.05 €/m²,"958 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Üldinfo,",Voose küla, Anija vald, Harju maakond",5/27/2022,4580310,,,,,53.6 m²,,,,,,,,20 000 €,373.13 €/m²,"63 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Üldinfo,"Jõe tn 4-1,Kostivere alevik, Jõelähtme vald, Harju maakond",5/27/2022,5460148,,2,,,43.7 m²,,,,3,,,,47 000 €,1 075.51 €/m²,"148 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,24504:008:0337,C,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Üldinfo,"Pae tn 66-25,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2345161,,3,,,65.8 m²,,,,9,,,,120 000 €,1 823.71 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:312:0770,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Üldinfo,"Asula tn 5,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,9133845,"san remont tehtud,uus viimistlus,valmis",2,2,1,36.3 m²,,,2,3,korteriomand,"trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",123 900 €,3 413.22 €/m²,"389 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:118:0400,F,"paneelmaja,kivimaja,plokkmaja,betoonmaja",1949,,Tehnosüsteemid,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"digi-TV,internet","kindel parkimiskoht kinnistul,tasuta parkimine",,,6,,plekk,,,,,,,,,,,,,,,
721,Üldinfo,"Linnamäe tee 85,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5708150,,2,2,,49.7 m²,rõdu,,1,9,,"trepikoda lukus,turvauks",,114 990 €,,"361 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,,,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,vann",elektripliit,"digi-TV,internet",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
722,Üldinfo,"Jahu tn 5-27, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,2175490,uusehitis,3,2,1,62.1 m²,,,3,3,korteriomand,trepikoda lukus,,329 900 €,5 312.40 €/m²,"1 036 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2020,panipaik,Tehnosüsteemid,keskküte,vann,,"internet,kaabel-TV",,,,,,,,,,,,jah,,,,,,,,,
723,Üldinfo,"Mootori 7/2-16, Kalamaja, Volta,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,7447461,uusehitis,3,2,2,85.7 m²,rõdu,,7,7,korteriomand,"trepikoda lukus,turvauks",,749 900 €,8 750.29 €/m²,"2 356 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2022,panipaik,Tehnosüsteemid,"keskküte,põrandaküte",dušš,,"kaabel-TV,internet",,,,,jah,,,,,,,jah,,"küte,vesi,elekter",,,,,,,
724,Üldinfo,"Roosikrantsi tn 9,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4529119,uus viimistlus,4,3,1,103.4 m²,,,7,7,korteriomand,,,500 000 €,4 835.59 €/m²,"1 571 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:107:0250,D,paneelmaja,2002,,,,,,,,,,,,,0,,,,,,,,,,,,,,
725,Üldinfo,"Posti tn 7,Loksa linn, Harju maakond",5/27/2022,7007052,renoveeritud,3,2,1,91.3 m²,,,1,2,korteriomand,,,105 000 €,1 150.05 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,42401:006:0450,energiamärgis määramata,kivimaja,1953,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Üldinfo,"Puhangu tn 67, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4584388,vajab renoveerimist,2,1,1,47.1 m²,rõdu,,5,5,korteriomand,,,105 000 €,2 229.30 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1972,panipaik,Tehnosüsteemid,,,gaasipliit,,,,,,,,,,,,,,,,,,,,,,
727,Üldinfo,"Kirsi tn 3,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,6972218,valmis,3,2,,65.4 m²,rõdu,,4,9,korteriomand,"naabrivalve,turvauks,trepikoda lukus",külmik,172 900 €,2 643.73 €/m²,"543 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:4511,E,paneelmaja,1974,,Tehnosüsteemid,keskküte,"dušš,pesumasin,vann",,kaabel-TV,,,,,,,18308901,jah,,,,,,,,,,,,,
728,Üldinfo,"Faehlmanni tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5653681,vajab renoveerimist,3,2,1,90.7 m²,,,5,6,korteriomand,,,280 000 €,3 087.10 €/m²,"880 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2002,,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
729,Üldinfo,"Kalaranna 21 23-25,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,1713341,uusehitis,3,,,63.7 m²,,,4,,korteriomand,,,340 000 €,5 337.52 €/m²,"1 068 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Üldinfo,"Akadeemia tee 64a,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2466263,valmis,4,,,74.4 m²,,,,5,,"naabrivalve,trepikoda lukus","mööbli võimalus,külmik",189 000 €,2 540.32 €/m²,"594 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:3310,,paneelmaja,1973,panipaik,Tehnosüsteemid,keskküte,"pesumasin,vann",gaasipliit,,,,,,,,,,,90,190,,,,,,,,,,
731,Üldinfo,"Läänemere tee 9, Lasnamägi,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6490708,vajab kapitaalremonti,3,3,,66.5 m²,rõdu,3,4,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbel,mööbli võimalus,külmik",133 000 €,2 000 €/m²,"418 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:307:0482,E,paneelmaja,1994,,Tehnosüsteemid,keskküte,wc ja vannituba eraldi,elektripliit,"telefon,internet",,,,,,,,jah,,80,200,,,,,,,,,,
732,Üldinfo,"Männimetsa 1,Järveküla, Rae vald, Harju maakond",5/27/2022,5414120,valmis,2,1,1,33.7 m²,,,1,2,korteriomand,"trepikoda lukus,turvauks",külmik,79 990 €,2 373.59 €/m²,"251 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,65301:001:0060,energiamärgis määramata,kivimaja,1935,,Tehnosüsteemid,"ahjuküte,elektriküte","pesumasin,dušš,boiler",,,,,,,,,,jah,,,,,,,,,,1,,,
733,Üldinfo,"Pärnu mnt 102,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6495791,valmis,3,2,1,85.1 m²,,,4,4,korteriomand,"turvasüsteem,trepikoda lukus,turvauks","mööbel,TV,külmik",229 999 €,2 702.69 €/m²,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,,,Tehnosüsteemid,"gaasiküte,kombineeritud küte","vann,saun,pesumasin,dušš",gaasipliit,,,,,,,,,jah,,,,,,"gaas,vesi,elekter",,,,,Added_to_price,,
734,Üldinfo,"Kivila tn 2,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6458493,renoveeritud,1,1,1,32.8 m²,klaasitud rõdu,,5,5,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",87 900 €,2 679.88 €/m²,"276 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:310:0019,D,paneelmaja,1984,kelder,Tehnosüsteemid,keskküte,"vann,tsentraalne kanalisatsioon,dušš,pesumasin",elektripliit,"digi-TV,internet",tasuta parkimine,,,,,rullmaterjal,,,,,,,,,,,,,,,
735,Üldinfo,"Sinirebase tn 6,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,7359774,renoveeritud,2,1,1,43.5 m²,,,1,2,korteriomand,,,128 000 €,2 942.53 €/m²,"402 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1988,kelder,Tehnosüsteemid,keskküte,tsentraalne kanalisatsioon,elektripliit,"internet,digi-TV",tasuta parkimine,,,,,,,,,,,,17.06.2022,,,,,,,,
736,Üldinfo,"Pikk tn 41,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1380391,,3,2,2,148.8 m²,,,2,3,korteriomand,"trepikoda lukus,turvasüsteem","kinnine hoov,mööbel",549 000 €,3 689.52 €/m²,"1 725 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1920,,Tehnosüsteemid,,"pesumasin,dušš,vann",elektripliit,,,,,,,plekk,,,,,,,,,,,,,,,
737,Üldinfo,"Energia tn 8a,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,5478608,valmis,3,2,1,62 m²,,,1,5,korteriomand,,"eraldi sissepääs,mööbel,mööbli võimalus",150 000 €,,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,,,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,vann,dušš,pesumasin,wc ja vannituba eraldi",elektripliit,,tasuta parkimine,,,,,,,,,,,,,,,,,,,,
738,Üldinfo,"Virbi tn 8, Laagna,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,7191253,valmis,2,1,1,47.8 m²,rõdu,3.4,2,5,korteriomand,"videokaamerad,turvasüsteem,naabrivalve,trepikoda lukus",mööbel,200 000 €,,"628 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,,,"panipaik,garderoob",Tehnosüsteemid,,"vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,,"kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis",,,,jah,,,,,,,,,,,,,,,,
739,Üldinfo,"Lühike Jalg 4,Vanalinn, Tallinn, Harju maakond",5/27/2022,6625242,renoveeritud,3,2,2,130.7 m²,rõdu,,2,4,korteriomand,,,569 000 €,4 353.48 €/m²,"1 788 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,,panipaik,,,,,,,,,,,,0,,,,,,,,,,,,,,
740,Üldinfo,"Sõpruse pst 169,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,4563540,renoveeritud,3,2,1,66.3 m²,rõdu,,6,9,korteriomand,,,149 999 €,2 262.43 €/m²,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,paneelmaja,1971,,,,,,,,,,,,,0,,,,,,,,,,,,,,
741,Üldinfo,"Sõle tn 72,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,3774019,valmis,1,,1,26.8 m²,,,3,4,korteriomand,,,85 000 €,3 171.64 €/m²,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:806:1020,E,kivimaja,1961,,,,,,,,,,,,,0,,,,,,,,,,,,,,
742,Üldinfo,"Kaupmehe tn 6, Sibulaküla,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1168317,uusehitis,3,2,1,93.5 m²,,,5,8,korteriomand,,,350 000 €,3 743.32 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:105:0230,energiamärgis määramata,kivimaja,2004,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,0,,,,,,,,,,,,,,
743,Üldinfo,"Padriku tee 12/4, Mähe,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,7750366,valmis,3,2,1,108.6 m²,rõdu,,3,3,korteriomand,,,310 000 €,2 854.51 €/m²,"974 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78402:203:3842,energiamärgis määramata,,2006,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,0,,,,,,,,,,,,,,
744,Üldinfo,"Majaka tn 39,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2608098,valmis,2,,,45.3 m²,,,2,2,korteriomand,,,110 000 €,2 428.26 €/m²,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:301:0018,energiamärgis määramata,kivimaja,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Üldinfo,"Pallasti tn 47,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3026886,valmis,3,2,1,59.1 m²,,,1,5,korteriomand,,,178 000 €,3 011.84 €/m²,"559 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:301:1640,energiamärgis määramata,,1987,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
746,Üldinfo,"Muhu tn 4, Kuristiku,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6372292,valmis,3,2,,66.3 m²,,,1,5,korteriomand,turvauks,"mööbel,mööbli võimalus",139 000 €,2 096.53 €/m²,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:307:0485,E,paneelmaja,,panipaik,Tehnosüsteemid,,wc ja vannituba eraldi,,,,,,,,,,jah,,,,,,,,,,,,,
747,Üldinfo,"F. R. Faehlmanni tn 4, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,7658263,"uus viimistlus,renoveeritud",3,2,1,102.2 m²,,,5,5,korteriomand,,"mööbel,TV,külmik",350 000 €,3 424.66 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1924,garderoob,Tehnosüsteemid,"kamin,keskküte",,gaasipliit,,,,,,,kivi,,,,,,,,,1090,,,,,1090,
748,Üldinfo,"Majaka tn 43,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5021911,valmis,1,,,27 m²,,,3,3,korteriomand,"trepikoda lukus,turvauks",,89 000 €,3 296.30 €/m²,"280 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,G,puitmaja,1961,,Tehnosüsteemid,"keskküte,põrandaküte","dušš,pesumasin,boiler",,"internet,kaabel-TV",,,,,,,,,,,,,,,,,,,,,
749,Üldinfo,"F. R. Faehlmanni tn 4, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,3973261,"uus viimistlus,renoveeritud",3,2,1,102.2 m²,,,5,5,korteriomand,,"mööbel,TV,külmik",350 000 €,3 424.66 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1924,garderoob,Tehnosüsteemid,"kamin,keskküte",,gaasipliit,,,,,,,kivi,,,,,,,31.05.2022,,1090,,,,,1090,
750,Üldinfo,"Sõle tn 62,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4111580,renoveeritud,2,1,1,20.7 m²,,,1,4,korteriomand,"trepikoda lukus,videokaamerad,turvauks","mööbel,mööbli võimalus",71 000 €,3 429.95 €/m²,"223 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:806:0011,C,kivimaja,1962,garderoob,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,boiler,dušš",elektripliit,"digi-TV,internet,telefon","kindel parkimiskoht kinnistul,tasuta parkimine",,,,,,,,,,,,,,,,,,,,
751,Üldinfo,"Kopli tn 86,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,5971740,,1,,,32 m²,,,,,,,,83 000 €,,"261 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:807:0790,,,,,,,,,,,VAATA VIRTUAALTUURI 360,,,,,,,,,,,,,,,,,,,
752,Üldinfo,"Sõle tn 54, PELGULINN,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,6925762,valmis,3,2,1,64.7 m²,klaasitud rõdu,6.9,2,9,korteriomand,"turvauks,turvasüsteem,trepikoda lukus","kinnine hoov,mööbli võimalus",206 000 €,,"647 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:806:0008,E,kivimaja,1987,"panipaik,garderoob",Tehnosüsteemid,keskküte,"saun,vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,"internet,digi-TV",tasuta parkimine,,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
753,Üldinfo,"Kuldnoka tn 7,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,3600627,renoveeritud,2,2,,43.1 m²,,,6,9,korteriomand,"turvauks,trepikoda lukus",mööbel,129 000 €,2 993.04 €/m²,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:3601,D,kivimaja,,,Tehnosüsteemid,keskküte,,elektripliit,,,,,,,,,,3201 m²,,,,,,,,,,,,
754,Üldinfo,"Läänemere tee 45,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1499415,valmis,3,3,,64.8 m²,,,9,9,,"turvauks,trepikoda lukus",,135 000 €,2 083.33 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:308:0700,,paneelmaja,1987,,Tehnosüsteemid,keskküte,wc ja vannituba eraldi,elektripliit,"kaabel-TV,internet,telefon",,,,,jah,,,jah,1603 m²,,,,,,,,,,,,
755,Üldinfo,"Õismäe tee 76,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,5857695,renoveeritud,3,,,65.4 m²,,,3,9,korteriomand,"turvauks,trepikoda lukus",,145 000 €,2 217.13 €/m²,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:603:1447,E,paneelmaja,1972,,Tehnosüsteemid,keskküte,"vann,wc ja vannituba eraldi",elektripliit,,,,,,,,12082401,,1255 m²,,,,,,,,,,,,
756,Üldinfo,"Maleva põik 6,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,7857294,renoveeritud,2,,,51.5 m²,,,5,5,korteriomand,"trepikoda lukus,videokaamerad,turvauks","kinnine hoov,mööbel",126 000 €,2 446.60 €/m²,"396 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,,1997,,Tehnosüsteemid,keskküte,"pesumasin,wc ja vannituba eraldi,vann",elektripliit,,tasuta parkimine,,,,,,,,,,,,,,,,,,,,
757,Üldinfo,"Kuusiku tee 5,Loo alevik, Jõelähtme vald, Harju maakond",5/27/2022,4065601,san remont tehtud,1,,,,,,5,5,korteriomand,,,88 000 €,,"276 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,paneelmaja,,,Tehnosüsteemid,keskküte,,,,tasuta parkimine,,,,,,,,,,,,,,,,,,,,
758,Üldinfo,"Ehte tn 5,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,6399789,renoveeritud,2,,,47 m²,,,1,5,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",124 000 €,2 638.30 €/m²,"390 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,,garderoob,Tehnosüsteemid,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon,vann",gaasipliit,"internet,telefon,digi-TV",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
759,Üldinfo,"Mustakivi tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,9172906,,2,1,1,56.1 m²,,,6,12,korteriomand,"turvamees,trepikoda lukus,videokaamerad",mööbli võimalus,155 999 €,2 780.73 €/m²,"490 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,,2018,panipaik,,,,,,kindel parkimiskoht kinnistul,,,,jah,,,,,,,,,,,,,,,,
760,Üldinfo,"Suur-Karja tn 12-15,Vanalinn, Tallinn, Harju maakond",5/27/2022,8271130,uusehitis,3,2,2,77.4 m²,rõdu,,4,5,korteriomand,,,704 340 €,9 100 €/m²,"2 213 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Üldinfo,"Lasteaia tn 6,Loksa linn, Harju maakond",5/27/2022,7367976,vajab renoveerimist,4,3,,76 m²,rõdu,4,,5,kinnistu,"naabrivalve,turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",43 000 €,565.79 €/m²,"135 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,1989,panipaik,Tehnosüsteemid,keskküte,"vann,wc ja vannituba eraldi,pesumasin,boiler",elektripliit,"internet,telefon,kaabel-TV",,,,,,,,jah,,,,,,,,,,,,,
762,Üldinfo,"Ringi tn 46,Maardu linn, Harju maakond",5/27/2022,6397973,valmis,2,1,,48.9 m²,rõdu,3,1,5,kinnistu,"trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus,külmik",111 000 €,2 269.94 €/m²,"349 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,1977,panipaik,Tehnosüsteemid,keskküte,vann,elektripliit,"telefon,kaabel-TV,internet",,,,,,,,jah,,,,,,,,,,,,,
763,Üldinfo,"Spordi tn 5,Kehra linn, Harju maakond",5/27/2022,7233681,vajab renoveerimist,2,1,1,48.4 m²,,,1,2,korteriomand,,,47 000 €,971.07 €/m²,"148 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,29001:005:0560,energiamärgis määramata,kivimaja,1959,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
764,Üldinfo,"Mustamäe tee 181,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1226680,,3,2,,59.3 m²,rõdu,,8,9,,,,135 000 €,2 276.56 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:0012,D,paneelmaja,1968,,Tehnosüsteemid,,,gaasipliit,,,,,,,,,,,,,,,,,,,,,,
765,Üldinfo,"Astangu tn 60,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,9223564,renoveeritud,3,2,1,63.6 m²,rõdu,,2,5,korteriomand,"turvauks,trepikoda lukus",mööbel,138 000 €,2 169.81 €/m²,"434 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:604:0470,C,paneelmaja,1986,,Tehnosüsteemid,keskküte,"dušš,vann,tsentraalne kanalisatsioon",elektripliit,"digi-TV,internet",,,sundventilatsioon,,,,101020123,,,,,,,,,,,,,,
766,Üldinfo,"Pärnu mnt 125,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4369685,renoveeritud,2,1,1,38.4 m²,,,4,4,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",138 000 €,3 593.75 €/m²,"434 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:118:2170,D,kivimaja,1988,"kelder,panipaik,garderoob",Tehnosüsteemid,keskküte,"vann,tsentraalne kanalisatsioon",gaasipliit,"internet,digi-TV,telefon","kindel parkimiskoht kinnistul,tasuta parkimine",,,,,,,,,,,,,,,,,,,,
