,rooms,floors,area_outside,area,link,address,maakond
2708,3,1/4,,82.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/4506760,"Padriku tee 3/3,Pirita linnaosa, Tallinn, Harju maakond",harju
2709,1,0/2,,29.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-madara-tn/2432598,"Madara tn 4,Kristiine linnaosa, Tallinn, Harju maakond",harju
2710,1,1/4,,40 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-liivaoja-tn/8731117,"Liivaoja tn 12,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2711,1,3/5,,31.9 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-ringi-tn/1241438,"Ringi tn 54a,Maardu linn, Harju maakond",harju
2712,1,1/3,,34.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-mirta-tn/7337981,"Mirta tn 31, Kakumäe,Haabersti linnaosa, Tallinn, Harju maakond",harju
2713,4,1/2,,91 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-viimsi-alevik-nelgi-poik/5868472,"Nelgi põik 1,Viimsi alevik, Harju maakond",harju
2714,2,2/4,,60.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-suur-ameerika-tn/2000096,"Suur-Ameerika tn 35,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2715,1,1/4,,27.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-pelguranna-tn/2802583,"Pelguranna tn 25,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2716,1,1/9,,32.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekaare-tn/5109632,"Paekaare tn 20,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2717,2,1/5,,50.1 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saku-alevik-teaduse-tn/8836496,"Teaduse tn 12,Saku alevik, Harju maakond",harju
2718,3,3/4,,65.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-rougu-tn/7747784,"Rõugu tn 22,Haabersti linnaosa, Tallinn, Harju maakond",harju
2719,1,5/5,,21.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/6346744,"Punane tn 15,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2720,2,2/3,,46.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-printsu-tn/7918278,"Printsu tn 5,Haabersti linnaosa, Tallinn, Harju maakond",harju
2721,2,3/1,,64.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-pune-tee/2743943,"Pune tee 9,Pirita linnaosa, Tallinn, Harju maakond",harju
2722,2,1/3,,40.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/5101580,"Liinivahe tn 7-3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2723,2,5/16,,51.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/4398331,"Pärnu mnt 137-10,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2724,2,1/4,,40.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/2887839,"Liinivahe tn 7-13,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2725,2,1/4,,52.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/2518251,"Liinivahe tn 7-16,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2726,2,2/4,,39.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/7991918,"Liinivahe tn 7-17,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2727,2,2/4,,37.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/1739719,"Liinivahe tn 7-18,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2728,2,2/4,,37.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-liinivahe-tn/6607666,"Liinivahe tn 7-19,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2729,4,8/12,,76.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/3803075,"Pärnu mnt 137-152,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2730,4,14/16,,83.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/4472239,"Pärnu mnt 137-99,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2731,4,7/16,,82.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/9148277,"Pärnu mnt 137-27,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2732,3,1/2,,75.5 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-nolvaku-tn/2263500,"Nõlvaku tn 21,Laagri alevik, Saue vald, Harju maakond",harju
2733,3,16/16,,109.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1991722,"Pärnu mnt 137-115,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2734,2,8/12,,43.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/8313608,"Pärnu mnt 137-153,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2735,1,5/12,,31.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/5308620,"Pärnu mnt 137-119,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2736,2,7/11,,47.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/3466312,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2737,1,5/5,,12 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/pcca2b,"Pallasti tn 33,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2738,3,-1/4,,100 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-a-weizenbergi-tn/6436222,"A. Weizenbergi tn 12,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2739,3,4/4,,74.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-suur-ameerika-tn/5138326,"Suur-Ameerika tn 22,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2740,1,3/4,,20 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/2470087,"Kopli tn 88,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2741,3,3/4,,59.7 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-keila-linn-ohtu-tee/8764000,"Ohtu tee 2,Keila linn, Harju maakond",harju
2742,4,1/5,,98.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-liivalaia-tn/7544778,"Liivalaia tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2743,3,1/3,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/5218317,"Pikaliiva tn 40,Haabersti linnaosa, Tallinn, Harju maakond",harju
2744,1,1/2,,21.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kungla-tn/7556193,"Kungla tn 5a, BRONEERITUD!!,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2745,1,1/5,,11.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-puhangu-tn/5715513,"Puhangu tn 8, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2746,3,6/14,,67.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-virbi-tn/2697426,"Virbi tn 4, Laagna,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2747,3,1/4,,89.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/2357652,"Padriku tee 4/7,Pirita linnaosa, Tallinn, Harju maakond",harju
2748,3,3/5,,80.1 m²,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-loo-alevik-kuusiku-tee/1373458,"Kuusiku tee 22,Loo alevik, Jõelähtme vald, Harju maakond",harju
2749,1,3/5,,32.7 m²,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-loo-alevik-kuusiku-tee/1237078,"Kuusiku tee 20,Loo alevik, Jõelähtme vald, Harju maakond",harju
2750,3,5/5,,44.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-nelgi-tn/7908722,"Nelgi tn 30,Nõmme linnaosa, Tallinn, Harju maakond",harju
2751,1,3/5,,22.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-kotka-tn/8480689,"Kotka tn 3,Kristiine linnaosa, Tallinn, Harju maakond",harju
2752,2,2/3,,44.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-toostuse-tn/5976507,"Tööstuse tn 35,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2753,1,2/6,,14.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/5937107,"Narva mnt 40,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2754,2,2/5,,48.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiikri-tn/5161076,"Kiikri tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2755,3,1/2,,62.9 m²,https://city24.ee/real-estate/apartments-for-sale/kiili-vald-vaela-kula-astelpaju-tee/9104655,"Astelpaju tee 2,Vaela küla, Kiili vald, Harju maakond",harju
2756,2,4/5,,46.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/2756577,"Õismäe tee 51,Haabersti linnaosa, Tallinn, Harju maakond",harju
2757,4,6/9,,79.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/5492383,"Ümera tn 2,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2758,3,1/2,,54.4 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-teemeistri-tn/6450949,"Teemeistri tn 1a,Maardu linn, Harju maakond",harju
2759,2,2/3,,45.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/2725183,"Volmre tn 27,Haabersti linnaosa, Tallinn, Harju maakond",harju
2760,2,2/3,,45.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/5466391,"Volmre tn 27,Haabersti linnaosa, Tallinn, Harju maakond",harju
2761,2,1/5,,68.7 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-idapollu-tee/7595210,"Idapõllu tee 4,Haabneeme alevik, Viimsi vald, Harju maakond",harju
2762,2,6/11,,45 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/2277448,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2763,1,6/9,,32.8 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-veeru-tn/7221562,"Veeru tn 24,Maardu linn, Harju maakond",harju
2764,3,5/5,,73.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-j-vilmsi-tn/7062387,"J. Vilmsi tn 44,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2765,3,5/5,,73.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-j-vilmsi-tn/1382561,"J. Vilmsi tn 44,Kadriorg, Tallinn, Harju maakond",harju
2766,3,5/5,,47 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/5582708,"Mustamäe tee 193,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2767,2,2/2,,54.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-joekula-tee/1618563,"Jõeküla tee 18/4,Haabersti linnaosa, Tallinn, Harju maakond",harju
2768,2,5/9,,49.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/6975097,"Läänemere tee 19, Priisle,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2769,4,1/3,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-jkoleri-tn/1032854,"J.Köleri tn 12a,Kadriorg, Tallinn, Harju maakond",harju
2770,1,4/9,,33 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paasiku-tn/4951585,"Paasiku tn 22,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2771,2,4/9,,33 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paasiku-tn/3652315,"Paasiku tn 22,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2772,3,,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/7326965,"Ümera tn 11,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2773,2,3/6,,74.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/2665033,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2774,4,5/7,,93.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/8390194,"Narva mnt 14,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2775,3,4/6,,70.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/2949796,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2776,2,1/2,,63 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-vesivarava-tn/6819655,"Vesivärava tn 28a,Kadriorg, Tallinn, Harju maakond",harju
2777,1,3/4,,26.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/4141299,"Sõle tn 72,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2778,1,3/4,,26.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/3908821,"Sõle tn 72,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2779,1,2/9,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/4216627,"Linnamäe tee 79,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2780,1,4/5,,31.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/4811587,"Pallasti tn 34b, MAJAKA,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2781,3,2/9,,59.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-saase-tn/8396899,"Sääse tn 1, Sääse asum,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2782,2,3/5,,43.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/2800713,"Ehitajate tee 70,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2783,2,4/4,,37.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vasara-tn/1640103,"Vasara tn 2c-999, Kopli,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2784,3,1/2,,47.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-palli-tn/6239702,"Palli tn 7, Rahumäe,Nõmme linnaosa, Tallinn, Harju maakond",harju
2785,1,2/3,,18.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vabriku-tn/7796164,"Vabriku tn 47/1, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2786,2,5/5,,33 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/1037797,"Õismäe tee 103,Haabersti linnaosa, Tallinn, Harju maakond",harju
2787,2,4/5,,47.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/8473842,"Kolde pst 80,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2788,3,5/5,,64.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/2541211,"Sõpruse pst 198,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2789,1,2/5,,36.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-peterburi-tee/7579713,"Peterburi tee 4,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2790,3,3/4,,66 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vanakuu-tn/1839798,"Vanakuu tn 6,Haabersti linnaosa, Tallinn, Harju maakond",harju
2791,3,5/9,,65.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/1829694,"Õismäe tee 20,Haabersti linnaosa, Tallinn, Harju maakond",harju
2792,3,5/5,,60.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/2433532,"E. Vilde tee 78,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2793,2,1/9,,49.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/9030205,"Järveotsa tee 29,Haabersti linnaosa, Tallinn, Harju maakond",harju
2794,1,1/5,,12.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-randla-tn/6338477,"Randla tn 11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2795,2,4/9,,42.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-majaka-tn/2251179,"Majaka tn 12,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2796,2,2/2,,70.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-j-kappeli-tn/8236793,"J. Kappeli tn 13,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2797,2,2/2,,54.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-joekula-tee/5276395,"Jõeküla tee 18/4,Haabersti linnaosa, Tallinn, Harju maakond",harju
2798,4,8/8,,89.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/8355074,"Narva mnt 148, Paevälja,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2799,3,3/12,,65.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/4323879,"Linnamäe tee 42a,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2800,1,4/5,,32.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-asula-tn/3426756,"Asula tn 17A, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2801,3,1/5,,52.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-voistluse-tn/4754595,"Võistluse tn 8, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2802,2,3/5,,39.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-randla-tn/7353545,"Randla tn 12,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2803,3,1/9,,64.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-virbi-tn/5401732,"Virbi tn 2,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2804,3,8/8,,56.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5348330,"Ehitajate tee 91/2,Mustamäe linnaosa, Tallinn, Harju maakond",harju
2805,3,3/9,,64.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/4894590,"J. Koorti tn 10,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2806,3,1/5,,63 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-f-r-faehlmanni-tn/9197428,"F. R. Faehlmanni tn 38,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2807,6,3/4,,124.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vaike-ameerika-tn/8554578,"Väike-Ameerika tn 13, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2808,2,3/5,,46.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-raadiku-tn/4358807,"Raadiku tn 14,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2809,4,3/3,,87.4 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-kaselaane-tn/7619283,"Kaselaane tn 9/2,Laagri alevik, Saue vald, Harju maakond",harju
2810,3,13/16,,127.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-pirita-tee/7884914,"Pirita tee 26f,Pirita linnaosa, Tallinn, Harju maakond",harju
2811,4,1/3,,91.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vabriku-tn/7081562,"Vabriku tn 8,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2812,2,3/3,,43 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/5919592,"Volmre tn 23,Haabersti linnaosa, Tallinn, Harju maakond",harju
2813,2,6/14,,41.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-voistluse-tn/5324834,"Võistluse tn 6/3,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2814,4,2/2,,80 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/2774696,"Vana-Rannamõisa tee 1D/4,Haabersti linnaosa, Tallinn, Harju maakond",harju
2815,3,2/9,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-virbi-tn/7560175,"Virbi tn 2,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2816,2,3/9,,50 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/1150487,"Ümera tn 6,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2817,1,3/9,,35 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-veeru-tn/2870685,"Veeru tn 16,Maardu linn, Harju maakond",harju
2818,3,5/8,,63.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/7170997,"Tartu mnt 47,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2819,1,5/5,,32.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/2340764,"Ümera tn 44,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2820,2,1/3,,41.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-randuri-tn/8344940,"Ränduri tn 42,Nõmme linnaosa, Tallinn, Harju maakond",harju
2821,4,5/5,,78 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-maleva-tn/1334364,"Uus-Maleva tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2822,4,5/5,,78 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-maleva-tn/5293831,"Uus-Maleva tn 1, Sirbi peatus,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
2823,2,3/3,,47.6 m²,https://city24.ee/real-estate/apartments-for-sale/kose-vald-kose-alevik-hariduse-tn/9082694,"Hariduse tn 5,Kose alevik, Kose vald, Harju maakond",harju
2824,3,1/5,,66.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-keemia-tn/3627870,"Keemia tn 11,Kristiine linnaosa, Tallinn, Harju maakond",harju
2825,1,5/5,,32.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/7381389,"Läänemere tee 11,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2826,3,8/12,,64 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/2547739,"Pärnu mnt 137-151,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2827,3,6/16,,77.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/5059716,"Pärnu mnt 137-24,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2828,2,2/3,,49.2 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-alliku-kula-pilliroo-tn/2377177,"Pilliroo tn 28C-7, Alliku,Alliku küla, Saue vald, Harju maakond",harju
2829,2,2/3,,45.6 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-alliku-kula-pilliroo-tn/4790893,"Pilliroo tn 28C-6, Alliku,Alliku küla, Saue vald, Harju maakond",harju
2830,2,1/3,,49.3 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-alliku-kula-pilliroo-tn/3025445,"Pilliroo tn 28C-2, Alliku,Alliku küla, Saue vald, Harju maakond",harju
2831,1,9/9,,32.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/6887753,"Läänemere tee 38, Kuristiku,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
2832,4,1/5,,70.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/1753677,"Õismäe tee 25, Õismäe,Haabersti linnaosa, Tallinn, Harju maakond",harju
2833,3,16/16,,65.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/1921828,"Õismäe tee 90, Väike-Õismäe,Haabersti linnaosa, Tallinn, Harju maakond",harju
2834,3,1/4,,55.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-hospidali-tn/8611266,"Hospidali tn 4,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2835,2,1/4,,62.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vana-louna-tn/2549850,"Vana-Lõuna tn 39, Veerenni asum,Kesklinna linnaosa, Tallinn, Harju maakond",harju
2836,1,1/9,,32.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-poik/9065722,"Kalevipoja põik 1,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
